"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0042542","GO:0042542","response to hydrogen peroxide","55/2037","194/20876",1.71270273616394e-13,1.40531766614715e-11,9.65945365880824e-12,"AT3G25230/AT1G54050/AT3G09350/AT2G32120/AT5G22060/AT5G48570/AT4G11660/AT1G66510/AT3G09440/AT1G14980/AT3G04710/AT1G62740/AT2G20560/AT5G05410/AT3G19640/AT2G43630/AT1G66080/AT4G12400/AT3G23990/AT1G74310/AT5G51440/AT1G14200/AT5G61790/AT4G14030/AT3G51910/AT3G16050/AT2G25140/AT5G49910/AT1G56340/AT5G55920/AT5G35320/AT2G03800/AT2G36840/AT3G12580/AT2G19310/AT5G53400/AT5G18420/AT5G52640/AT2G25110/AT4G16660/AT2G26150/AT4G24190/AT1G66070/AT3G24500/AT4G23493/AT5G09590/AT5G47830/AT4G05440/AT4G21320/AT1G29150/AT3G10680/AT3G12050/AT1G30070/AT3G08970/AT4G29330",55
"GO:0017038","GO:0017038","protein import","58/2037","218/20876",7.38313581015297e-13,5.23195851274022e-11,3.59618768169173e-11,"AT3G56310/AT1G07140/AT2G04030/AT5G55190/AT1G23780/AT2G40430/AT5G13570/AT2G45730/AT5G20020/AT2G20890/AT1G16280/AT1G79150/AT2G25970/AT2G27090/AT5G06000/AT3G51800/AT1G07840/AT2G37410/AT5G22000/AT2G31660/AT3G52170/AT3G56990/AT2G26350/AT5G53480/AT2G28910/AT5G62050/AT5G22330/AT2G34357/AT4G39100/AT2G41020/AT3G16810/AT1G17690/AT5G09840/AT5G03940/AT5G66540/AT4G16143/AT2G47960/AT2G18900/AT5G57360/AT1G80270/AT5G20010/AT5G66160/AT3G07560/AT1G29400/AT1G27970/AT5G17270/AT5G54910/AT4G28200/AT3G16620/AT3G48870/AT5G56290/AT5G41190/AT1G64230/AT5G41790/AT1G64550/AT1G06950/AT5G22820/AT1G26440",58
"GO:0006733","GO:0006733","oxidoreduction coenzyme metabolic process","87/2037","426/20876",1.86956454623357e-11,1.07950041762153e-09,7.41994817959365e-10,"AT1G20440/AT1G10960/AT1G50000/AT5G12250/AT1G13930/AT2G46820/AT5G58770/AT5G50210/AT2G30390/AT1G72370/AT3G60750/AT5G02500/AT1G65230/AT3G63190/AT3G14110/AT2G21940/AT2G35370/AT2G30950/AT1G32230/AT4G03280/AT4G14880/AT4G31300/AT4G34090/AT4G02530/AT3G63520/AT1G72150/AT2G35500/AT5G01410/AT5G08050/AT1G12800/AT3G12780/AT3G11830/AT1G30580/AT5G66190/AT3G55010/AT4G39100/AT3G58610/AT5G23230/AT1G20340/AT5G20720/AT1G50250/AT2G36460/AT3G25860/AT1G03680/AT4G01050/AT3G51820/AT2G01140/AT5G06290/AT1G23740/AT1G32470/AT3G05880/AT4G00370/AT2G29630/AT3G22110/AT5G23120/AT1G08110/AT3G26900/AT4G30950/AT1G77090/AT4G28740/AT1G02780/AT5G52970/AT4G26270/AT1G11840/AT5G04590/AT4G32260/AT5G42270/AT3G55800/AT1G18060/AT5G40760/AT4G09650/AT4G37910/AT4G24190/AT2G24090/AT1G16080/AT1G24280/AT4G36940/AT1G18080/AT4G01100/AT1G05190/AT1G63970/AT1G64550/AT3G52930/AT2G21280/AT4G04640/AT1G08380/AT5G09900",87
"GO:0051170","GO:0051170","import into nucleus","35/2037","104/20876",2.20630516602368e-11,1.22843919779676e-09,8.44367916921846e-10,"AT1G07140/AT5G55190/AT2G40430/AT2G45730/AT5G20020/AT1G16280/AT1G79150/AT2G25970/AT5G06000/AT3G51800/AT1G07840/AT2G31660/AT3G52170/AT1G43700/AT3G56990/AT5G53480/AT5G22330/AT2G34357/AT3G16810/AT1G17690/AT5G09840/AT5G66540/AT4G16143/AT2G18900/AT1G80270/AT5G20010/AT1G27970/AT5G17270/AT5G54910/AT4G28200/AT3G16620/AT5G41190/AT2G16950/AT5G41790/AT1G64550",35
"GO:0046686","GO:0046686","response to cadmium ion","91/2037","470/20876",1.29726349713277e-10,6.1285872485757e-09,4.21248561429396e-09,"AT1G62480/AT1G20440/AT4G36480/AT4G20260/AT5G12250/AT1G13930/AT3G25230/AT1G07590/AT1G72370/AT3G60750/AT5G02500/AT5G57410/AT3G53880/AT3G49850/AT4G11600/AT5G20020/AT3G46170/AT1G32230/AT4G14880/AT4G31300/AT3G16640/AT2G19480/AT3G09440/AT2G21790/AT2G41680/AT1G18330/AT1G17520/AT3G22200/AT1G62740/AT1G72150/AT4G34990/AT1G65960/AT2G21250/AT4G04740/AT3G12780/AT3G11830/AT1G30580/AT3G23990/AT5G64250/AT2G33800/AT1G07920/AT4G39100/AT3G58610/AT2G29550/AT1G20340/AT5G20720/AT1G59900/AT2G41530/AT2G36460/AT4G24280/AT1G30230/AT4G14030/AT5G65750/AT2G37760/AT2G01140/AT3G05880/AT3G14990/AT1G65980/AT3G22110/AT4G26870/AT5G23120/AT1G08110/AT4G32530/AT5G20010/AT3G57610/AT4G22670/AT5G49910/AT1G56340/AT3G48990/AT2G33590/AT1G02780/AT1G13060/AT1G11840/AT3G12580/AT5G04590/AT4G08500/AT4G37260/AT4G37910/AT4G24190/AT4G37930/AT1G18080/AT5G09590/AT4G01100/AT1G64550/AT3G52930/AT5G41670/AT3G60190/AT1G29150/AT4G02930/AT5G09900/AT1G29880",91
"GO:0044272","GO:0044272","sulfur compound biosynthetic process","92/2037","479/20876",1.59930647005919e-10,7.33329054947729e-09,5.04053865795745e-09,"AT2G02130/AT3G56940/AT1G15810/AT1G52230/AT1G54780/AT1G74470/AT5G12250/AT1G79040/AT4G02770/AT3G60750/AT1G08980/AT1G44575/AT1G17100/AT1G65230/AT3G14110/AT2G35370/AT1G67740/AT3G08940/AT5G55160/AT5G57930/AT4G14880/AT5G57590/AT3G16950/AT2G35260/AT2G23610/AT5G58490/AT2G35500/AT1G79230/AT1G43580/AT1G33400/AT5G28020/AT1G44446/AT1G12800/AT3G12780/AT1G31330/AT5G09770/AT5G66190/AT1G31812/AT4G10340/AT1G20340/AT5G20720/AT3G25860/AT4G01050/AT5G38520/AT4G28750/AT3G51820/AT5G18690/AT5G06290/AT1G23740/AT1G66430/AT1G32470/AT5G49460/AT3G14990/AT4G34980/AT4G27440/AT1G12820/AT3G63250/AT3G06510/AT1G60440/AT2G29630/AT3G26900/AT4G30950/AT3G25530/AT2G21170/AT1G01050/AT1G61520/AT1G11840/AT1G06680/AT3G26060/AT4G30020/AT5G04590/AT4G32260/AT5G42270/AT3G55800/AT4G21960/AT5G56360/AT3G63410/AT1G76100/AT5G64350/AT4G21210/AT2G38700/AT5G55230/AT3G14860/AT4G18480/AT1G15820/AT1G63970/AT3G52930/AT3G23810/AT4G04640/AT5G19940/AT1G08380/AT2G26900",92
"GO:0009636","GO:0009636","response to toxic substance","82/2037","430/20876",2.2488499709444e-09,7.62164587978764e-08,5.23873974924805e-08,"AT1G15430/AT3G25230/AT1G54050/AT3G09350/AT2G34660/AT2G32120/AT5G22060/AT5G48570/AT4G11600/AT4G11660/ATCG00720/AT1G66510/AT4G31300/AT3G09440/AT1G14980/AT3G04710/AT3G44190/AT3G22200/AT1G62740/AT2G20560/AT4G02150/AT1G63440/AT5G05410/AT3G19640/AT2G43630/AT1G66080/AT4G12400/AT3G23990/AT1G74310/AT3G20660/AT5G51440/AT5G20720/AT1G14200/AT5G61790/AT4G14030/AT4G16143/AT1G65980/AT3G51910/AT1G78320/AT1G27140/AT1G27530/AT3G16050/AT2G25140/AT5G49910/AT1G56340/AT1G59700/AT5G55920/AT5G35320/AT1G10170/AT2G03800/AT2G36840/AT3G12580/AT2G19310/AT2G15490/AT5G53400/AT5G18420/AT4G27940/AT5G52640/AT5G12110/AT2G25110/AT4G24820/AT4G16660/AT2G26150/AT1G75270/AT4G24190/AT1G66070/AT3G24500/AT4G23493/AT5G09590/AT5G47830/AT4G14430/AT4G05440/AT5G18100/AT4G21320/AT1G29150/AT3G10680/AT5G09900/AT3G12050/AT1G30070/AT3G08970/AT3G08690/AT4G29330",82
"GO:0035304","GO:0035304","regulation of protein dephosphorylation","38/2037","140/20876",3.52871230973097e-09,1.07867891977855e-07,7.41430161260294e-08,"AT1G52230/AT1G54780/AT1G74470/AT2G46820/AT4G02770/AT1G67740/AT2G30950/AT4G21280/AT2G20890/AT3G08940/AT2G01110/AT1G52220/AT1G03160/AT1G11870/AT3G25690/AT1G03600/AT5G24930/AT1G74850/AT1G03130/AT1G78600/AT4G34460/AT4G01050/AT3G17040/AT3G21055/AT1G42550/AT5G03880/AT5G23120/AT4G30950/AT4G32260/AT3G55800/AT1G76100/AT1G21600/AT1G03430/AT1G35680/AT1G15820/AT4G04640/AT5G19940/AT1G08380",38
"GO:0016569","GO:0016569","covalent chromatin modification","76/2037","408/20876",2.45722468797813e-08,6.84073801528197e-07,4.70198257962732e-07,"AT1G76540/AT5G17160/AT2G02760/AT2G22610/AT1G44110/AT5G51130/AT4G20910/AT3G54750/AT2G39810/AT4G02800/AT1G07370/AT1G78770/AT4G02060/AT3G03300/AT4G37750/AT5G57590/AT4G15090/AT5G07660/AT4G20400/AT4G02150/AT2G43990/AT5G15510/AT2G01210/AT1G66050/AT5G58230/AT1G30970/AT3G24495/AT1G09450/AT3G02980/AT1G57820/AT2G27350/AT1G75380/AT3G17680/AT4G14330/AT5G51600/AT1G02690/AT5G22330/AT5G47500/AT1G21880/AT1G63650/AT5G37010/AT1G53140/AT3G06030/AT4G05190/AT3G20050/AT4G01730/AT1G02090/AT4G38130/AT5G14250/AT4G32830/AT5G11780/AT3G43920/AT3G63250/AT4G26870/AT1G67630/AT1G67320/AT1G61010/AT5G17270/AT1G05180/AT4G29510/AT5G44560/AT5G67270/AT4G28200/AT5G48820/AT1G55250/AT3G44050/AT1G29900/AT1G56210/AT5G16780/AT4G31810/AT5G66750/AT1G02110/AT5G40550/AT5G13520/AT5G33300/AT3G50960",76
"GO:0016570","GO:0016570","histone modification","68/2037","358/20876",6.09674801103375e-08,1.56423830377372e-06,1.07517949646645e-06,"AT1G76540/AT5G17160/AT2G02760/AT2G22610/AT1G44110/AT5G51130/AT4G20910/AT3G54750/AT2G39810/AT4G02800/AT1G07370/AT1G78770/AT4G02060/AT5G57590/AT4G15090/AT5G07660/AT4G20400/AT4G02150/AT2G43990/AT5G15510/AT2G01210/AT5G58230/AT1G30970/AT3G24495/AT1G09450/AT3G02980/AT1G57820/AT2G27350/AT1G75380/AT3G17680/AT4G14330/AT5G51600/AT1G02690/AT5G22330/AT5G47500/AT1G21880/AT1G63650/AT5G37010/AT1G53140/AT3G06030/AT4G05190/AT3G20050/AT4G01730/AT1G02090/AT4G38130/AT5G14250/AT4G32830/AT5G11780/AT3G63250/AT1G67630/AT1G67320/AT5G17270/AT1G05180/AT4G29510/AT5G44560/AT5G67270/AT4G28200/AT1G55250/AT3G44050/AT1G29900/AT1G56210/AT4G31810/AT5G66750/AT1G02110/AT5G40550/AT5G13520/AT5G33300/AT3G50960",68
"GO:0000278","GO:0000278","mitotic cell cycle","74/2037","403/20876",6.87732872928426e-08,1.67527429514909e-06,1.15150010631766e-06,"AT1G76540/AT2G27970/AT2G33560/AT2G22610/AT1G44110/AT5G11300/AT1G02730/AT3G17740/AT2G45730/AT4G02800/AT1G78770/AT1G69670/AT1G66510/AT3G16640/AT4G15090/AT1G09470/AT1G06230/AT3G60840/AT5G27620/AT5G15510/AT5G58230/AT2G16270/AT1G04590/AT3G24495/AT1G09450/AT1G57820/AT2G27350/AT4G14330/AT5G51600/AT1G02690/AT5G22330/AT5G10470/AT5G59710/AT5G37010/AT1G53140/AT3G06030/AT4G05190/AT4G01730/AT5G42080/AT5G14250/AT4G32850/AT4G32830/AT2G02560/AT4G38270/AT3G51720/AT3G19590/AT1G67630/AT4G26660/AT2G27100/AT2G20000/AT1G61010/AT5G40930/AT4G02460/AT4G10710/AT3G03950/AT5G44560/AT5G67270/AT3G54010/AT4G28200/AT5G48820/AT2G21800/AT2G30800/AT1G55250/AT3G44050/AT3G02120/AT5G60930/AT5G61150/AT3G15150/AT1G55310/AT4G29910/AT3G50960/AT5G66030/AT4G32050/AT4G15830",74
"GO:0046148","GO:0046148","pigment biosynthetic process","54/2037","267/20876",1.70769991567463e-07,3.69764467852325e-06,2.541576775083e-06,"AT3G56940/AT4G34135/AT1G54780/AT1G74470/AT1G76730/AT2G30390/AT1G65230/AT3G14110/AT3G62910/AT2G41680/AT4G02530/AT3G63520/AT2G35500/AT1G55490/AT4G14690/AT4G35250/AT5G08050/AT1G44446/AT1G12800/AT3G55120/AT2G21385/AT2G16570/AT5G13930/AT1G78600/AT1G08520/AT4G01050/AT3G51820/AT1G23740/AT4G27440/AT5G23120/AT3G26900/AT4G30950/AT5G17050/AT1G31800/AT5G40850/AT5G52970/AT3G53130/AT1G06000/AT2G02990/AT1G65060/AT2G26670/AT2G43030/AT3G26060/AT4G30580/AT5G57030/AT5G48880/AT4G09650/AT1G16080/AT5G16140/AT1G80050/AT4G18480/AT1G63970/AT2G21280/AT4G04640",54
"GO:0030163","GO:0030163","protein catabolic process","80/2037","475/20876",8.51550601151331e-07,1.41230573105843e-05,9.70748613630521e-06,"AT4G33070/AT5G12250/AT2G02760/AT3G03110/AT3G24800/AT5G41700/AT5G11300/AT5G23860/AT4G22290/AT5G42790/AT3G46460/AT2G30950/AT1G69670/AT5G55160/AT4G31300/AT2G21790/AT1G51550/AT1G03860/AT3G63520/AT1G16470/AT3G22200/AT1G79210/AT2G19900/AT3G52140/AT5G22000/AT2G18915/AT4G23570/AT5G66140/AT2G25490/AT1G77000/AT1G77440/AT5G22330/AT1G66660/AT4G31670/AT4G12560/AT1G20140/AT5G40810/AT2G29550/AT1G50250/AT3G20050/AT4G05050/AT5G53300/AT5G03240/AT5G50870/AT2G26990/AT2G35635/AT5G16070/AT3G19590/AT5G57360/AT3G22110/AT5G23120/AT4G26430/AT5G11770/AT5G09810/AT2G20000/AT4G27640/AT1G13060/AT5G67630/AT2G20140/AT5G35590/AT5G56280/AT3G13672/AT5G62540/AT5G42270/AT5G54960/AT4G24820/AT1G29900/AT1G64230/AT5G61540/AT3G53970/AT1G17280/AT1G64550/AT4G14430/AT3G52930/AT1G16210/AT1G29150/AT5G09900/AT3G08690/AT1G29880/AT3G48680",80
