cluster1,cluster2,cluster3,cluster4,cluster5,cluster6,cluster7,cluster8,cluster9,cluster10,category,term,size
5.724526356892062,0,0,0,0,0,0,0,0,0,GO:0048829,root cap development,20
5.702653774698542,0,0,0,0,0,0,0,0,0,GO:0010264,myo-inositol hexakisphosphate biosynthetic process,10
5.62025782650373,0,0,0,0,0,0,0,0,0,GO:0051013,microtubule severing,6
5.606812954652169,0,0,0,0,0,0,0,0,0,GO:0000038,very long-chain fatty acid metabolic process,15
5.575408738299718,0,0,0,0,0,0,0,0,0,GO:0006099,tricarboxylic acid cycle,63
5.456281207783633,0,0,7.390663330251947,0,0,0,0,0,0,GO:0035556,intracellular signal transduction,252
5.3511891047665,0,0,0,0,4.52770836186845,0,0,0,0,GO:0046685,response to arsenic-containing substance,21
5.291158485787907,0,0,0,0,0,0,0,0,0,GO:0009870,"defense response signaling pathway, resistance gene-dependent",27
5.27724679120438,0,0,0,0,0,0,0,0,0,GO:0007205,protein kinase C-activating G protein-coupled receptor signaling pathway,16
5.22233740093718,0,0,0,0,0,0,0,0,0,GO:0010031,circumnutation,11
5.217243519929081,0,0,0,0,0,0,0,0,0,GO:0016458,gene silencing,11
5.206958405279621,0,0,0,0,0,0,0,0,16.00965448476519,GO:0019761,glucosinolate biosynthetic process,33
5.173698375399803,0,0,0,0,0,0,0,0,0,GO:0048638,regulation of developmental growth,11
5.165597367668442,0,0,0,0,0,0,0,0,0,GO:0009612,response to mechanical stimulus,16
5.068960677596954,0,0,0,0,0,0,0,0,0,GO:0010015,root morphogenesis,22
4.96386564697124,0,0,0,0,0,0,0,0,0,GO:0000162,tryptophan biosynthetic process,28
4.946726957071814,0,0,0,0,0,0,0,0,0,GO:0009853,photorespiration,73
4.881278138036841,0,0,0,6.892169252960743,0,0,0,0,0,GO:0051513,regulation of monopolar cell growth,7
4.766589202966069,0,0,0,0,0,0,0,0,0,GO:0009225,nucleotide-sugar metabolic process,35
4.753419682005861,0,0,0,0,0,0,0,0,0,GO:0009860,pollen tube growth,132
4.712921874899817,0,0,0,0,0,0,8.423644347289436,0,0,GO:0006979,response to oxidative stress,376
4.710391631244683,0,0,0,0,0,0,0,0,0,GO:0006000,fructose metabolic process,12
4.660292536154143,0,0,0,0,0,0,0,0,0,GO:0010411,xyloglucan metabolic process,48
4.575052218773914,0,0,0,0,0,0,0,0,4.381959542917907,GO:0006303,double-strand break repair via nonhomologous end joining,30
4.468678138754199,0,0,0,0,0,0,0,0,0,GO:0051260,protein homooligomerization,24
4.456346135683524,0,0,0,0,0,0,0,0,0,GO:0008299,isoprenoid biosynthetic process,24
4.367505774570663,0,0,0,0,0,0,0,0,0,GO:0006812,cation transport,50
4.3394758327207965,0,0,0,0,0,0,0,0,0,GO:0009094,L-phenylalanine biosynthetic process,13
4.338315823352612,0,0,0,0,0,0,0,0,0,GO:0019722,calcium-mediated signaling,43
4.32918655285701,0,0,0,0,0,0,0,0,0,GO:0007188,adenylate cyclase-modulating G protein-coupled receptor signaling pathway,8
4.328828666528461,0,0,0,0,0,0,0,0,0,GO:0033512,L-lysine catabolic process to acetyl-CoA via saccharopine,8
4.322327614984377,0,0,0,0,0,0,0,0,0,GO:0006207,'de novo' pyrimidine nucleobase biosynthetic process,13
0,0,0,4.418439567546982,0,0,0,0,0,0,GO:0050829,defense response to Gram-negative bacterium,25
0,5.271658924025902,0,0,0,0,0,0,0,0,GO:0006120,"mitochondrial electron transport, NADH to ubiquinone",19
0,0,0,4.602803432387336,0,0,0,0,0,0,GO:0006887,exocytosis,58
0,0,0,0,0,0,0,0,0,5.673688412385757,GO:0010449,root meristem growth,20
0,0,0,0,0,0,5.012056555000166,0,0,0,GO:0006782,protoporphyrinogen IX biosynthetic process,20
0,0,7.900784497197824,0,13.612854379104853,0,0,0,0,0,GO:0009617,response to bacterium,133
0,0,0,0,4.683421177311002,0,0,0,0,0,GO:0006004,fucose metabolic process,42
0,6.590874657984682,0,0,0,0,0,0,0,0,GO:0080170,hydrogen peroxide transmembrane transport,10
0,0,0,0,5.0331368749352485,0,0,0,0,0,GO:0009682,induced systemic resistance,22
0,0,0,4.500258455448185,0,0,0,0,0,0,GO:0090630,activation of GTPase activity,29
0,0,8.852058696875805,0,4.3555816015453,0,0,0,0,0,GO:0048544,recognition of pollen,29
0,0,0,0,4.984386908425035,0,0,0,0,0,GO:0052544,defense response by callose deposition in cell wall,17
0,0,0,0,0,4.728529972364641,5.009364825349084,0,0,0,GO:0007018,microtubule-based movement,83
0,0,0,0,4.956823345274415,0,0,0,0,0,GO:0006829,zinc ion transport,24
0,0,0,0,0,0,5.541956432403109,5.173531951174947,0,0,GO:0003333,amino acid transmembrane transport,53
0,0,0,0,0,5.465225207978561,0,0,0,0,GO:0048268,clathrin coat assembly,18
0,0,0,0,0,5.286702950121308,0,0,0,0,GO:0009904,chloroplast accumulation movement,25
0,0,0,0,0,0,0,4.599375122057813,0,0,GO:0010438,cellular response to sulfur starvation,6
0,0,0,6.724902164034643,0,0,0,0,0,0,GO:0009825,multidimensional cell growth,40
0,0,0,0,0,0,4.989587654595265,0,0,0,GO:0009933,meristem structural organization,26
0,0,0,0,0,0,0,0,0,8.881516047108683,GO:0009098,leucine biosynthetic process,19
0,0,0,0,0,0,0,0,0,4.415147803137252,GO:1900150,regulation of defense response to fungus,26
0,0,4.851385909643183,0,0,0,0,0,0,0,GO:0050832,defense response to fungus,269
0,4.404358685108798,0,0,0,0,0,0,0,0,GO:0006310,DNA recombination,41
0,0,0,0,6.943479192183481,0,0,0,0,0,GO:0006893,Golgi to plasma membrane transport,13
0,0,0,0,0,0,0,27.619626266879298,0,0,GO:0055114,oxidation-reduction process,1340
0,0,0,0,0,6.535765755145038,0,0,0,0,GO:0009903,chloroplast avoidance movement,27
0,0,5.11197914746237,0,0,0,0,0,0,0,GO:0006661,phosphatidylinositol biosynthetic process,7
0,0,0,4.39561596003152,0,0,0,0,0,0,GO:0007032,endosome organization,7
0,0,0,0,7.709553521625166,0,0,0,0,0,GO:0071369,cellular response to ethylene stimulus,34
0,0,7.707345026752715,0,0,0,0,7.162188022119887,0,0,GO:0009611,response to wounding,250
0,0,0,0,5.541923138797807,0,0,0,0,0,GO:0006813,potassium ion transport,50
0,0,0,0,0,0,0,10.48269375766961,0,0,GO:0010540,basipetal auxin transport,28
0,0,0,0,0,7.996786527426548,0,0,0,0,GO:0006094,gluconeogenesis,28
0,0,4.887434207179449,0,0,0,0,0,0,0,GO:0006596,polyamine biosynthetic process,14
0,0,4.703208965442929,0,0,0,0,0,0,0,GO:0046654,tetrahydrofolate biosynthetic process,14
0,0,0,0,0,0,0,6.76916306580003,0,0,GO:0098869,cellular oxidant detoxification,14
0,0,0,0,0,7.840354101185039,0,0,0,0,GO:0006086,acetyl-CoA biosynthetic process from pyruvate,8
0,0,9.765157801577619,0,0,0,0,0,0,0,GO:0009607,response to biotic stimulus,22
0,0,0,0,9.240866317060147,0,0,0,0,0,GO:0060321,acceptance of pollen,15
0,0,0,0,0,0,5.170104069172929,0,0,0,GO:0006597,spermine biosynthetic process,8
0,5.198454022421827,0,0,0,0,0,0,0,0,GO:0009880,embryonic pattern specification,15
0,0,0,0,0,4.336621767715777,0,0,0,0,GO:0071249,cellular response to nitrate,15
0,0,0,0,0,0,0,9.828260249868928,0,0,GO:0006629,lipid metabolic process,141
0,0,0,0,0,0,0,8.927831326815804,0,0,GO:0009828,plant-type cell wall loosening,30
0,0,0,0,0,0,0,7.433613807140348,0,0,GO:0006108,malate metabolic process,23
0,0,0,0,0,4.935114839282145,0,0,0,0,GO:0006096,glycolytic process,78
0,0,0,0,0,0,0,5.554844705102736,0,0,GO:0045490,pectin catabolic process,62
0,4.462334434999489,0,0,0,0,0,0,0,0,GO:0010183,pollen tube guidance,31
0,0,0,0,0,0,0,0,0,7.896291601044686,GO:0016579,protein deubiquitination,71
0,0,0,5.649974932742071,0,0,0,0,0,0,GO:0060866,leaf abscission,9
0,0,0,0,0,0,0,0,4.496059327394508,0,GO:0009744,response to sucrose,95
0,0,4.48731682953466,0,0,0,0,0,0,0,GO:0006627,protein processing involved in protein targeting to mitochondrion,9
0,0,0,0,0,0,0,5.295231119827602,0,0,GO:0016117,carotenoid biosynthetic process,39
0,0,0,0,0,0,0,5.691763002787033,0,0,GO:0015031,protein transport,306
0,0,0,0,0,0,0,8.947986178098242,0,0,GO:0090333,regulation of stomatal closure,32
0,0,0,0,6.27971459481052,0,0,0,0,0,GO:0006470,protein dephosphorylation,189
0,0,0,0,0,0,0,0,4.467406996510013,0,GO:0019745,pentacyclic triterpenoid biosynthetic process,10
0,0,0,4.976222945329367,0,0,0,0,0,0,GO:0030007,cellular potassium ion homeostasis,10
0,0,0,0,0,0,6.678183317348128,0,0,0,GO:0080060,integument development,10
0,0,4.98813746743986,0,0,0,0,0,0,0,GO:0010119,regulation of stomatal movement,82
0,0,0,0,0,0,0,9.550570819708035,0,0,GO:0019499,cyanide metabolic process,10
0,0,0,0,0,0,0,9.550570819708035,0,0,GO:0019500,cyanide catabolic process,10
0,0,0,0,0,0,0,5.0678645334258094,0,0,GO:0006995,cellular response to nitrogen starvation,50
0,0,6.534434162306912,0,0,0,0,0,0,0,GO:0031347,regulation of defense response,75
0,0,0,0,0,7.9799408557335845,0,0,0,0,GO:0000462,"maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",34
0,0,0,0,0,0,0,4.958872690983691,0,0,GO:0006878,cellular copper ion homeostasis,18
0,0,0,4.708925572147058,0,0,0,0,0,0,GO:0009861,jasmonic acid and ethylene-dependent systemic resistance,11
0,0,0,0,10.364900043801434,0,0,0,0,0,GO:0010325,raffinose family oligosaccharide biosynthetic process,11
0,0,0,6.944224682697473,0,0,0,0,0,0,GO:0006694,steroid biosynthetic process,11
0,0,0,4.406262403331254,0,0,0,0,0,0,GO:0010225,response to UV-C,11
0,0,0,0,0,4.523927587056077,0,0,0,0,GO:0070417,cellular response to cold,35
0,0,0,0,0,0,0,5.743768589957702,0,0,GO:0046274,lignin catabolic process,19
0,4.956034675903618,0,0,0,0,4.452484826718584,0,0,0,GO:0043622,cortical microtubule organization,52
0,0,0,0,0,0,0,10.477149532992863,0,0,GO:0006855,drug transmembrane transport,78
0,0,4.949069667588783,0,0,0,0,0,0,0,GO:1902600,proton transmembrane transport,28
0,0,0,0,0,0,0,0,0,5.5056390417925485,GO:0009638,phototropism,28
0,5.960237116335431,0,0,0,0,0,0,0,0,GO:0010440,stomatal lineage progression,12
0,0,0,0,0,4.880777108339037,0,4.90287053537872,0,0,GO:0010114,response to red light,62
0,0,0,0,0,0,0,7.28990515450827,0,0,GO:0051707,response to other organism,62
0,0,0,0,0,0,0,0,0,4.3234706541188075,GO:0017148,negative regulation of translation,37
0,0,0,0,0,0,5.350279609108949,0,0,0,GO:0009832,plant-type cell wall biogenesis,46
0,0,0,0,0,0,0,4.612554156898069,0,0,GO:0034765,regulation of ion transmembrane transport,21
0,0,0,0,4.841092814965094,0,0,0,0,0,GO:0009626,plant-type hypersensitive response,98
0,0,0,0,0,0,0,10.41222447240621,0,0,GO:0010150,leaf senescence,142
0,0,0,0,0,0,0,6.72198018492836,0,0,GO:0009395,phospholipid catabolic process,13
0,0,0,0,0,5.193066632915074,0,0,0,0,GO:0007094,mitotic spindle assembly checkpoint,13
0,0,0,0,0,0,0,5.451191166064167,0,0,GO:0010043,response to zinc ion,64
0,0,4.94286023964731,0,0,0,0,0,0,0,GO:0030261,chromosome condensation,13
0,0,7.878841697164399,0,0,0,0,0,0,0,GO:0008295,spermidine biosynthetic process,13
0,5.253714908488378,0,0,0,0,0,0,0,0,GO:0043328,protein transport to vacuole involved in ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway,13
0,0,0,0,0,0,0,5.928831978765814,0,0,GO:0009739,response to gibberellin,116
0,0,0,0,0,0,0,5.13130669860264,0,0,GO:0019915,lipid storage,13
0,0,0,0,0,0,16.439593049012082,0,0,0,GO:0009834,plant-type secondary cell wall biogenesis,65
0,0,0,4.465766135416951,0,0,0,0,0,0,GO:0031053,primary miRNA processing,22
0,0,0,0,0,0,4.461729282583509,0,0,0,GO:0006779,porphyrin-containing compound biosynthetic process,22
0,0,0,5.51004719030175,0,0,0,0,0,0,GO:0016925,protein sumoylation,22
0,0,9.307482365820663,0,6.109025733072254,0,0,0,0,0,GO:0042742,defense response to bacterium,409
0,0,0,0,0,0,0,6.4669259058722,0,0,GO:0002213,defense response to insect,22
0,0,6.529485692787399,0,0,0,0,9.345117283656203,0,0,GO:0009753,response to jasmonic acid,188
0,0,10.858364499975913,0,4.535404777456391,0,0,0,0,0,GO:0010200,response to chitin,152
0,0,8.080789986255649,0,0,0,0,0,0,0,GO:0120029,proton export across plasma membrane,14
0,0,0,6.300876354145624,0,0,0,0,0,0,GO:0009733,response to auxin,313
0,0,0,5.101930265159568,6.466644013111465,0,0,0,0,0,GO:0048278,vesicle docking,31
0,0,0,0,0,0,0,0,6.313335409687995,0,GO:0009789,positive regulation of abscisic acid-activated signaling pathway,58
0,0,0,0,0,0,0,4.433883749777399,0,0,GO:0009684,indoleacetic acid biosynthetic process,14
0,0,0,7.958532084976875,0,0,0,0,0,0,GO:0031640,killing of cells of other organism,31
0,0,5.252778618788171,0,0,0,0,0,0,0,GO:0008219,cell death,50
0,0,0,0,6.60965271611938,0,0,0,0,0,GO:0009851,auxin biosynthetic process,32
0,8.408991362558679,0,0,0,0,0,0,0,0,GO:0010583,response to cyclopentenone,41
0,11.309109148619823,0,0,0,0,0,0,0,0,GO:0000079,regulation of cyclin-dependent protein serine/threonine kinase activity,50
0,0,0,0,0,8.153669533584063,0,0,0,0,GO:0015995,chlorophyll biosynthetic process,59
0,0,0,0,0,0,7.089584796476959,0,0,0,GO:0008150,biological_process,4784
0,0,0,5.772670765864796,0,0,0,0,0,0,GO:0071588,hydrogen peroxide mediated signaling pathway,6
0,0,0,0,0,0,0,0,0,6.712916582043605,GO:0010201,response to continuous far red light stimulus by the high-irradiance response system,6
0,0,0,0,0,0,0,0,4.42464913321295,0,GO:0000184,"nuclear-transcribed mRNA catabolic process, nonsense-mediated decay",33
0,6.697812674645499,0,0,0,0,0,0,0,0,GO:0006538,glutamate catabolic process,6
0,5.032827782144084,0,0,0,0,0,0,0,0,GO:0048507,meristem development,15
0,6.269015964173908,0,0,0,0,0,0,0,0,GO:0036065,fucosylation,6
0,0,10.195399232248585,0,0,0,0,0,0,0,GO:0033591,response to L-ascorbic acid,6
0,0,0,9.155095859494038,0,0,0,0,0,0,GO:0015780,nucleotide-sugar transmembrane transport,15
0,0,0,0,0,6.105320903604092,0,0,0,0,GO:0045040,protein import into mitochondrial outer membrane,6
0,0,0,7.163187716228414,0,0,0,0,0,0,GO:0070483,detection of hypoxia,6
0,0,0,0,0,9.486084123693509,0,0,0,0,GO:0010027,thylakoid membrane organization,60
0,0,0,0,11.661132133310794,0,0,0,0,0,GO:0071281,cellular response to iron ion,42
0,0,0,0,0,0,0,0,5.163228980021649,0,GO:0009646,response to absence of light,60
0,0,0,0,0,0,0,4.357593028246673,0,0,GO:0000302,response to reactive oxygen species,60
0,0,0,8.785962528797118,0,0,0,0,0,0,GO:0009738,abscisic acid-activated signaling pathway,303
0,0,0,0,6.346288277632841,0,0,0,0,0,GO:0043631,RNA polyadenylation,16
0,0,0,10.258601688291707,0,0,0,0,0,0,GO:0043069,negative regulation of programmed cell death,25
0,0,4.794468766788689,0,0,0,0,0,0,0,GO:0090351,seedling development,34
0,0,0,7.539522625759527,0,0,0,0,0,0,GO:0010167,response to nitrate,25
0,4.330706906197502,0,0,0,0,0,0,0,0,GO:0000105,histidine biosynthetic process,16
0,0,0,5.294052586806696,0,0,0,0,0,0,GO:0043248,proteasome assembly,16
0,0,0,0,0,0,6.089326471160615,4.445827787896005,0,0,GO:0043086,negative regulation of catalytic activity,25
0,0,0,0,0,0,0,5.850690770284207,0,0,GO:0015904,tetracycline transport,7
0,0,0,0,0,5.440750681192646,0,0,0,0,GO:0051322,anaphase,7
0,0,0,0,0,0,5.5484081285031905,0,0,0,GO:0050994,regulation of lipid catabolic process,7
0,0,0,7.54335534160887,0,0,0,0,0,0,GO:0009743,response to carbohydrate,7
0,5.8159078702552645,0,0,0,0,0,0,0,0,GO:0033314,mitotic DNA replication checkpoint,7
0,0,0,0,0,0,6.4857905855282,0,0,0,GO:0045492,xylan biosynthetic process,35
0,0,9.061996332377818,0,0,0,0,0,0,0,GO:0009298,GDP-mannose biosynthetic process,7
0,5.718478003310238,0,0,0,0,0,0,0,0,GO:0051289,protein homotetramerization,7
0,0,0,0,6.017388609150365,0,0,0,0,0,GO:0006556,S-adenosylmethionine biosynthetic process,7
0,0,0,0,0,0,0,7.457170444227434,0,0,GO:0006631,fatty acid metabolic process,63
0,0,0,0,0,4.411608902586875,0,0,0,0,GO:2000280,regulation of root development,35
0,0,4.867556595283457,0,0,0,0,6.302232479741401,0,0,GO:0019762,glucosinolate catabolic process,26
0,0,0,6.423708119381493,0,0,0,0,0,0,GO:0007155,cell adhesion,17
0,0,0,0,0,10.743740209065882,0,0,0,0,GO:0072593,reactive oxygen species metabolic process,17
0,0,5.190060136020213,0,0,0,0,0,0,0,GO:0010193,response to ozone,45
0,0,0,0,0,0,0,0,0,5.512268654864196,GO:0006814,sodium ion transport,36
0,0,5.456705384742412,0,0,0,0,0,0,0,GO:0031936,negative regulation of chromatin silencing,17
0,7.237787684062511,0,0,0,0,0,0,0,0,GO:0048443,stamen development,27
0,0,0,5.162803062686578,0,0,0,0,0,0,GO:0051028,mRNA transport,46
0,0,0,0,0,6.466699885074452,0,0,0,0,GO:0009060,aerobic respiration,27
0,0,0,0,0,0,0,4.737567603803689,0,0,GO:0006857,oligopeptide transport,65
0,0,0,0,0,0,0,0,0,4.862478994363505,GO:0007009,plasma membrane organization,8
0,0,0,4.422854303036482,0,0,0,0,0,5.366971687022941,GO:0009584,detection of visible light,8
0,0,0,4.422854303036482,0,0,0,0,0,5.366971687022941,GO:0017006,protein-tetrapyrrole linkage,8
0,0,0,0,0,0,0,0,5.504054174883091,0,GO:0000913,preprophase band assembly,8
0,0,4.506090144068559,0,0,0,0,0,0,0,GO:0006370,7-methylguanosine mRNA capping,8
0,0,4.361147911852091,0,0,0,0,0,0,0,GO:0002239,response to oomycetes,8
0,0,0,0,0,0,0,6.026624322757389,0,0,GO:0009688,abscisic acid biosynthetic process,18
0,0,4.650139237655072,0,0,0,0,0,0,0,GO:0006885,regulation of pH,8
0,0,0,0,0,0,0,0,5.571076147312016,0,GO:0009410,response to xenobiotic stimulus,8
0,11.925127911101,0,0,0,0,0,0,0,0,GO:0090342,regulation of cell aging,8
0,0,0,0,0,4.856823066871845,0,0,0,0,GO:0009643,photosynthetic acclimation,8
0,0,0,0,0,0,0,0,6.588350177358329,9.680141581754539,GO:0006281,DNA repair,224
0,0,5.398029479218177,0,0,0,0,0,0,0,GO:0080113,regulation of seed growth,18
0,0,0,0,0,4.867406786463671,0,0,0,0,GO:0019464,glycine decarboxylation via glycine cleavage system,8
0,8.108107281997789,0,0,0,0,0,0,0,0,GO:0010431,seed maturation,18
0,0,0,5.746625227166807,0,0,0,0,0,0,GO:0045732,positive regulation of protein catabolic process,8
0,0,0,0,0,0,0,0,6.104320491685405,0,GO:0006651,diacylglycerol biosynthetic process,8
0,0,0,5.205833471646516,0,0,0,0,0,0,GO:0030490,maturation of SSU-rRNA,8
0,10.939062678452204,0,0,0,0,0,0,0,0,GO:0051301,cell division,279
0,0,0,0,0,0,0,8.064597109022097,0,0,GO:0016042,lipid catabolic process,131
0,0,0,0,0,5.331777441151754,0,0,0,0,GO:0000103,sulfate assimilation,18
0,0,0,0,0,0,0,0,6.608010608598402,0,GO:0009845,seed germination,122
0,0,4.476009178267479,0,0,0,0,0,0,0,GO:0006012,galactose metabolic process,28
0,0,0,0,0,0,0,0,5.139494210493037,0,GO:0042273,ribosomal large subunit biogenesis,18
0,7.938504299019079,0,0,0,0,0,0,0,0,GO:0008284,positive regulation of cell proliferation,57
0,0,0,0,0,0,7.7782124782698165,0,0,0,GO:0046856,phosphatidylinositol dephosphorylation,29
0,0,0,0,0,7.111621286765147,0,0,0,0,GO:0006098,pentose-phosphate shunt,19
0,0,0,0,0,0,5.3833797609129155,0,0,0,GO:0008283,cell proliferation,19
0,0,0,0,0,0,0,0,0,4.628308536445195,GO:0045333,cellular respiration,19
0,0,0,0,0,0,0,5.678175047604328,0,0,GO:0009269,response to desiccation,29
0,0,0,0,0,5.52061176217812,0,0,0,0,GO:0034599,cellular response to oxidative stress,58
0,0,0,13.760776047456625,0,0,0,0,0,0,GO:0009734,auxin-activated signaling pathway,218
0,0,0,0,0,0,0,0,0,5.021148185184444,GO:0048830,adventitious root development,9
0,6.318276198826215,0,0,0,0,0,5.976299586620297,0,0,GO:0006633,fatty acid biosynthetic process,106
0,0,0,0,0,4.3802037832067935,0,0,0,0,GO:0009102,biotin biosynthetic process,9
0,0,0,0,0,0,7.352892222282617,0,0,0,GO:0032958,inositol phosphate biosynthetic process,9
0,0,0,5.568251479123668,0,0,0,0,0,0,GO:0052324,plant-type cell wall cellulose biosynthetic process,9
0,0,0,0,0,4.390971880754539,0,0,0,0,GO:0051131,chaperone-mediated protein complex assembly,9
0,0,0,0,0,0,0,0,0,5.202591698346927,GO:0015743,malate transport,9
0,0,0,0,5.058669189497238,0,0,0,0,0,GO:0006072,glycerol-3-phosphate metabolic process,9
0,0,0,0,0,0,0,4.8139422561461,0,0,GO:1901348,positive regulation of secondary cell wall biogenesis,9
0,0,0,0,0,0,7.4590442893936455,0,0,0,GO:0010052,guard cell differentiation,9
0,0,0,0,0,7.080769668482456,0,0,0,0,GO:0010387,COP9 signalosome assembly,9
0,0,0,4.9688432256863475,0,0,0,0,0,0,GO:0010363,regulation of plant-type hypersensitive response,9
0,0,0,0,0,0,0,9.85201517985592,0,0,GO:0030163,protein catabolic process,97
0,0,0,0,0,22.11010220961195,0,0,0,0,GO:0010286,heat acclimation,59
0,4.455719444252713,0,0,0,0,0,0,0,0,GO:0006183,GTP biosynthetic process,9
0,0,0,6.7633120727109715,4.463066809790603,0,0,0,0,0,GO:0006906,vesicle fusion,49
0,0,8.374592224281113,0,0,0,0,0,0,0,GO:0008202,steroid metabolic process,30
0,0,0,0,0,0,0,8.655714369332397,0,0,GO:0005982,starch metabolic process,20
0,0,0,0,0,0,5.0244181162472215,0,0,0,GO:0009819,drought recovery,20
0,0,0,0,0,0,0,9.120832211523494,0,0,GO:0042542,response to hydrogen peroxide,88
0,0,0,0,0,0,0,0,0,4.362372297450273,GO:0043928,exonucleolytic nuclear-transcribed mRNA catabolic process involved in deadenylation-dependent decay,20
0,6.2253326514047025,0,4.669981070727124,0,0,0,0,0,0,GO:0009742,brassinosteroid mediated signaling pathway,99
0,0,0,0,0,0,0,0,0,6.867354470422227,GO:0034728,nucleosome organization,10
0,0,0,0,0,0,0,0,0,4.572412080023888,GO:0006828,manganese ion transport,10
0,0,0,0,0,0,0,0,4.688247898896356,0,GO:0006085,acetyl-CoA biosynthetic process,10
0,0,0,0,0,0,0,0,4.8613427605053134,0,GO:0008652,cellular amino acid biosynthetic process,10
