target_id	length	eff_length	est_counts	tpm
AT5G08370.1	1572	1208.04	17	8.25368
AT5G08370.2	1459	1095.04	0	0
AT5G02720.1	729	365.445	0	0
AT5G02720.2	987	623.044	0	0
AT3G44750.2	1057	693.044	0.0376577	0.0318695
AT3G44750.1	1418	1054.04	118.962	66.1961
AT4G13020.7	2169	1805.04	8.60924	2.79743
AT4G13020.8	1927	1563.04	0	0
AT4G13020.1	2261	1897.04	143.477	44.3594
AT4G13020.2	1864	1500.04	0.914175	0.357443
AT4G13020.4	2094	1730.04	0	0
AT4G13020.6	2169	1805.04	0	0
AT4G13020.5	1887	1523.04	0	0
AT4G13020.3	1867	1503.04	0	0
AT1G23530.1	1139	775.044	13	9.83781
AT4G28710.1	5230	4866.04	309	37.2447
AT1G30795.1	713	349.546	0	0
AT3G30841.2	1817	1453.04	0	0
AT3G30841.1	1760	1396.04	30	12.6039
AT2G03667.2	2158	1794.04	0	0
AT2G03667.1	2081	1717.04	29	9.906
AT1G34770.3	1075	711.044	2.32023	1.91389
AT1G34770.6	687	323.764	0	0
AT1G34770.2	1103	739.044	4.65568	3.69483
AT1G34770.4	940	576.069	0	0
AT1G34770.5	744	380.4	0	0
AT1G34770.1	1029	665.044	6.02409	5.31279
AT3G43240.1	2952	2588.04	90	20.3964
AT1G79620.2	3366	3002.04	0	0
AT1G79620.3	3364	3000.04	0	0
AT1G79620.5	3284	2920.04	0	0
AT1G79620.4	3380	3016.04	0	0
AT1G79620.1	3305	2941.04	36	7.17931
AT2G24820.1	1825	1461.04	14	5.62013
AT4G33620.1	2526	2162.04	40	10.8512
AT5G49310.1	1786	1422.04	0	0
AT1G29810.1	948	584.069	19.7223	19.8051
AT1G29810.2	590	228.694	0.277662	0.712105
AT4G28930.1	528	170.912	3	10.2951
AT1G17470.2	1522	1158.04	0	0
AT1G17470.1	1602	1238.04	117	55.4283
AT1G34380.1	1380	1016.04	0	0
AT1G34380.3	1048	684.044	2	1.71486
AT1G34380.2	1277	913.044	0	0
AT5G36240.1	765	401.384	0	0
AT2G20120.1	1259	895.044	15.9829	10.4735
AT2G20120.2	1203	839.044	27.0171	18.8858
AT5G47670.3	1182	818.044	0	0
AT5G47670.1	1053	689.044	1	0.851206
AT5G47670.2	1087	723.044	0	0
AT5G04070.1	1501	1137.04	18	9.28489
AT2G30690.2	2997	2633.04	0	0
AT2G30690.1	2896	2532.04	0	0
AT1G11785.1	643	280.179	0	0
AT1G27580.1	1221	857.044	0	0
AT2G43850.1	1973	1609.04	36	13.1225
AT2G43850.3	1703	1339.04	0	0
AT2G43850.2	1835	1471.04	0	0
AT4G18130.1	3912	3548.04	50	8.26538
AT1G23870.1	2973	2609.04	727	163.431
AT3G49560.1	1227	863.044	93	63.2021
AT5G36490.1	357	57.8679	0	0
AT5G46030.2	926	562.069	0	0
AT5G46030.1	886	522.09	100	112.34
AT5G46030.3	915	551.069	0	0
AT5G09650.1	1181	817.044	179	128.496
AT2G43000.1	1040	676.044	28	24.2921
AT2G43000.2	1375	1011.04	0	0
AT1G52040.1	1751	1387.04	0	0
AT3G05858.1	629	266.47	3	6.60321
AT5G60860.1	1046	682.044	4	3.43977
AT5G54035.1	258	46.6898	0	0
AT1G07901.1	153	47.4608	0	0
AT4G10220.1	1203	839.044	0	0
AT3G23790.1	2716	2352.04	16	3.98985
AT4G02075.2	1476	1112.04	1.29904	0.685143
AT4G02075.3	1357	993.044	0	0
AT4G02075.1	973	609.044	20.701	19.9353
AT5G36190.1	438	99.2873	0	0
AT1G52650.1	1398	1034.04	2	1.13442
AT1G26750.1	809	445.281	44	57.9562
AT5G14980.1	984	620.044	0	0
AT5G50150.1	1846	1482.04	52	20.579
AT2G15020.1	2088	1724.04	0	0
AT3G45070.3	1093	729.044	49.8447	40.1002
AT3G45070.2	1211	847.044	7.1786	4.97068
AT3G45070.1	1067	703.044	8.97673	7.48889
AT4G22590.1	1763	1399.04	189	79.2341
AT5G30490.3	984	620.044	16.1242	15.2523
AT5G30490.2	1163	799.044	0	0
AT5G30490.1	1252	888.044	31.8758	21.0527
AT5G22670.1	1332	968.044	0	0
AT4G35060.1	1123	759.044	36	27.8174
AT1G11480.2	2175	1811.04	0	0
AT1G11480.1	2312	1948.04	323	97.2491
AT3G49030.1	1332	968.044	0	0
AT3G49030.2	1483	1119.04	0	0
AT1G12300.1	3238	2874.04	12	2.44889
AT5G47930.1	718	354.532	301	497.958
AT1G61093.1	731	367.445	0	0
AT2G37970.1	836	472.17	26	32.2966
AT3G02420.2	1674	1310.04	0	0
AT3G02420.1	1534	1170.04	101	50.6292
AT1G58190.2	3294	2930.04	8.31232	1.66391
AT1G58190.4	2864	2500.04	6.29018	1.4757
AT1G58190.3	3241	2877.04	0	0
AT1G58190.1	3168	2804.04	81.3975	17.0258
AT1G09860.1	1396	1032.04	2	1.13662
AT1G13280.1	1343	979.044	143	85.6674
AT5G15300.1	1957	1593.04	6	2.20905
AT4G34131.1	1762	1398.04	310	130.054
AT2G02130.1	707	343.575	251	428.484
AT5G03435.2	2496	2132.04	0	0
AT5G03435.1	2369	2005.04	2	0.585043
AT3G18830.1	1997	1633.04	73	26.2184
AT2G03570.1	270	44.7681	0	0
AT4G21670.1	3900	3536.04	99	16.421
AT1G02230.1	1436	1072.04	59	32.2791
AT5G20140.1	1363	999.044	1.51937	0.891991
AT5G20140.2	1416	1052.04	1.48063	0.825456
AT1G11630.1	1712	1348.04	16	6.96141
AT4G19440.1	3531	3167.04	8.71051	1.61314
AT4G19440.3	3555	3191.04	0	0
AT4G19440.2	3371	3007.04	0	0
AT4G19440.4	3552	3188.04	8.28949	1.52505
AT3G51890.1	1210	846.044	68	47.1409
AT1G44085.1	273	44.7074	0	0
AT1G07390.1	3267	2903.04	2.99998	0.606104
AT1G07390.4	3615	3251.04	0	0
AT1G07390.3	3418	3054.04	0	0
AT1G07390.5	3451	3087.04	0	0
AT1G07390.2	3304	2940.04	1.67655e-05	3.3446e-06
AT1G13607.1	452	109.118	0	0
AT1G08580.1	855	491.111	69	82.4046
AT2G25125.1	225	48.3921	0	0
AT1G59750.2	2472	2108.04	29.7652	8.28155
AT1G59750.3	2353	1989.04	88.294	26.0356
AT1G59750.1	2545	2181.04	0	0
AT1G59750.4	2558	2194.04	19.9408	5.33063
AT3G25950.1	1170	806.044	26	18.9189
AT5G22145.1	411	82.2301	0	0
AT1G70209.1	144	45.4286	0	0
AT1G63660.1	2136	1772.04	157	51.9645
AT1G63660.2	1983	1619.04	0	0
AT2G21660.1	1165	801.044	1188	869.845
AT2G21660.2	785	421.351	0	0
AT1G15320.2	1127	763.044	0	0
AT1G15320.1	1450	1086.04	0	0
AT1G79310.1	1675	1311.04	38	17
AT5G42980.1	1035	671.044	1372	1199.18
AT1G70750.1	3211	2847.04	46	9.47644
AT5G35840.1	3802	3438.04	83	14.1595
AT2G45210.1	1177	813.044	44	31.741
AT1G29390.1	1049	685.044	8.94836	7.66137
AT1G29390.2	1103	739.044	2.05164	1.62822
AT4G16460.2	1242	878.044	0	0
AT4G16460.3	1168	804.044	0	0
AT4G16460.1	1153	789.044	0	0
AT5G50210.1	2691	2327.04	154	38.8148
AT1G17870.1	1856	1492.04	5	1.96549
AT5G38360.2	1459	1095.04	2.61991	1.40326
AT5G38360.1	1083	719.044	9.38009	7.65126
AT5G38360.3	1372	1008.04	0	0
AT1G15020.1	2139	1775.04	9.5976	3.17128
AT1G15020.2	2329	1965.04	55.4024	16.5363
AT1G15020.3	2244	1880.04	0	0
AT1G23090.4	2538	2174.04	0	0
AT1G23090.1	2489	2125.04	4	1.10401
AT1G23090.3	2605	2241.04	0	0
AT1G23090.2	2690	2326.04	0	0
AT4G01790.1	680	316.829	9	16.6609
AT4G38190.1	3749	3385.04	0	0
AT1G72810.1	2515	2151.04	52.5564	14.3304
AT5G45573.1	588	226.74	0	0
AT2G01755.1	588	226.74	0	0
AT2G01755.2	621	258.62	0	0
AT5G25770.2	1588	1224.04	12.6291	6.05143
AT5G25770.1	1831	1467.04	49.3126	19.715
AT5G25770.3	1597	1233.04	140.058	66.6211
AT1G56610.3	2170	1806.04	0	0
AT1G56610.2	2161	1797.04	19.2152	6.27146
AT1G56610.1	2425	2061.04	3.78475	1.07704
AT4G09649.1	138	42.1951	0	0
AT2G03210.2	1900	1536.04	0	0
AT2G03210.3	1809	1445.04	0	0
AT2G03210.1	1620	1256.04	1	0.466957
AT3G45990.1	402	77.5713	0	0
AT5G51470.2	1745	1381.04	0	0
AT5G51470.1	2031	1667.04	0	0
AT3G46350.1	1335	971.044	0	0
AT5G64170.1	2537	2173.04	32.1356	8.6736
AT5G64170.2	2667	2303.04	96.8644	24.6686
AT5G64170.3	2575	2211.04	0	0
AT3G24850.1	1080	716.044	0	0
AT2G27630.1	4276	3912.04	1	0.149926
AT4G01590.2	1045	681.044	17.2994	14.8983
AT4G01590.3	979	615.044	0	0
AT4G01590.1	1067	703.044	25.7006	21.4409
AT5G35970.1	3475	3111.04	39	7.35259
AT2G31390.1	1466	1102.04	648	344.872
AT4G14315.1	495	142.46	0	0
AT2G14635.1	371	62.8272	0	0
AT1G53460.1	1519	1155.04	16	8.12462
AT5G52240.2	789	425.299	0	0
AT5G52240.1	1129	765.044	286	219.261
AT2G23250.1	1317	953.044	0	0
AT3G62270.1	2948	2584.04	162	36.7703
AT2G04400.1	1428	1064.04	99	54.5704
AT1G76420.1	1438	1074.04	0	0
AT2G29150.1	807	443.281	1	1.32313
AT5G58090.1	1929	1565.04	68	25.4838
AT5G06950.3	1643	1279.04	0.000236979	0.000108669
AT5G06950.5	2031	1667.04	4.15654	1.4624
AT5G06950.1	1867	1503.04	38.0413	14.8445
AT5G06950.4	1558	1194.04	6.80191	3.34112
AT5G06950.2	1624	1260.04	0	0
AT4G35350.2	1340	976.044	10.4095	6.25521
AT4G35350.1	1317	953.044	147.59	90.8295
AT4G04930.1	1409	1045.04	0	0
AT2G37900.2	2425	2061.04	0	0
AT2G37900.1	2299	1935.04	2	0.606207
AT5G19875.1	1098	734.044	18	14.3824
AT1G19350.3	1465	1101.04	6.83878	3.64297
AT1G19350.4	1502	1138.04	12.6848	6.53743
AT1G19350.6	1304	940.044	12.1704	7.59345
AT1G19350.1	2202	1838.04	16.6451	5.31143
AT1G19350.5	1468	1104.04	0	0
AT3G06710.1	1631	1267.04	0	0
AT4G29190.1	1533	1169.04	31	15.5529
AT1G68220.1	1007	643.044	38	34.6597
AT2G33060.1	2779	2415.04	16	3.88577
AT4G17080.1	2214	1850.04	94	29.8008
AT4G15700.1	767	403.367	0	0
AT1G28327.1	1267	903.044	0	0
AT3G56900.1	1692	1328.04	17	7.50789
AT3G25200.1	507	152.583	0	0
AT1G15825.1	536	178.183	1	3.29166
AT3G49307.1	538	179.982	0	0
ATMG00500.1	426	91.3465	0	0
AT4G12680.1	1910	1546.04	11	4.17304
AT2G19540.1	1653	1289.04	148	67.3404
AT2G40190.1	1784	1420.04	26	10.7387
AT1G59830.1	1462	1098.04	75	40.0611
AT1G59830.2	1357	993.044	0	0
AT1G67325.2	1734	1370.04	66.9152	28.6465
AT1G67325.1	1261	897.044	23.0848	15.0937
AT5G64310.1	946	582.069	162	163.238
AT5G24280.3	4846	4482.04	30	3.92579
AT5G24280.1	4826	4462.04	0	0
AT5G24280.2	5050	4686.04	0	0
AT3G06360.1	817	453.281	4	5.17576
AT5G53770.1	1903	1539.04	53	20.1979
AT3G25719.1	237	48.5797	0	0
AT3G07230.1	636	273.371	13	27.8916
AT3G21352.1	582	220.932	1	2.65474
AT2G32835.1	288	44.6942	0	0
AT5G50345.1	391	71.8706	0	0
AT3G02610.1	1236	872.044	0	0
AT3G02610.2	1444	1080.04	6	3.2583
AT4G31354.2	421	88.2388	0	0
AT4G31354.1	547	188.155	0	0
AT4G31354.3	331	50.4645	0	0
AT3G18270.1	1846	1482.04	43	17.0172
AT4G35680.1	1006	642.044	0	0
AT2G28490.1	1780	1416.04	0	0
AT1G54215.1	853	489.111	2	2.39831
AT3G24200.2	2212	1848.04	0	0
AT3G24200.1	1892	1528.04	81	31.0907
AT5G46680.1	1770	1406.04	5	2.0857
AT1G13080.2	1615	1251.04	10.3539	4.85413
AT1G13080.1	1908	1544.04	60.6461	23.037
AT3G49630.3	1392	1028.04	0	0
AT3G49630.1	1054	690.044	3	2.54992
AT3G49630.2	1441	1077.04	0	0
AT3G47965.1	522	165.532	30	106.297
AT1G53060.1	1108	744.044	4	3.15314
AT2G26920.1	2276	1912.04	131	40.1842
AT5G66980.1	1025	661.044	0	0
AT5G19175.1	361	59.1461	0	0
AT5G04770.1	2423	2059.04	35	9.96974
AT5G04770.2	2719	2355.04	0	0
