Cluster,ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
Nonsupp,GO:0015698,inorganic anion transport,36/603,256/20876,3.7000572381405485e-15,3.737057810521954e-13,3.0308602831084296e-13,AT5G07080/AT3G09290/AT5G43350/AT2G29330/AT2G27660/AT4G19680/AT1G26250/AT4G38830/AT1G09090/AT1G12740/AT2G03260/AT4G08620/AT4G26010/AT2G25680/AT1G49860/AT4G02270/AT5G10180/AT3G50740/AT4G25350/AT3G47040/AT3G54420/AT3G01290/AT1G76430/AT5G01490/AT5G27350/AT1G13110/AT2G01890/AT1G68880/AT3G49860/AT1G18970/AT3G23190/AT4G01700/AT3G21510/AT2G26820/AT3G58810/AT4G25090,36
Nonsupp,GO:0010054,trichoblast differentiation,42/603,354/20876,8.181938053795479e-15,7.575110981472313e-13,6.143630678990289e-13,AT5G67400/AT1G62980/AT4G25790/AT1G12040/AT5G04960/AT5G57530/AT1G21210/AT5G43520/AT3G10710/AT5G54040/AT1G27740/AT5G05500/AT5G19800/AT4G30320/AT3G05490/AT3G16370/AT4G33730/AT4G26010/AT4G16370/AT1G49860/AT4G02270/AT2G44110/AT3G54870/AT5G35190/AT5G51060/AT1G12560/AT1G54970/AT5G06640/AT5G22410/AT5G57540/AT3G62680/AT4G40090/AT1G34510/AT3G02240/AT4G25820/AT4G27290/AT2G20520/AT4G25220/AT2G19060/AT1G30870/AT5G51310/AT5G24313,42
Nonsupp,GO:0046189,phenol-containing compound biosynthetic process,33/603,221/20876,9.095234026757995e-15,7.772926925944718e-13,6.304065042028214e-13,AT4G39670/AT2G04430/AT4G14365/AT1G73805/AT4G03280/AT5G14930/AT1G18570/AT1G66090/AT3G56400/AT5G66190/AT4G26120/AT1G57630/AT2G04450/AT3G47480/AT5G61900/AT1G10340/AT5G66570/AT2G46400/AT2G26560/AT4G39890/AT5G67340/AT3G17700/AT3G07720/AT1G01560/AT5G43910/AT3G52430/AT4G33050/AT5G05730/AT1G64160/AT3G54640/AT2G39010/AT2G45760/AT5G26920,33
Nonsupp,GO:0009697,salicylic acid biosynthetic process,32/603,209/20876,1.1294400447867873e-14,8.962913498272291e-13,7.269178032612706e-13,AT4G39670/AT2G04430/AT4G14365/AT1G73805/AT4G03280/AT5G14930/AT1G18570/AT1G66090/AT3G56400/AT5G66190/AT4G26120/AT1G57630/AT2G04450/AT3G47480/AT5G61900/AT1G10340/AT5G66570/AT2G46400/AT2G26560/AT4G39890/AT5G67340/AT3G17700/AT3G07720/AT1G01560/AT5G43910/AT3G52430/AT4G33050/AT5G05730/AT3G54640/AT2G39010/AT2G45760/AT5G26920,32
Nonsupp,GO:0018958,phenol-containing compound metabolic process,34/603,238/20876,1.3616655281365894e-14,1.008540267839834e-12,8.179548716385408e-13,AT4G39670/AT2G04430/AT4G14365/AT1G73805/AT4G03280/AT5G14930/AT1G18570/AT1G66090/AT3G56400/AT5G66190/AT4G26120/AT1G57630/AT2G04450/AT3G47480/AT5G61900/AT1G10340/AT5G66570/AT2G46400/AT2G26560/AT4G39890/AT5G67340/AT3G17700/AT3G07720/AT1G01560/AT5G43910/AT3G52430/AT4G33050/AT5G05730/AT1G64160/AT3G54640/AT5G54080/AT2G39010/AT2G45760/AT5G26920,34
Nonsupp,GO:0010053,root epidermal cell differentiation,42/603,365/20876,2.3824864603106693e-14,1.654339035878221e-12,1.3417160592275875e-12,AT5G67400/AT1G62980/AT4G25790/AT1G12040/AT5G04960/AT5G57530/AT1G21210/AT5G43520/AT3G10710/AT5G54040/AT1G27740/AT5G05500/AT5G19800/AT4G30320/AT3G05490/AT3G16370/AT4G33730/AT4G26010/AT4G16370/AT1G49860/AT4G02270/AT2G44110/AT3G54870/AT5G35190/AT5G51060/AT1G12560/AT1G54970/AT5G06640/AT5G22410/AT5G57540/AT3G62680/AT4G40090/AT1G34510/AT3G02240/AT4G25820/AT4G27290/AT2G20520/AT4G25220/AT2G19060/AT1G30870/AT5G51310/AT5G24313,42
Nonsupp,GO:0010015,root morphogenesis,47/603,458/20876,5.0203953480818236e-14,3.2809760186581805e-12,2.6609649646799017e-12,AT5G67400/AT1G62980/AT1G32230/AT4G25790/AT1G12040/AT5G04960/AT5G57530/AT1G21210/AT5G43520/AT3G10710/AT5G54040/AT1G27740/AT5G05500/AT5G19800/AT4G30320/AT3G05490/AT3G16370/AT4G33730/AT4G26010/AT4G16370/AT1G49860/AT4G02270/AT2G44110/AT3G54870/AT5G35190/AT5G51060/AT1G25220/AT1G12560/AT1G54970/AT5G06640/AT5G22410/AT3G04630/AT5G57540/AT3G62680/AT4G40090/AT1G21410/AT1G34510/AT3G02240/AT4G25820/AT4G27290/AT2G20520/AT4G25220/AT2G19060/AT1G30870/AT5G05730/AT5G51310/AT5G24313,47
Nonsupp,GO:0090627,plant epidermal cell differentiation,42/603,375/20876,6.063733156398586e-14,3.74046465207961e-12,3.033623328608789e-12,AT5G67400/AT1G62980/AT4G25790/AT1G12040/AT5G04960/AT5G57530/AT1G21210/AT5G43520/AT3G10710/AT5G54040/AT1G27740/AT5G05500/AT5G19800/AT4G30320/AT3G05490/AT3G16370/AT4G33730/AT4G26010/AT4G16370/AT1G49860/AT4G02270/AT2G44110/AT3G54870/AT5G35190/AT5G51060/AT1G12560/AT1G54970/AT5G06640/AT5G22410/AT5G57540/AT3G62680/AT4G40090/AT1G34510/AT3G02240/AT4G25820/AT4G27290/AT2G20520/AT4G25220/AT2G19060/AT1G30870/AT5G51310/AT5G24313,42
Nonsupp,GO:0009696,salicylic acid metabolic process,32/603,222/20876,6.396834238479981e-14,3.74046465207961e-12,3.033623328608789e-12,AT4G39670/AT2G04430/AT4G14365/AT1G73805/AT4G03280/AT5G14930/AT1G18570/AT1G66090/AT3G56400/AT5G66190/AT4G26120/AT1G57630/AT2G04450/AT3G47480/AT5G61900/AT1G10340/AT5G66570/AT2G46400/AT2G26560/AT4G39890/AT5G67340/AT3G17700/AT3G07720/AT1G01560/AT5G43910/AT3G52430/AT4G33050/AT5G05730/AT3G54640/AT2G39010/AT2G45760/AT5G26920,32
Nonsupp,GO:0009404,toxin metabolic process,32/603,223/20876,7.269523519073063e-14,4.0382203148450864e-12,3.275111648592917e-12,AT2G36950/AT1G23550/AT4G18170/AT1G78360/AT5G16980/AT4G39950/AT2G29450/AT1G17180/AT3G56400/AT1G05680/AT5G48180/AT4G21120/AT3G47780/AT4G02520/AT1G02920/AT1G49860/AT1G27140/AT2G35730/AT3G28740/AT1G02930/AT2G15490/AT1G05560/AT5G12110/AT2G34500/AT2G26150/AT1G75270/AT2G39200/AT4G26470/AT3G13610/AT2G02930/AT2G47730/AT5G16970,32
Nonsupp,GO:0071236,cellular response to antibiotic,40/603,364/20876,4.553199935344492e-13,2.4088595848417765e-11,1.9536537065939273e-11,AT5G60900/AT4G39670/AT2G04430/AT4G14365/AT5G11920/AT1G73805/AT1G32230/AT4G03280/AT5G14930/AT1G18570/AT1G66090/AT3G56400/AT5G24930/AT1G05680/AT5G66190/AT4G33070/AT4G26120/AT4G18950/AT1G57630/AT2G04450/AT1G49860/AT3G47480/AT5G61900/AT5G41410/AT5G66570/AT2G26560/AT4G39890/AT1G28480/AT5G67340/AT4G04700/AT4G02380/AT3G17700/AT2G18690/AT1G01560/AT3G52430/AT4G33050/AT5G05730/AT3G54640/AT3G13610/AT5G26920,40
Nonsupp,GO:0009407,toxin catabolic process,30/603,211/20876,5.66271777796788e-13,2.8015787366018585e-11,2.272160119883643e-11,AT2G36950/AT1G23550/AT4G18170/AT1G78360/AT5G16980/AT2G29450/AT1G17180/AT1G05680/AT5G48180/AT4G21120/AT3G47780/AT4G02520/AT1G02920/AT1G49860/AT1G27140/AT2G35730/AT3G28740/AT1G02930/AT2G15490/AT1G05560/AT5G12110/AT2G34500/AT2G26150/AT1G75270/AT2G39200/AT4G26470/AT3G13610/AT2G02930/AT2G47730/AT5G16970,30
Nonsupp,GO:0006865,amino acid transport,33/603,255/20876,5.799847969562804e-13,2.8015787366018585e-11,2.272160119883643e-11,AT1G74010/AT4G18170/AT2G42360/AT1G78360/AT4G37900/AT3G56200/AT5G24230/AT1G09070/AT2G27660/AT4G21120/AT1G57630/AT1G48640/AT3G54140/AT5G59480/AT1G51790/AT3G54420/AT5G39580/AT1G51620/AT2G38870/AT5G09220/AT5G67340/AT3G18250/AT2G24762/AT3G01760/AT2G39200/AT2G44370/AT1G64380/AT4G01700/AT1G17500/AT5G48430/AT2G20320/AT1G74000/AT5G16970,33
Nonsupp,GO:0098754,detoxification,31/603,226/20876,6.165150007974854e-13,2.8153003998436865e-11,2.2832887794459195e-11,AT2G36950/AT1G23550/AT4G18170/AT1G78360/AT5G16980/AT2G29450/AT1G17180/AT1G05680/AT5G48180/AT4G21120/AT3G47780/AT4G02520/AT1G02920/AT1G49860/AT1G27140/AT2G35730/AT3G28740/AT1G02930/AT2G15490/AT1G05560/AT5G12110/AT2G34500/AT2G26150/AT1G75270/AT2G39200/AT4G26470/AT3G13610/AT3G58810/AT2G02930/AT2G47730/AT5G16970,31
Nonsupp,GO:0050832,defense response to fungus,39/603,351/20876,6.335059405588854e-13,2.8153003998436865e-11,2.2832887794459195e-11,AT4G39670/AT4G14365/AT1G73805/AT1G32230/AT4G03280/AT1G19250/AT1G15010/AT1G18570/AT1G66090/AT4G21980/AT3G56400/AT3G59080/AT5G66190/AT5G57220/AT4G02520/AT2G04450/AT1G02920/AT3G47480/AT5G66570/AT5G39580/AT3G01290/AT2G26560/AT2G38870/AT1G28480/AT5G67340/AT4G02380/AT3G17700/AT2G18690/AT1G01560/AT3G52430/AT4G33050/AT2G39200/AT5G05730/AT3G54640/AT4G01700/AT4G16260/AT5G26920/AT2G02930/AT2G31865,39
Nonsupp,GO:0009863,salicylic acid mediated signaling pathway,38/603,353/20876,3.3477077047498524e-12,1.4305012538373408e-10,1.1601772450469124e-10,AT5G60900/AT4G39670/AT2G04430/AT4G14365/AT5G11920/AT1G73805/AT1G32230/AT4G03280/AT5G14930/AT1G18570/AT1G66090/AT3G56400/AT5G24930/AT5G66190/AT4G33070/AT4G26120/AT4G18950/AT1G57630/AT2G04450/AT1G49860/AT3G47480/AT5G61900/AT5G41410/AT5G66570/AT2G26560/AT4G39890/AT1G28480/AT5G67340/AT4G04700/AT4G02380/AT3G17700/AT2G18690/AT1G01560/AT3G52430/AT4G33050/AT5G05730/AT3G54640/AT5G26920,38
Nonsupp,GO:0071446,cellular response to salicylic acid stimulus,38/603,355/20876,3.979223001397167e-12,1.6373765757600935e-10,1.3279590211290353e-10,AT5G60900/AT4G39670/AT2G04430/AT4G14365/AT5G11920/AT1G73805/AT1G32230/AT4G03280/AT5G14930/AT1G18570/AT1G66090/AT3G56400/AT5G24930/AT5G66190/AT4G33070/AT4G26120/AT4G18950/AT1G57630/AT2G04450/AT1G49860/AT3G47480/AT5G61900/AT5G41410/AT5G66570/AT2G26560/AT4G39890/AT1G28480/AT5G67340/AT4G04700/AT4G02380/AT3G17700/AT2G18690/AT1G01560/AT3G52430/AT4G33050/AT5G05730/AT3G54640/AT5G26920,38
Nonsupp,GO:0035690,cellular response to drug,40/603,390/20876,4.161364782935644e-12,1.651170097800536e-10,1.339145960222899e-10,AT5G60900/AT4G39670/AT2G04430/AT4G14365/AT5G11920/AT1G73805/AT1G32230/AT4G03280/AT5G14930/AT1G18570/AT1G66090/AT3G56400/AT5G24930/AT1G05680/AT5G66190/AT4G33070/AT4G26120/AT4G18950/AT1G57630/AT2G04450/AT1G49860/AT3G47480/AT5G61900/AT5G41410/AT5G66570/AT2G26560/AT4G39890/AT1G28480/AT5G67340/AT4G04700/AT4G02380/AT3G17700/AT2G18690/AT1G01560/AT3G52430/AT4G33050/AT5G05730/AT3G54640/AT3G13610/AT5G26920,40
Nonsupp,GO:0000041,transition metal ion transport,30/603,231/20876,6.0726648271463585e-12,2.3264588355033117e-10,1.8868243528265998e-10,AT1G07560/AT3G09290/AT2G29330/AT5G26280/AT3G54040/AT5G43520/AT5G06740/AT4G19680/AT4G38830/AT1G09090/AT1G12740/AT4G26010/AT4G02270/AT3G47040/AT2G41480/AT5G45070/AT4G14630/AT5G01490/AT2G21550/AT5G23190/AT3G46900/AT4G26470/AT1G68880/AT3G49860/AT1G18970/AT3G23190/AT3G21510/AT2G26820/AT3G58810/AT4G25090,30
Nonsupp,GO:0015849,organic acid transport,33/603,280/20876,7.90619571585384e-12,2.833478529133424e-10,2.298031759854291e-10,AT1G74010/AT4G18170/AT2G42360/AT1G78360/AT4G37900/AT3G56200/AT5G24230/AT1G09070/AT2G27660/AT4G21120/AT1G57630/AT1G48640/AT3G54140/AT5G59480/AT1G51790/AT3G54420/AT5G39580/AT1G51620/AT2G38870/AT5G09220/AT5G67340/AT3G18250/AT2G24762/AT3G01760/AT2G39200/AT2G44370/AT1G64380/AT4G01700/AT1G17500/AT5G48430/AT2G20320/AT1G74000/AT5G16970,33
Nonsupp,GO:0046942,carboxylic acid transport,33/603,280/20876,7.90619571585384e-12,2.833478529133424e-10,2.298031759854291e-10,AT1G74010/AT4G18170/AT2G42360/AT1G78360/AT4G37900/AT3G56200/AT5G24230/AT1G09070/AT2G27660/AT4G21120/AT1G57630/AT1G48640/AT3G54140/AT5G59480/AT1G51790/AT3G54420/AT5G39580/AT1G51620/AT2G38870/AT5G09220/AT5G67340/AT3G18250/AT2G24762/AT3G01760/AT2G39200/AT2G44370/AT1G64380/AT4G01700/AT1G17500/AT5G48430/AT2G20320/AT1G74000/AT5G16970,33
Nonsupp,GO:0009626,plant-type hypersensitive response,40/603,400/20876,9.230521310469508e-12,3.2047216174786323e-10,2.5991204742637824e-10,AT5G60900/AT4G39670/AT4G14365/AT3G44720/AT5G41400/AT1G73805/AT1G32230/AT4G03280/AT1G19250/AT1G09070/AT1G18570/AT1G66090/AT3G07040/AT3G56400/AT5G24930/AT5G66190/AT4G21120/AT4G18950/AT1G57630/AT2G04450/AT2G41100/AT3G47480/AT5G61900/AT3G54420/AT5G66570/AT3G01290/AT2G26560/AT1G28480/AT5G09220/AT5G67340/AT4G02380/AT3G17700/AT2G18690/AT1G13110/AT1G01560/AT3G52430/AT4G33050/AT5G05730/AT3G54640/AT5G26920,40
Nonsupp,GO:0034050,host programmed cell death induced by symbiont,40/603,401/20876,9.9804832602838585e-12,3.360096030962232e-10,2.725133547305577e-10,AT5G60900/AT4G39670/AT4G14365/AT3G44720/AT5G41400/AT1G73805/AT1G32230/AT4G03280/AT1G19250/AT1G09070/AT1G18570/AT1G66090/AT3G07040/AT3G56400/AT5G24930/AT5G66190/AT4G21120/AT4G18950/AT1G57630/AT2G04450/AT2G41100/AT3G47480/AT5G61900/AT3G54420/AT5G66570/AT3G01290/AT2G26560/AT1G28480/AT5G09220/AT5G67340/AT4G02380/AT3G17700/AT2G18690/AT1G13110/AT1G01560/AT3G52430/AT4G33050/AT5G05730/AT3G54640/AT5G26920,40
Nonsupp,GO:0035556,intracellular signal transduction,45/603,495/20876,1.1917154629026546e-11,3.8941055273083807e-10,3.158230452769883e-10,AT5G60900/AT4G39670/AT4G14365/AT3G04640/AT1G73805/AT1G32230/AT4G03280/AT1G76650/AT4G16350/AT1G18570/AT1G27730/AT3G56400/AT5G24930/AT5G66190/AT4G26120/AT1G57630/AT2G04450/AT2G41100/AT5G01820/AT2G37430/AT5G47730/AT3G47480/AT5G37490/AT5G66570/AT3G53600/AT2G26560/AT3G54150/AT4G39890/AT1G28480/AT5G67340/AT4G02380/AT3G17700/AT1G01560/AT3G52430/AT4G33050/AT5G05730/AT3G54640/AT3G24500/AT4G01250/AT3G23250/AT5G25350/AT3G21510/AT4G36250/AT5G26920/AT4G26560,45
Nonsupp,GO:0015711,organic anion transport,34/603,302/20876,1.3714889993366891e-11,4.3534979378944616e-10,3.5308107772397174e-10,AT1G74010/AT4G18170/AT2G42360/AT1G78360/AT4G37900/AT3G56200/AT5G24230/AT1G09070/AT2G27660/AT4G21120/AT1G57630/AT1G48640/AT3G54140/AT5G59480/AT1G51790/AT3G54420/AT5G39580/AT1G51620/AT2G38870/AT5G09220/AT5G67340/AT3G18250/AT2G24762/AT3G01760/AT2G39200/AT2G44370/AT1G30560/AT1G64380/AT4G01700/AT1G17500/AT5G48430/AT2G20320/AT1G74000/AT5G16970,34
Nonsupp,GO:0017000,antibiotic biosynthetic process,33/603,288/20876,1.7079642430014372e-11,5.270967427707213e-10,4.274904654997749e-10,AT4G39670/AT2G04430/AT4G14365/AT1G73805/AT4G03280/AT1G28470/AT5G14930/AT1G18570/AT1G66090/AT3G56400/AT5G66190/AT4G26120/AT1G57630/AT2G04450/AT3G47480/AT5G61900/AT1G10340/AT5G66570/AT2G46400/AT2G26560/AT4G39890/AT5G67340/AT3G17700/AT3G07720/AT1G01560/AT5G43910/AT3G52430/AT4G33050/AT5G05730/AT3G54640/AT2G39010/AT2G45760/AT5G26920,33
Nonsupp,GO:0009627,systemic acquired resistance,42/603,446/20876,1.929580905808233e-11,5.78839476900785e-10,4.694552960605164e-10,AT5G60900/AT2G04400/AT2G04430/AT4G14365/AT5G11920/AT1G73805/AT1G32230/AT5G17990/AT4G03280/AT1G19250/AT5G14930/AT1G18570/AT3G56400/AT5G24930/AT5G66190/AT4G33070/AT2G04450/AT1G49860/AT3G47480/AT5G61900/AT2G38860/AT1G10340/AT5G41410/AT5G62150/AT5G66570/AT2G46400/AT2G26560/AT4G39890/AT1G28480/AT5G67340/AT4G04700/AT4G02380/AT3G17700/AT3G07720/AT1G01560/AT5G43910/AT3G52430/AT4G33050/AT5G05730/AT3G54640/AT2G45760/AT5G26920,42
Nonsupp,GO:0010167,response to nitrate,27/603,197/20876,1.979828993900075e-11,5.78839476900785e-10,4.694552960605164e-10,AT5G07080/AT3G09290/AT2G29330/AT4G21680/AT2G27660/AT4G19680/AT4G38830/AT1G09090/AT1G12740/AT4G26010/AT4G02270/AT3G50740/AT3G47040/AT3G54420/AT3G01290/AT5G01490/AT5G27350/AT1G13110/AT2G01890/AT1G68880/AT3G49860/AT1G18970/AT3G23190/AT4G01700/AT2G26820/AT3G58810/AT4G25090,27
Nonsupp,GO:0071407,cellular response to organic cyclic compound,39/603,393/20876,2.1353110394568963e-11,6.08289888419644e-10,4.933404182928754e-10,AT5G60900/AT4G39670/AT2G04430/AT4G14365/AT5G11920/AT1G73805/AT1G32230/AT4G03280/AT5G14930/AT1G18570/AT1G66090/AT3G56400/AT5G24930/AT5G66190/AT4G33070/AT4G26120/AT4G18950/AT1G57630/AT2G04450/AT1G49860/AT3G47480/AT5G61900/AT5G41410/AT5G66570/AT2G26560/AT4G39890/AT1G28480/AT5G67340/AT4G04700/AT4G02380/AT3G17700/AT2G18690/AT1G01560/AT3G52430/AT4G33050/AT5G05730/AT3G54640/AT2G44080/AT5G26920,39
Nonsupp,GO:0012501,programmed cell death,42/603,448/20876,2.2266700100762766e-11,6.184575952986858e-10,5.015867180592876e-10,AT5G60900/AT4G39670/AT4G14365/AT3G44720/AT5G41400/AT1G73805/AT1G32230/AT4G03280/AT1G19250/AT1G09070/AT1G18570/AT1G66090/AT3G07040/AT3G56400/AT5G24930/AT5G66190/AT4G21120/AT4G18950/AT1G57630/AT2G04450/AT2G41100/AT3G47480/AT5G61900/AT3G54420/AT5G66570/AT3G01290/AT4G25110/AT2G26560/AT1G28480/AT5G09220/AT5G67340/AT4G02380/AT3G17700/AT2G18690/AT1G13110/AT1G01560/AT3G52430/AT4G33050/AT5G05730/AT3G54640/AT3G13610/AT5G26920,42
Nonsupp,GO:0050801,ion homeostasis,36/603,343/20876,2.616260852927693e-11,7.089428799030895e-10,5.749728601042632e-10,AT1G55670/AT3G09290/AT3G47420/AT2G29330/AT3G17790/AT1G01580/AT4G19680/AT4G38830/AT5G24930/AT1G09090/AT1G12740/AT2G24720/AT4G26010/AT4G16370/AT4G02270/AT5G10180/AT3G47040/AT5G27100/AT5G66570/AT3G01290/AT5G09220/AT5G01490/AT1G13110/AT4G30110/AT1G68880/AT4G25220/AT3G49860/AT1G66200/AT1G30560/AT1G18970/AT3G23190/AT2G39010/AT4G05180/AT2G26820/AT3G58810/AT4G25090,36
Nonsupp,GO:0031348,negative regulation of defense response,32/603,277/20876,2.8021704700803763e-11,7.412408076807852e-10,6.011673990949379e-10,AT5G60900/AT4G39670/AT2G04430/AT4G14365/AT1G73805/AT1G32230/AT4G03280/AT5G14930/AT1G18570/AT1G66090/AT3G56400/AT5G24930/AT5G66190/AT4G26120/AT1G57630/AT2G04450/AT3G47480/AT5G61900/AT2G38860/AT5G66570/AT2G26560/AT4G39890/AT1G28480/AT5G67340/AT4G02380/AT3G17700/AT1G01560/AT3G52430/AT4G33050/AT5G05730/AT3G54640/AT5G26920,32
Nonsupp,GO:0009751,response to salicylic acid,43/603,473/20876,3.46994128222122e-11,8.965359917552967e-10,7.271162148301993e-10,AT5G60900/AT4G39670/AT2G04430/AT4G14365/AT5G11920/AT1G73805/AT1G32230/AT4G03280/AT5G14930/AT1G53940/AT1G18570/AT1G43160/AT1G66090/AT3G56400/AT5G24930/AT4G04695/AT5G66190/AT4G33070/AT4G26120/AT4G18950/AT1G57630/AT2G04450/AT1G49860/AT3G47480/AT5G61900/AT5G41410/AT5G66570/AT2G26560/AT4G39890/AT1G28480/AT5G67340/AT4G04700/AT4G02380/AT3G17700/AT2G18690/AT1G01560/AT1G05560/AT3G52430/AT4G33050/AT5G05730/AT3G54640/AT1G76680/AT5G26920,43
