Cluster,ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
Ka-Wai3-Paulo1,GO:0015804,neutral amino acid transport,5/44,77/20876,5.807668309289271e-7,1.084175300057745e-5,5.462793978839224e-6,AT2G43620/AT4G22470/AT1G66160/AT4G02330/AT3G47380,5
Ka-Wai3-Paulo1,GO:0050832,defense response to fungus,8/44,351/20876,6.165925877105658e-7,1.084175300057745e-5,5.462793978839224e-6,AT2G19190/AT5G01540/AT5G06860/AT3G47380/AT5G43580/AT2G38470/AT1G02920/AT1G02360,8
Ka-Wai3-Paulo1,GO:0009407,toxin catabolic process,6/44,211/20876,5.088002313591277e-6,7.675158625295564e-5,3.867253784758554e-5,AT4G18170/AT1G69920/AT1G02930/AT2G29460/AT5G13330/AT1G02920,6
Ka-Wai3-Paulo1,GO:0002679,respiratory burst involved in defense response,5/44,121/20876,5.456273904238553e-6,7.675158625295564e-5,3.867253784758554e-5,AT2G43620/AT1G66160/AT2G38470/AT4G20830/AT1G02360,5
Ka-Wai3-Paulo1,GO:0045730,respiratory burst,5/44,121/20876,5.456273904238553e-6,7.675158625295564e-5,3.867253784758554e-5,AT2G43620/AT1G66160/AT2G38470/AT4G20830/AT1G02360,5
Ka-Wai3-Paulo1,GO:0098754,detoxification,6/44,226/20876,7.5404194485319054e-6,9.807175315783534e-5,4.9415051478879374e-5,AT4G18170/AT1G69920/AT1G02930/AT2G29460/AT5G13330/AT1G02920,6
Ka-Wai3-Paulo1,GO:0035556,intracellular signal transduction,8/44,495/20876,7.901515657266354e-6,9.807175315783534e-5,4.9415051478879374e-5,AT2G19190/AT1G66160/AT5G39610/AT5G01540/AT5G06860/AT3G47380/AT2G40180/AT2G38470,8
Ka-Wai3-Paulo1,GO:0010363,regulation of plant-type hypersensitive response,7/44,371/20876,1.150921286342768e-5,1.2829420271038013e-4,6.464312533673432e-5,AT2G19190/AT5G01540/AT5G06860/AT3G47380/AT4G18950/AT2G38470/AT4G20830,7
Ka-Wai3-Paulo1,GO:0006612,protein targeting to membrane,7/44,374/20876,1.2125347493617782e-5,1.2829420271038013e-4,6.464312533673432e-5,AT2G19190/AT5G01540/AT5G06860/AT3G47380/AT4G18950/AT2G38470/AT4G20830,7
Ka-Wai3-Paulo1,GO:0072657,protein localization to membrane,7/44,377/20876,1.2768617331364847e-5,1.2829420271038013e-4,6.464312533673432e-5,AT2G19190/AT5G01540/AT5G06860/AT3G47380/AT4G18950/AT2G38470/AT4G20830,7
Ka-Wai3-Paulo1,GO:0090150,establishment of protein localization to membrane,7/44,377/20876,1.2768617331364847e-5,1.2829420271038013e-4,6.464312533673432e-5,AT2G19190/AT5G01540/AT5G06860/AT3G47380/AT4G18950/AT2G38470/AT4G20830,7
Ka-Wai3-Paulo1,GO:0080135,regulation of cellular response to stress,7/44,385/20876,1.4623833576965595e-5,1.4025585839726095e-4,7.067020053940313e-5,AT2G19190/AT5G01540/AT5G06860/AT3G47380/AT4G18950/AT2G38470/AT4G20830,7
Ka-Wai3-Paulo1,GO:0043067,regulation of programmed cell death,7/44,396/20876,1.7534970667128745e-5,1.5583314103345173e-4,7.851906831817723e-5,AT2G19190/AT5G01540/AT5G06860/AT3G47380/AT4G18950/AT2G38470/AT4G20830,7
Ka-Wai3-Paulo1,GO:0009626,plant-type hypersensitive response,7/44,400/20876,1.870585197891564e-5,1.5583314103345173e-4,7.851906831817723e-5,AT2G19190/AT5G01540/AT5G06860/AT3G47380/AT4G18950/AT2G38470/AT4G20830,7
Ka-Wai3-Paulo1,GO:0034050,host programmed cell death induced by symbiont,7/44,401/20876,1.9008467814188014e-5,1.5583314103345173e-4,7.851906831817723e-5,AT2G19190/AT5G01540/AT5G06860/AT3G47380/AT4G18950/AT2G38470/AT4G20830,7
Ka-Wai3-Paulo1,GO:0042742,defense response to bacterium,7/44,402/20876,1.9315125187515767e-5,1.5583314103345173e-4,7.851906831817723e-5,AT2G19190/AT1G02930/AT5G01540/AT3G47380/AT2G45220/AT2G38470/AT1G02920,7
Ka-Wai3-Paulo1,GO:0010941,regulation of cell death,7/44,404/20876,1.9940733686745007e-5,1.5583314103345173e-4,7.851906831817723e-5,AT2G19190/AT5G01540/AT5G06860/AT3G47380/AT4G18950/AT2G38470/AT4G20830,7
Ka-Wai3-Paulo1,GO:0045088,regulation of innate immune response,7/44,419/20876,2.5188770352117606e-5,1.8855278545601195e-4,9.50053945176214e-5,AT2G19190/AT5G01540/AT5G06860/AT3G47380/AT4G18950/AT2G38470/AT4G20830,7
Ka-Wai3-Paulo1,GO:0050776,regulation of immune response,7/44,421/20876,2.596752311434902e-5,1.8855278545601195e-4,9.50053945176214e-5,AT2G19190/AT5G01540/AT5G06860/AT3G47380/AT4G18950/AT2G38470/AT4G20830,7
Ka-Wai3-Paulo1,GO:0002682,regulation of immune system process,7/44,424/20876,2.7172869241943246e-5,1.8855278545601195e-4,9.50053945176214e-5,AT2G19190/AT5G01540/AT5G06860/AT3G47380/AT4G18950/AT2G38470/AT4G20830,7
Ka-Wai3-Paulo1,GO:0009867,jasmonic acid mediated signaling pathway,6/44,286/20876,2.8595683102333565e-5,1.8855278545601195e-4,9.50053945176214e-5,AT2G19190/AT5G01540/AT5G06860/AT3G47380/AT4G18950/AT2G38470,6
Ka-Wai3-Paulo1,GO:0071395,cellular response to jasmonic acid stimulus,6/44,286/20876,2.8595683102333565e-5,1.8855278545601195e-4,9.50053945176214e-5,AT2G19190/AT5G01540/AT5G06860/AT3G47380/AT4G18950/AT2G38470,6
Ka-Wai3-Paulo1,GO:0009636,response to toxic substance,7/44,430/20876,2.9722423449296716e-5,1.9004337417580626e-4,9.575645194191287e-5,AT4G18170/AT1G69920/AT5G24110/AT1G02930/AT2G29460/AT5G13330/AT1G02920,7
Ka-Wai3-Paulo1,GO:0012501,programmed cell death,7/44,448/20876,3.8582621135886436e-5,2.394392076374129e-4,1.2064534782428886e-4,AT2G19190/AT5G01540/AT5G06860/AT3G47380/AT4G18950/AT2G38470/AT4G20830,7
Ka-Wai3-Paulo1,GO:0009595,detection of biotic stimulus,4/44,104/20876,6.76890610964405e-5,4.08068339752827e-4,2.0561188483430047e-4,AT2G19190/AT5G01540/AT3G47380/AT2G38470,4
Ka-Wai3-Paulo1,GO:0008219,cell death,7/44,496/20876,7.331696506710863e-5,4.297188785877755e-4,2.1652086174789393e-4,AT2G19190/AT5G01540/AT5G06860/AT3G47380/AT4G18950/AT2G38470/AT4G20830,7
Ka-Wai3-Paulo1,GO:0009863,salicylic acid mediated signaling pathway,6/44,353/20876,9.19553059013808e-5,5.201049899261304e-4,2.6206337731374e-4,AT2G19190/AT5G01540/AT5G06860/AT3G47380/AT4G18950/AT2G38470,6
Ka-Wai3-Paulo1,GO:0071446,cellular response to salicylic acid stimulus,6/44,355/20876,9.485141709254006e-5,5.201049899261304e-4,2.6206337731374e-4,AT2G19190/AT5G01540/AT5G06860/AT3G47380/AT4G18950/AT2G38470,6
Ka-Wai3-Paulo1,GO:0000165,MAPK cascade,5/44,221/20876,9.859810235566452e-5,5.201049899261304e-4,2.6206337731374e-4,AT2G19190/AT5G01540/AT5G06860/AT3G47380/AT2G38470,5
Ka-Wai3-Paulo1,GO:0023014,signal transduction by protein phosphorylation,5/44,221/20876,9.859810235566452e-5,5.201049899261304e-4,2.6206337731374e-4,AT2G19190/AT5G01540/AT5G06860/AT3G47380/AT2G38470,5
Ka-Wai3-Paulo1,GO:0071236,cellular response to antibiotic,6/44,364/20876,1.0879793524266078e-4,5.599113252732055e-4,2.821204482543964e-4,AT2G19190/AT5G01540/AT5G06860/AT3G47380/AT4G18950/AT2G38470,6
Ka-Wai3-Paulo1,GO:0035690,cellular response to drug,6/44,390/20876,1.5846169838163197e-4,7.960813894886748e-4,4.011185848758103e-4,AT2G19190/AT5G01540/AT5G06860/AT3G47380/AT4G18950/AT2G38470,6
Ka-Wai3-Paulo1,GO:0071407,cellular response to organic cyclic compound,6/44,393/20876,1.6518876436020418e-4,8.105774251163507e-4,4.084226487241279e-4,AT2G19190/AT5G01540/AT5G06860/AT3G47380/AT4G18950/AT2G38470,6
Ka-Wai3-Paulo1,GO:0009738,abscisic acid-activated signaling pathway,5/44,248/20876,1.6907673768740941e-4,8.107998102737134e-4,4.0853470111072617e-4,AT5G39610/AT5G01540/AT5G06860/AT4G18950/AT2G40180,5
Ka-Wai3-Paulo1,GO:0009862,"systemic acquired resistance, salicylic acid mediated signaling pathway",5/44,251/20876,1.7880452507123423e-4,8.38394550889565e-4,4.224387609870096e-4,AT2G19190/AT5G01540/AT5G06860/AT3G47380/AT2G38470,5
Ka-Wai3-Paulo1,GO:0071215,cellular response to abscisic acid stimulus,5/44,263/20876,2.220640908386221e-4,9.969260248287079e-4,5.023174283247667e-4,AT5G39610/AT5G01540/AT5G06860/AT4G18950/AT2G40180,5
Ka-Wai3-Paulo1,GO:0097306,cellular response to alcohol,5/44,263/20876,2.220640908386221e-4,9.969260248287079e-4,5.023174283247667e-4,AT5G39610/AT5G01540/AT5G06860/AT4G18950/AT2G40180,5
Ka-Wai3-Paulo1,GO:0051606,detection of stimulus,4/44,144/20876,2.3788169452662776e-4,0.0010456882821899677,5.268870865611712e-4,AT2G19190/AT5G01540/AT3G47380/AT2G38470,4
Ka-Wai3-Paulo1,GO:0031348,negative regulation of defense response,5/44,277/20876,2.8215185392858335e-4,0.0012149804322230833,6.121876959567545e-4,AT2G19190/AT5G01540/AT5G06860/AT3G47380/AT2G38470,5
Ka-Wai3-Paulo1,GO:0002252,immune effector process,5/44,280/20876,2.964948499286865e-4,0.0012512082666990571,6.304416809009966e-4,AT2G43620/AT1G66160/AT2G38470/AT4G20830/AT1G02360,5
Ka-Wai3-Paulo1,GO:0009627,systemic acquired resistance,6/44,446/20876,3.262684286839881e-4,0.0013498556559278724,6.80146775997581e-4,AT2G19190/AT1G25275/AT5G01540/AT5G06860/AT3G47380/AT2G38470,6
Ka-Wai3-Paulo1,GO:0043069,negative regulation of programmed cell death,4/44,168/20876,4.274098450701517e-4,0.0017342976405731153,8.738541366818892e-4,AT5G01540/AT5G06860/AT2G38470/AT4G20830,4
Ka-Wai3-Paulo1,GO:0060548,negative regulation of cell death,4/44,172/20876,4.6712519114137447e-4,0.0018596870817137738,9.370336505517146e-4,AT5G01540/AT5G06860/AT2G38470/AT4G20830,4
Ka-Wai3-Paulo1,GO:0009611,response to wounding,5/44,335/20876,6.712340364551944e-4,0.0026227848461490002,0.001321532898284106,AT1G76930/AT3G50760/AT4G18950/AT5G43580/AT4G20830,5
Ka-Wai3-Paulo1,GO:0048585,negative regulation of response to stimulus,5/44,367/20876,0.0010104537078505838,0.0038764678610267852,0.001953221521395387,AT2G19190/AT5G01540/AT5G06860/AT3G47380/AT2G38470,5
Ka-Wai3-Paulo1,GO:0071456,cellular response to hypoxia,2/44,24/20876,0.0011634547208663865,0.004383731180407278,0.002208814413674907,AT1G14550/AT4G31970,2
Ka-Wai3-Paulo1,GO:0071396,cellular response to lipid,5/44,381/20876,0.0011934385291072983,0.0044178163095024555,0.0022259887615851738,AT5G39610/AT5G01540/AT5G06860/AT4G18950/AT2G40180,5
Ka-Wai3-Paulo1,GO:0036294,cellular response to decreased oxygen levels,2/44,26/20876,0.0013663481041365387,0.0048864313554713495,0.00246210809130759,AT1G14550/AT4G31970,2
Ka-Wai3-Paulo1,GO:0071453,cellular response to oxygen levels,2/44,26/20876,0.0013663481041365387,0.0048864313554713495,0.00246210809130759,AT1G14550/AT4G31970,2
Ka-Wai3-Paulo1,GO:0010260,animal organ senescence,2/44,29/20876,0.0017000473048217628,0.005978499688623199,0.0030123645225789133,AT5G13330/AT5G39610,2
Ka-Wai3-Paulo1,GO:0009414,response to water deprivation,5/44,418/20876,0.0017951791471936586,0.006209554099309213,0.0031287850537801477,AT1G02930/AT5G13330/AT5G39610/AT4G18950/AT2G38470,5
Ka-Wai3-Paulo1,GO:0009415,response to water,5/44,426/20876,0.001950179026832965,0.006636899591318639,0.003344110046012385,AT1G02930/AT5G13330/AT5G39610/AT4G18950/AT2G38470,5
Ka-Wai3-Paulo1,GO:0042537,benzene-containing compound metabolic process,4/44,261/20876,0.0021885020468753,0.007329744950645846,0.0036932114742590696,AT2G19190/AT5G13330/AT3G47380/AT2G38470,4
