target_id	length	eff_length	est_counts	tpm
AT1G20530.1	2269	1972.63	3	0.217515
AT4G23170.1	1824	1527.63	1	0.0936255
AT1G44780.2	1644	1347.63	5.42113	0.575349
AT1G44780.1	1647	1350.63	37.5789	3.97942
AT1G60880.1	606	310.681	0	0
AT1G06160.1	1086	789.634	50	9.05644
AT3G07260.1	1204	907.634	0	0
AT1G21090.1	1404	1107.63	93	12.0088
AT1G21090.2	1416	1119.63	0	0
AT1G76730.1	1500	1203.63	27	3.20836
AT1G03970.1	1190	893.634	192	30.7295
AT5G19160.1	2182	1885.63	18	1.3653
AT5G19160.2	2242	1945.63	0	0
AT3G49744.1	174	33.3984	0	0
AT5G28820.1	519	227.03	0	0
AT4G12530.1	730	433.73	5	1.64879
AT4G20050.1	1924	1627.63	0	0
AT4G20050.5	1742	1445.63	0	0
AT4G20050.3	1800	1503.63	0.000653852	6.21943e-05
AT4G20050.2	1873	1576.63	26.2218	2.37873
AT4G20050.6	1732	1435.63	6.0072e-08	5.9847e-09
AT4G20050.7	1707	1410.63	3.97002	0.402524
AT4G20050.4	1981	1684.63	8.80752	0.747759
AT5G53810.1	1574	1277.63	8	0.895565
AT2G28690.1	1117	820.634	48	8.36576
AT5G01530.1	1396	1099.63	83	10.7955
AT3G62800.3	1283	986.634	0	0
AT3G62800.1	1368	1071.63	118.436	15.8071
AT3G62800.2	1297	1000.63	13.564	1.93877
ATCG00900.1	468	180.372	71	56.2993
AT3G11385.1	2459	2162.63	11	0.727484
AT5G07010.1	1779	1482.63	36	3.47282
AT3G63040.1	654	358.136	0	0
AT2G26570.2	2921	2624.63	30.7037	1.67315
AT2G26570.1	2941	2644.63	802.296	43.3893
AT3G05560.2	756	459.691	2.80826	0.873746
AT3G05560.3	841	544.634	13.9543	3.66452
AT3G05560.1	840	543.634	972.237	255.787
AT5G12080.3	2694	2397.63	178.835	10.668
AT5G12080.2	2805	2508.63	20.1647	1.14966
AT5G12080.1	2754	2457.63	0	0
AT1G50870.1	1191	894.634	0	0
AT2G20610.2	1748	1451.63	56.1087	5.52824
AT2G20610.1	1794	1497.63	674.891	64.4528
AT5G02940.2	2792	2495.63	9	0.515793
AT5G02940.1	2920	2623.63	0	0
AT1G68430.1	945	648.634	30	6.61508
AT1G66550.2	856	559.634	0	0
AT1G66550.1	765	468.691	0	0
AT1G09380.1	1641	1344.63	11	1.17004
AT3G48840.1	757	460.691	12	3.72551
AT3G48840.2	667	371.03	0	0
AT5G61800.1	1629	1332.63	12	1.28791
AT5G01445.1	589	294.062	1	0.486379
AT4G35500.1	1975	1678.63	139.39	11.8765
AT4G35500.2	1638	1341.63	109.61	11.6851
AT1G80310.1	1937	1640.63	631	55.0087
AT2G39400.2	1307	1010.63	0	0
AT2G39400.1	1394	1097.63	36	4.69093
AT4G04990.1	1217	920.634	602	93.524
AT3G60530.1	1465	1168.63	148	18.1133
AT2G46180.1	2540	2243.63	164	10.4546
AT2G22270.1	1398	1101.63	50.2229	6.52045
AT2G22270.2	1174	877.634	50.7771	8.275
AT2G43660.1	471	183.004	1.38798	1.08476
AT2G43660.2	597	301.905	3.61202	1.71118
AT1G03910.2	2466	2169.63	16.4395	1.08371
AT1G03910.1	2565	2268.63	520.561	32.8186
AT1G77590.1	2692	2395.63	1141.63	68.1584
AT1G77590.2	2669	2372.63	136.368	8.22043
AT1G79020.1	2134	1837.63	172	13.387
AT5G24420.1	1321	1024.63	0	0
AT5G39490.1	1701	1404.63	4	0.407296
AT3G26922.2	1894	1597.63	5.45522	0.488369
AT3G26922.1	1793	1496.63	0	0
AT3G26922.4	1661	1364.63	0	0
AT3G26922.5	1642	1345.63	4.03214	0.428571
AT3G26922.3	1711	1414.63	3.51264	0.355143
AT3G50450.1	926	629.634	0	0
AT3G17160.1	882	585.634	173	42.2506
AT1G34315.1	819	522.634	114	31.1976
AT5G08580.2	1818	1521.63	16.7525	1.57465
AT5G08580.1	1736	1439.63	98.2475	9.76075
AT2G28360.1	3032	2735.63	332	17.3578
AT4G25000.1	1606	1309.63	5	0.546052
AT5G27410.4	1734	1437.63	104.709	10.4171
AT5G27410.1	2156	1859.63	57.1462	4.39515
AT5G27410.3	2229	1932.63	35.1449	2.60092
AT5G27410.2	3153	2856.63	0	0
AT5G65200.1	1982	1685.63	118	10.0123
AT5G23535.1	1015	718.634	219	43.5863
AT5G23535.2	830	533.634	0	0
AT1G05230.1	3520	3223.63	0	0
AT1G05230.5	3644	3347.63	0	0
AT1G05230.12	2134	1837.63	0	0
AT1G05230.6	3553	3256.63	0	0
AT1G05230.2	2983	2686.63	11.5558	0.615184
AT1G05230.11	2424	2127.63	4.57486	0.307535
AT1G05230.3	2678	2381.63	28.8694	1.73371
AT1G05230.7	3526	3229.63	0	0
AT1G05230.10	2557	2260.63	0	0
AT1G05230.9	3140	2843.63	0	0
AT1G05230.4	2974	2677.63	0	0
AT1G05230.8	3231	2934.63	0	0
AT1G79830.1	3669	3372.63	18.9068	0.801792
AT1G79830.3	3588	3291.63	329.612	14.3221
AT1G79830.2	3278	2981.63	712.932	34.1985
AT1G79830.4	3547	3250.63	0	0
AT1G79830.5	3718	3421.63	27.5492	1.15157
AT5G09480.1	840	543.634	2798	736.13
AT5G56480.1	409	130.414	0	0
AT5G60820.1	1648	1351.63	82	8.67697
AT5G55820.7	5630	5333.63	2.13707	0.0573071
AT5G55820.5	5831	5534.63	6.9548	0.179725
AT5G55820.8	5630	5333.63	3.13848e-07	8.41609e-09
AT5G55820.10	5271	4974.63	0	0
AT5G55820.4	5292	4995.63	0	0
AT5G55820.9	5896	5599.63	6.99688e-05	1.78714e-06
AT5G55820.2	5622	5325.63	6.35041	0.170547
AT5G55820.11	5449	5152.63	17.8866	0.496493
AT5G55820.3	5610	5313.63	100.503	2.70522
AT5G55820.6	5642	5345.63	0.136207	0.00364431
AT5G55820.1	5481	5184.63	0.0313689	0.000865357
AT5G44950.1	1317	1020.63	0	0
AT4G31140.1	2171	1874.63	166	12.665
AT4G35910.1	2164	1867.63	87	6.66256
AT3G56220.2	541	247.715	0	0
AT3G56220.1	905	608.634	24	5.63986
AT2G19970.1	926	629.634	143	32.4834
AT5G54520.1	1864	1567.63	50	4.56183
AT2G04032.1	1403	1106.63	0	0
AT5G03455.1	704	407.816	289	101.356
AT5G03455.2	1006	709.634	0	0
AT1G48140.2	563	268.891	0	0
AT1G48140.1	743	446.717	147	47.0651
AT4G15050.1	1191	894.634	0	0
ATCG00420.1	477	188.36	1	0.759319
AT5G30360.1	420	139.196	0	0
AT2G32600.1	1301	1004.63	244	34.7373
AT2G41010.1	1250	953.634	89	13.3482
AT5G07170.2	1274	977.634	0	0
AT5G07170.1	1612	1315.63	0	0
AT5G32670.1	700	403.839	0	0
AT1G60250.1	756	459.691	0	0
AT4G09012.1	1175	878.634	18	2.93007
AT3G26355.1	64	21.6867	0	0
AT5G02710.1	1195	898.634	16	2.54654
AT5G02710.2	1778	1481.63	0	0
AT5G02710.3	1348	1051.63	0	0
AT4G10110.1	836	539.634	168	44.527
AT5G13900.1	754	457.691	355	110.935
AT5G16380.1	1108	811.634	204	35.9487
AT5G40630.1	937	640.634	23	5.13489
AT1G55670.1	780	483.649	14	4.14011
AT5G66940.1	897	600.634	2	0.476248
AT3G06520.1	1598	1301.63	0	0
AT3G06520.2	1668	1371.63	5	0.521369
AT3G52870.1	1811	1514.63	685	64.6839
AT3G02900.2	759	462.691	0	0
AT3G02900.1	852	555.634	125	32.1762
AT1G31520.1	399	122.515	0	0
AT5G57660.1	1564	1267.63	246	27.7559
AT3G09110.1	1666	1369.63	0	0
AT4G23690.1	1139	842.634	1645	279.216
AT1G05035.1	363	96.2025	0	0
AT5G45700.1	1180	883.634	64	10.3591
AT5G40410.1	1981	1684.63	1	0.0849001
AT3G06580.1	2012	1715.63	657	54.7715
AT3G14920.1	2536	2239.63	704	44.9582
AT1G77610.1	1617	1320.63	448	48.5187
AT1G19170.1	1827	1530.63	111	10.3721
AT2G20740.1	1179	882.634	195.305	31.648
AT2G20740.2	935	638.634	0	0
AT2G20740.3	815	518.634	5.69479	1.57047
AT3G26940.1	1793	1496.63	0	0
AT4G27150.1	735	438.73	0	0
AT2G26000.1	1672	1375.63	0	0
AT2G26000.2	1892	1595.63	78	6.99157
AT2G26000.3	2370	2073.63	0	0
AT5G38743.1	183	32.7234	1	4.37075
AT4G15210.4	2461	2164.63	0	0
AT4G15210.1	2066	1769.63	0	0
AT4G15210.3	2291	1994.63	0	0
AT4G15210.2	1890	1593.63	0	0
AT1G29070.1	819	522.634	37	10.1255
AT4G27570.1	1655	1358.63	12	1.26326
AT5G65560.3	3618	3321.63	14.7473	0.635001
AT5G65560.2	3697	3400.63	22.3552	0.940226
AT5G65560.1	3623	3326.63	28.8975	1.24242
AT1G04170.1	1860	1563.63	845.895	77.374
AT1G04170.2	2026	1729.63	13.1048	1.08365
ATCG00905.1	258	43.6398	76.5	250.722
AT1G29250.1	795	498.649	423	121.327
AT3G51050.1	2543	2246.63	510	32.4677
AT5G23060.2	1608	1311.63	0	0
AT5G23060.1	1529	1232.63	2	0.232065
AT4G14770.2	3098	2801.63	0	0
AT4G14770.1	3064	2767.63	104.26	5.38793
AT4G14770.3	3072	2775.63	0	0
AT3G44140.1	216	35.1807	0	0
AT1G14630.2	1186	889.634	11.0844	1.78203
AT1G14630.1	1020	723.634	61.9156	12.2376
AT3G21480.1	3503	3206.63	105	4.68332
AT3G58760.4	1979	1682.63	0	0
AT3G58760.5	1946	1649.63	4.20943e-05	3.64963e-06
AT3G58760.2	2050	1753.63	0	0
AT3G58760.6	1827	1530.63	17.5188	1.63699
AT3G58760.3	2017	1720.63	0	0
AT3G58760.1	1839	1542.63	219.481	20.3492
AT2G03390.1	1459	1162.63	98.172	12.077
AT2G03390.6	1475	1178.63	0	0
AT2G03390.3	1546	1249.63	8.50873	0.973858
AT2G03390.2	1210	913.634	30.6315	4.79523
AT2G03390.7	1166	869.634	0	0
AT2G03390.4	1497	1200.63	13.6926	1.63113
AT2G03390.5	1476	1179.63	3.99511	0.48439
AT2G23093.2	1653	1356.63	0	0
AT2G23093.1	1834	1537.63	39	3.62765
AT1G62600.1	1548	1251.63	300	34.2813
AT1G62600.2	1253	956.634	0.000307388	4.59573e-05
AT3G54925.1	546	252.48	0	0
AT4G29550.3	1296	999.634	0	0
AT4G29550.1	1236	939.634	6	0.913284
AT4G29550.2	1382	1085.63	0	0
AT5G02280.1	661	365.083	173	67.7747
AT2G36080.2	1783	1486.63	0	0
AT2G36080.4	1695	1398.63	8.65175	0.884735
AT2G36080.1	1311	1014.63	152.909	21.5544
AT2G36080.3	2143	1846.63	20.4396	1.58309
AT5G40830.2	1808	1511.63	6.0768	0.574966
AT5G40830.3	1497	1200.63	0	0
AT5G40830.1	1706	1409.63	220.923	22.4155
AT3G58110.1	2818	2521.63	480	27.2253
AT3G58110.2	2618	2321.63	0	0
AT2G46900.1	2280	1983.63	313	22.5682
AT3G13440.2	1065	768.634	0.0730503	0.013593
AT3G13440.1	2047	1750.63	243.591	19.9012
AT3G13440.3	969	672.634	3.33591	0.709331
AT5G08370.1	1572	1275.63	103.428	11.5965
AT5G08370.2	1459	1162.63	27.5715	3.39181
AT5G02720.1	729	432.73	1	0.330519
AT5G02720.2	987	690.634	0	0
AT3G44750.2	1057	760.634	37.5625	7.06306
AT3G44750.1	1418	1121.63	508.437	64.8336
AT4G13020.7	2169	1872.63	10.2857	0.785584
AT4G13020.8	1927	1630.63	0	0
AT4G13020.1	2261	1964.63	610.2	44.4226
AT4G13020.2	1864	1567.63	38.6491	3.52621
AT4G13020.4	2094	1797.63	0	0
AT4G13020.6	2169	1872.63	11.5806	0.88449
AT4G13020.5	1887	1590.63	0.284847	0.0256127
AT4G13020.3	1867	1570.63	0	0
AT1G23530.1	1139	842.634	60	10.1842
AT4G28710.1	5230	4933.63	693	20.09
AT1G30795.1	713	416.78	0	0
AT3G30841.2	1817	1520.63	0	0
AT3G30841.1	1760	1463.63	114	11.14
AT2G03667.2	2158	1861.63	3.2875	0.252572
AT2G03667.1	2081	1784.63	54.7125	4.38481
AT1G34770.3	1075	778.634	25.0098	4.594
AT1G34770.6	687	390.874	0	0
AT1G34770.2	1103	806.634	0	0
AT1G34770.4	940	643.634	4.31253	0.958311
AT1G34770.5	744	447.717	2.66593	0.851645
AT1G34770.1	1029	732.634	30.0117	5.85891
AT3G43240.1	2952	2655.63	323	17.3959
AT1G79620.2	3366	3069.63	12.7536	0.594235
AT1G79620.3	3364	3067.63	5.98489	0.27904
AT1G79620.5	3284	2987.63	0	0
AT1G79620.4	3380	3083.63	0	0
AT1G79620.1	3305	3008.63	188.262	8.94965
AT2G24820.1	1825	1528.63	81	7.57871
AT4G33620.1	2526	2229.63	143	9.1731
AT5G49310.1	1786	1489.63	0	0
AT1G29810.1	948	651.634	65	14.2667
AT1G29810.2	590	295.045	0	0
AT4G28930.1	528	235.457	25	15.186
AT1G17470.2	1522	1225.63	65.4736	7.64045
AT1G17470.1	1602	1305.63	333.526	36.5361
AT1G34380.1	1380	1083.63	0	0
AT1G34380.3	1048	751.634	4.71775	0.897723
AT1G34380.2	1277	980.634	4.28225	0.624566
AT5G36240.1	765	468.691	0	0
AT2G20120.1	1259	962.634	17.1899	2.55403
AT2G20120.2	1203	906.634	126.81	20.0049
AT5G47670.3	1182	885.634	0	0
AT5G47670.1	1053	756.634	1	0.189029
AT5G47670.2	1087	790.634	0	0
AT5G04070.1	1501	1204.63	57	6.76758
AT2G30690.2	2997	2700.63	0	0
AT2G30690.1	2896	2599.63	0	0
AT1G11785.1	643	347.26	1	0.411869
AT1G27580.1	1221	924.634	0	0
AT2G43850.1	1973	1676.63	153	13.0517
AT2G43850.3	1703	1406.63	0	0
AT2G43850.2	1835	1538.63	0	0
AT4G18130.1	3912	3615.63	112	4.43044
AT1G23870.1	2973	2676.63	1032	55.1448
AT3G49560.1	1227	930.634	396	60.8597
AT5G36490.1	357	92.2406	0	0
AT5G46030.2	926	629.634	4.51802	1.0263
AT5G46030.1	886	589.634	378.968	91.925
AT5G46030.3	915	618.634	1.51396	0.35002
AT5G09650.1	1181	884.634	780	126.109
AT2G43000.1	1040	743.634	284	54.6226
AT2G43000.2	1375	1078.63	0	0
AT1G52040.1	1751	1454.63	0	0
AT3G05858.1	629	333.389	15	6.43507
AT5G60860.1	1046	749.634	48	9.1581
AT5G54035.1	258	43.6398	0	0
AT1G07901.1	153	34	0	0
AT4G10220.1	1203	906.634	1	0.157754
AT3G23790.1	2716	2419.63	55	3.25107
AT4G02075.2	1476	1179.63	36.3134	4.40285
AT4G02075.3	1357	1060.63	49.8048	6.71614
AT4G02075.1	973	676.634	223.882	47.3237
AT5G36190.1	438	154.249	0	0
AT1G52650.1	1398	1101.63	3	0.389491
AT1G26750.1	809	512.634	194	54.1262
AT5G14980.1	984	687.634	1	0.207997
AT5G50150.1	1846	1549.63	136	12.5523
AT2G15020.1	2088	1791.63	0	0
AT3G45070.3	1093	796.634	88.8034	15.9435
AT3G45070.2	1211	914.634	38.7557	6.06041
AT3G45070.1	1067	770.634	461.441	85.6409
AT4G22590.1	1763	1466.63	766	74.7
AT5G30490.3	984	687.634	40.5988	8.44442
AT5G30490.2	1163	866.634	11.6576	1.92392
AT5G30490.1	1252	955.634	144.744	21.6631
AT5G22670.1	1332	1035.63	0	0
AT4G35060.1	1123	826.634	524	90.6633
AT1G11480.2	2175	1878.63	54.2833	4.13273
AT1G11480.1	2312	2015.63	751.717	53.3404
AT3G49030.1	1332	1035.63	0	0
AT3G49030.2	1483	1186.63	0	0
AT1G12300.1	3238	2941.63	10	0.486211
AT5G47930.1	718	421.767	1546	524.264
AT1G61093.1	731	434.73	0	0
AT2G37970.1	836	539.634	1061	281.209
AT3G02420.2	1674	1377.63	6.46419	0.67111
AT3G02420.1	1534	1237.63	514.536	59.4616
AT1G58190.2	3294	2997.63	122.003	5.82113
AT1G58190.4	2864	2567.63	0	0
AT1G58190.3	3241	2944.63	4.54169	0.220597
AT1G58190.1	3168	2871.63	309.455	15.4128
AT1G09860.1	1396	1099.63	1	0.130066
AT1G13280.1	1343	1046.63	256	34.9831
AT5G15300.1	1957	1660.63	10	0.861271
AT4G34131.1	1762	1465.63	1396	136.23
AT2G02130.1	707	410.816	4395	1530.12
AT5G03435.2	2496	2199.63	3	0.195067
AT5G03435.1	2369	2072.63	0	0
AT3G18830.1	1997	1700.63	366	30.7811
AT2G03570.1	270	47.3811	0	0
AT4G21670.1	3900	3603.63	269	10.6764
AT1G02230.1	1436	1139.63	85	10.6676
AT5G20140.1	1363	1066.63	15	2.01136
AT5G20140.2	1416	1119.63	0	0
AT1G11630.1	1712	1415.63	57	5.75887
AT4G19440.1	3531	3234.63	35.6741	1.5774
AT4G19440.3	3555	3258.63	5.39774	0.236914
AT4G19440.2	3371	3074.63	7.32277	0.34064
AT4G19440.4	3552	3255.63	17.6054	0.773434
AT3G51890.1	1210	913.634	162	25.3604
AT1G44085.1	273	48.2914	0	0
AT1G07390.1	3267	2970.63	11	0.52961
AT1G07390.4	3615	3318.63	0	0
AT1G07390.3	3418	3121.63	0	0
AT1G07390.5	3451	3154.63	0	0
AT1G07390.2	3304	3007.63	3.39749e-05	1.61565e-06
AT1G13607.1	452	166.166	0	0
AT1G08580.1	855	558.634	210	53.7657
AT2G25125.1	225	36.4966	0	0
AT1G59750.2	2472	2175.63	50.1787	3.29873
AT1G59750.3	2353	2056.63	65.3373	4.54378
AT1G59750.1	2545	2248.63	313.528	19.9421
AT1G59750.4	2558	2261.63	58.9562	3.72838
AT3G25950.1	1170	873.634	52	8.51309
AT5G22145.1	411	131.994	0	0
AT1G70209.1	144	36.5057	0	0
AT1G63660.1	2136	1839.63	300	23.324
AT1G63660.2	1983	1686.63	0	0
AT2G21660.1	1165	868.634	9264.81	1525.5
AT2G21660.2	785	488.649	5.18549	1.51777
AT1G15320.2	1127	830.634	1	0.172188
AT1G15320.1	1450	1153.63	0	0
AT1G79310.1	1675	1378.63	58	6.01717
AT5G42980.1	1035	738.634	4938.3	956.229
AT1G70750.1	3211	2914.63	201	9.86338
AT5G35840.1	3802	3505.63	169	6.89499
AT2G45210.1	1177	880.634	111	18.0277
AT1G29390.1	1049	752.634	82.3189	15.6433
AT1G29390.2	1103	806.634	2.68111	0.475391
AT4G16460.2	1242	945.634	0	0
AT4G16460.3	1168	871.634	0	0
AT4G16460.1	1153	856.634	0	0
AT5G50210.1	2691	2394.63	356	21.263
AT1G17870.1	1856	1559.63	20	1.83409
AT5G38360.2	1459	1162.63	2.97616	0.366123
AT5G38360.1	1083	786.634	16.6871	3.03404
AT5G38360.3	1372	1075.63	19.3367	2.57118
AT1G15020.1	2139	1842.63	0	0
AT1G15020.2	2329	2032.63	212	14.9173
AT1G15020.3	2244	1947.63	0	0
AT1G23090.4	2538	2241.63	0	0
AT1G23090.1	2489	2192.63	18	1.17414
AT1G23090.3	2605	2308.63	0	0
AT1G23090.2	2690	2393.63	0	0
AT4G01790.1	680	383.919	37	13.784
AT4G38190.1	3749	3452.63	0	0
AT1G72810.1	2515	2218.63	195.442	12.5993
AT5G45573.1	588	293.079	0	0
AT2G01755.1	588	293.079	0	0
AT2G01755.2	621	325.495	0	0
AT5G25770.2	1588	1291.63	62.5144	6.92236
AT5G25770.1	1831	1534.63	233.788	21.7887
AT5G25770.3	1597	1300.63	499.698	54.9497
AT1G56610.3	2170	1873.63	0	0
AT1G56610.2	2161	1864.63	76.4506	5.86409
AT1G56610.1	2425	2128.63	23.5494	1.58232
AT4G09649.1	138	38.8033	1	3.68591
AT2G03210.2	1900	1603.63	0	0
AT2G03210.3	1809	1512.63	0	0
AT2G03210.1	1620	1323.63	6	0.648331
AT3G45990.1	402	124.863	0	0
AT5G51470.2	1745	1448.63	0	0
AT5G51470.1	2031	1734.63	11	0.906982
AT3G46350.1	1335	1038.63	0	0
AT5G64170.1	2537	2240.63	0	0
AT5G64170.2	2667	2370.63	212.375	12.813
AT5G64170.3	2575	2278.63	0	0
AT3G24850.1	1080	783.634	0	0
AT2G27630.1	4276	3979.63	2	0.0718788
AT4G01590.2	1045	748.634	26.8077	5.12158
AT4G01590.3	979	682.634	18.9537	3.97118
AT4G01590.1	1067	770.634	163.239	30.2962
AT5G35970.1	3475	3178.63	356	16.0185
AT2G31390.1	1466	1169.63	3427	419.061
AT4G14315.1	495	204.592	0	0
AT2G14635.1	371	101.908	0	0
AT1G53460.1	1519	1222.63	65	7.6038
AT5G52240.2	789	492.649	0	0
AT5G52240.1	1129	832.634	1487	255.429
AT2G23250.1	1317	1020.63	0	0
AT3G62270.1	2948	2651.63	1488	80.2607
AT2G04400.1	1428	1131.63	477	60.2873
AT1G76420.1	1438	1141.63	0	0
AT2G29150.1	807	510.634	0	0
AT5G58090.1	1929	1632.63	268	23.4779
AT5G06950.3	1643	1346.63	2.12867e-05	2.26086e-06
AT5G06950.5	2031	1734.63	4.27942	0.352851
AT5G06950.1	1867	1570.63	54.9074	4.99999
AT5G06950.4	1558	1261.63	56.8132	6.44065
AT5G06950.2	1624	1327.63	0	0
AT4G35350.2	1340	1043.63	24.3086	3.33138
AT4G35350.1	1317	1020.63	907.691	127.198
AT4G04930.1	1409	1112.63	8	1.02837
AT2G37900.2	2425	2128.63	2	0.134382
AT2G37900.1	2299	2002.63	0	0
AT5G19875.1	1098	801.634	86	15.3439
AT1G19350.3	1465	1168.63	0	0
AT1G19350.4	1502	1205.63	26.5391	3.14836
AT1G19350.6	1304	1007.63	91.9771	13.0554
AT1G19350.1	2202	1905.63	46.9816	3.52616
AT1G19350.5	1468	1171.63	0	0
AT3G06710.1	1631	1334.63	2	0.214329
AT4G29190.1	1533	1236.63	82	9.48388
AT1G68220.1	1007	710.634	189	38.039
AT2G33060.1	2779	2482.63	37	2.13159
AT4G17080.1	2214	1917.63	458	34.1596
AT4G15700.1	767	470.677	3	0.911616
AT1G28327.1	1267	970.634	0	0
AT3G56900.1	1692	1395.63	75	7.68605
AT3G25200.1	507	215.809	0	0
AT1G15825.1	536	243.019	0	0
AT3G49307.1	538	244.889	0	0
ATMG00500.1	426	144.152	0	0
AT4G12680.1	1910	1613.63	36	3.19088
AT2G19540.1	1653	1356.63	567	59.777
AT2G40190.1	1784	1487.63	102	9.80658
AT1G59830.1	1462	1165.63	275.536	33.8088
AT1G59830.2	1357	1060.63	7.46402	1.00652
AT1G67325.2	1734	1437.63	156.135	15.5333
AT1G67325.1	1261	964.634	76.8652	11.3967
AT5G64310.1	946	649.634	586	129.016
AT5G24280.3	4846	4549.63	69	2.16913
AT5G24280.1	4826	4529.63	0	0
AT5G24280.2	5050	4753.63	0	0
AT3G06360.1	817	520.634	15	4.12071
AT5G53770.1	1903	1606.63	136	12.107
AT3G25719.1	237	38.4334	2	7.44277
AT3G07230.1	636	340.33	171	71.8637
AT3G21352.1	582	287.223	7	3.48572
AT2G32835.1	288	54.0739	0	0
AT5G50345.1	391	116.347	0	0
AT3G02610.1	1236	939.634	9.82527	1.49554
AT3G02610.2	1444	1147.63	55.1747	6.87623
AT4G31354.2	421	140.029	2.26648	2.31499
AT4G31354.1	547	253.413	6.36035	3.58976
AT4G31354.3	331	75.7116	3.37317	6.3722
AT3G18270.1	1846	1549.63	119	10.9833
AT4G35680.1	1006	709.634	2	0.403097
AT2G28490.1	1780	1483.63	0	0
AT1G54215.1	853	556.634	5	1.28474
