target_id	length	eff_length	est_counts	tpm
AT3G05830.1	1358	1054.98	44.5502	8.62899
AT3G05830.3	1524	1220.98	7.89301	1.32095
AT5G11430.6	3634	3330.98	0	0
AT5G11430.2	2601	2297.98	10.4302	0.927474
AT5G11430.4	2791	2487.98	0.00202095	0.000165983
AT5G11430.3	3322	3018.98	9.04356	0.612114
AT5G11430.5	2373	2069.98	19.1295	1.88839
AT5G11430.1	3147	2843.98	50.3947	3.62086
AT1G20530.1	2269	1965.98	3	0.311814
AT4G23170.1	1824	1520.98	4	0.537391
AT1G44780.2	1644	1340.98	17.4745	2.66278
AT1G44780.1	1647	1343.98	11.5255	1.75235
AT1G60880.1	606	304.29	0	0
AT1G06160.1	1086	782.978	88	22.966
AT3G07260.1	1204	900.978	3.01274	0.683283
AT1G21090.1	1404	1100.98	105	19.4878
AT1G21090.2	1416	1112.98	0	0
AT1G76730.1	1500	1196.98	8	1.36571
AT1G03970.1	1190	886.978	147	33.8655
AT5G19160.1	2182	1878.98	25	2.71876
AT5G19160.2	2242	1938.98	0	0
AT3G49744.1	174	30.4739	0	0
AT5G28820.1	519	221.05	0	0
AT4G12530.1	730	427.141	1	0.47839
AT4G20050.1	1924	1620.98	4.7466	0.598354
AT4G20050.5	1742	1438.98	3.2714	0.46455
AT4G20050.3	1800	1496.98	5.98201	0.816553
AT4G20050.2	1873	1569.98	0	0
AT4G20050.6	1732	1428.98	0	0
AT4G20050.7	1707	1403.98	0	0
AT4G20050.4	1981	1677.98	0	0
AT5G53810.1	1574	1270.98	6	0.964642
AT2G28690.1	1117	813.978	46	11.5478
AT5G01530.1	1396	1092.98	183	34.2131
AT3G62800.3	1283	979.978	3.1611	0.659136
AT3G62800.1	1368	1064.98	62.1759	11.9298
AT3G62800.2	1297	993.978	36.663	7.5371
ATCG00900.1	468	174.935	63	73.5897
AT3G11385.1	2459	2155.98	31	2.93813
AT5G07010.1	1779	1475.98	102	14.1213
AT3G63040.1	654	351.5	0	0
AT2G26570.2	2921	2617.98	0	0
AT2G26570.1	2941	2637.98	600	46.4765
AT3G05560.2	756	453.03	0	0
AT3G05560.3	841	537.992	8.11713	3.08304
AT3G05560.1	840	536.992	666.883	253.767
AT5G12080.3	2694	2390.98	109.309	9.34183
AT5G12080.2	2805	2501.98	44.4219	3.628
AT5G12080.1	2754	2450.98	1.26944	0.105834
AT1G50870.1	1191	887.978	0	0
AT2G20610.2	1748	1444.98	70.075	9.90957
AT2G20610.1	1794	1490.98	515.925	70.708
AT5G02940.2	2792	2488.98	0	0
AT5G02940.1	2920	2616.98	14	1.09315
AT1G68430.1	945	641.978	14	4.45616
AT1G66550.2	856	552.992	0	0
AT1G66550.1	765	462.03	0	0
AT1G09380.1	1641	1337.98	13	1.9854
AT3G48840.1	757	454.03	0	0
AT3G48840.2	667	364.381	2	1.12157
AT5G61800.1	1629	1325.98	6	0.92463
AT5G01445.1	589	287.69	2	1.42055
AT4G35500.1	1975	1671.98	83.1818	10.166
AT4G35500.2	1638	1334.98	53.8182	8.23775
AT1G80310.1	1937	1633.98	330.919	41.3836
AT2G39400.2	1307	1003.98	3.32995	0.677745
AT2G39400.1	1394	1090.98	92.6701	17.3571
AT4G04990.1	1217	913.978	393	87.8638
AT3G60530.1	1465	1161.98	250	43.9638
AT2G46180.1	2540	2236.98	167	15.2548
AT2G22270.1	1398	1094.98	128	23.8868
AT2G22270.2	1174	870.978	0	0
AT2G43660.1	471	177.51	0	0
AT2G43660.2	597	295.481	1	0.69155
AT1G03910.2	2466	2162.98	0	0
AT1G03910.1	2565	2261.98	496	44.8071
AT1G77590.1	2692	2388.98	312.614	26.7393
AT1G77590.2	2669	2365.98	83.3861	7.20172
AT1G79020.1	2134	1830.98	124	13.8386
AT5G24420.1	1321	1017.98	0	0
AT5G39490.1	1701	1397.98	6	0.877009
AT3G26922.2	1894	1590.98	0	0
AT3G26922.1	1793	1489.98	13	1.78286
AT3G26922.4	1661	1357.98	0	0
AT3G26922.5	1642	1338.98	0	0
AT3G26922.3	1711	1407.98	0	0
AT3G50450.1	926	622.978	2	0.65601
AT3G17160.1	882	578.978	146	51.5281
AT1G34315.1	819	516.006	123	48.7084
AT5G08580.2	1818	1514.98	16.2773	2.19548
AT5G08580.1	1736	1432.98	101.723	14.5055
AT2G28360.1	3032	2728.98	291	21.7894
AT4G25000.1	1606	1302.98	4	0.627301
AT5G27410.4	1734	1430.98	26.6652	3.80771
AT5G27410.1	2156	1852.98	159.481	17.587
AT5G27410.3	2229	1925.98	16.8537	1.78812
AT5G27410.2	3153	2849.98	0	0
AT5G65200.1	1982	1678.98	93	11.3186
AT5G23535.1	1015	711.978	148	42.4765
AT5G23535.2	830	526.992	0	0
AT1G05230.1	3520	3216.98	0	0
AT1G05230.5	3644	3340.98	0	0
AT1G05230.12	2134	1830.98	0	0
AT1G05230.6	3553	3249.98	0	0
AT1G05230.2	2983	2679.98	0	0
AT1G05230.11	2424	2120.98	0	0
AT1G05230.3	2678	2374.98	32	2.75324
AT1G05230.7	3526	3222.98	0	0
AT1G05230.10	2557	2253.98	0	0
AT1G05230.9	3140	2836.98	0	0
AT1G05230.4	2974	2670.98	0	0
AT1G05230.8	3231	2927.98	0	0
AT1G79830.1	3669	3365.98	18.9075	1.14782
AT1G79830.3	3588	3284.98	306.137	19.043
AT1G79830.2	3278	2974.98	843.972	57.9692
AT1G79830.4	3547	3243.98	0	0
AT1G79830.5	3718	3414.98	13.9839	0.836744
AT5G09480.1	840	536.992	1111	422.765
AT5G56480.1	409	126.193	0	0
AT5G60820.1	1648	1344.98	61	9.26761
AT5G55820.7	5630	5326.98	6.31441e-05	2.42217e-06
AT5G55820.5	5831	5527.98	29.2149	1.07992
AT5G55820.8	5630	5326.98	6.70835e-05	2.57329e-06
AT5G55820.10	5271	4967.98	0	0
AT5G55820.4	5292	4988.98	0	0
AT5G55820.9	5896	5592.98	123.636	4.51705
AT5G55820.2	5622	5318.98	0	0
AT5G55820.11	5449	5145.98	0.148654	0.00590285
AT5G55820.3	5610	5306.98	1.58845e-06	6.11618e-08
AT5G55820.6	5642	5338.98	0	0
AT5G55820.1	5481	5177.98	0.000224218	8.84839e-06
AT5G44950.1	1317	1013.98	0	0
AT4G31140.1	2171	1867.98	107	11.7048
AT4G35910.1	2164	1860.98	88	9.66261
AT3G56220.2	541	241.611	0	0
AT3G56220.1	905	601.978	47	15.954
AT2G19970.1	926	622.978	775	254.204
AT5G54520.1	1864	1560.98	55	7.19978
AT2G04032.1	1403	1099.98	0	0
AT5G03455.1	704	401.245	201.817	102.778
AT5G03455.2	1006	702.978	1.18348	0.34401
AT1G48140.2	563	262.574	0	0
AT1G48140.1	743	440.053	97	45.0423
AT4G15050.1	1191	887.978	0	0
ATCG00420.1	477	182.795	2	2.23572
AT5G30360.1	420	134.892	0	0
AT2G32600.1	1301	997.978	208	42.5888
AT2G41010.1	1250	946.978	83	17.9098
AT5G07170.2	1274	970.978	0	0
AT5G07170.1	1612	1308.98	0	0
AT5G32670.1	700	397.245	0	0
AT1G60250.1	756	453.03	0	0
AT4G09012.1	1175	871.978	23	5.38984
AT3G26355.1	64	20.9577	0	0
AT5G02710.1	1195	891.978	19.2809	4.41699
AT5G02710.2	1778	1474.98	0	0
AT5G02710.3	1348	1044.98	2.71909	0.531704
AT4G10110.1	836	532.992	140	53.6735
AT5G13900.1	754	451.03	53	24.0117
AT5G16380.1	1108	804.978	82	20.8153
AT5G40630.1	937	633.978	15	4.83471
AT1G55670.1	780	477.018	11.4178	4.89102
AT5G66940.1	897	593.978	0	0
AT3G06520.1	1598	1294.98	3	0.473382
AT3G06520.2	1668	1364.98	0	0
AT3G52870.1	1811	1507.98	301	40.7873
AT3G02900.2	759	456.03	0	0
AT3G02900.1	852	548.992	99	36.8487
AT1G31520.1	399	118.693	0	0
AT5G57660.1	1564	1260.98	380	61.5785
AT3G09110.1	1666	1362.98	0	0
AT4G23690.1	1139	835.978	577	141.037
AT1G05035.1	363	93.5166	0	0
AT5G45700.1	1180	876.978	33	7.68915
AT5G40410.1	1981	1677.98	3	0.365332
AT3G06580.1	2012	1708.98	542	64.8061
AT3G14920.1	2536	2232.98	388	35.5059
AT1G77610.1	1617	1313.98	292	45.4096
AT1G19170.1	1827	1523.98	97	13.0061
AT2G20740.1	1179	875.978	229.105	53.4435
AT2G20740.2	935	631.978	0	0
AT2G20740.3	815	512.006	11.8948	4.74716
AT3G26940.1	1793	1489.98	0	0
AT4G27150.1	735	432.075	0	0
AT2G26000.1	1672	1368.98	0	0
AT2G26000.2	1892	1588.98	67.171	8.63808
AT2G26000.3	2370	2066.98	10.829	1.07055
AT5G38743.1	183	30.9134	2	13.2202
AT4G15210.4	2461	2157.98	0	0
AT4G15210.1	2066	1762.98	0	0
AT4G15210.3	2291	1987.98	0	0
AT4G15210.2	1890	1586.98	0	0
AT1G29070.1	819	516.006	58	22.9682
AT4G27570.1	1655	1351.98	2	0.302283
AT5G65560.3	3618	3314.98	0	0
AT5G65560.2	3697	3393.98	17.3588	1.04511
AT5G65560.1	3623	3319.98	54.6412	3.36309
AT1G04170.1	1860	1556.98	547.777	71.8909
AT1G04170.2	2026	1722.98	6.22346	0.738083
ATCG00905.1	258	44.1906	67.5	312.124
AT1G29250.1	795	492.006	215	89.2938
AT3G51050.1	2543	2239.98	429	39.1351
AT5G23060.2	1608	1304.98	17	2.66194
AT5G23060.1	1529	1225.98	0	0
AT4G14770.2	3098	2794.98	0	0
AT4G14770.1	3064	2760.98	51.0131	3.77548
AT4G14770.3	3072	2768.98	0	0
AT3G44140.1	216	35.7043	0	0
AT1G14630.2	1186	882.978	3.08371	0.713637
AT1G14630.1	1020	716.978	11.9163	3.39616
AT3G21480.1	3503	3199.98	104	6.64109
AT3G58760.4	1979	1675.98	0	0
AT3G58760.5	1946	1642.98	0	0
AT3G58760.2	2050	1746.98	0	0
AT3G58760.6	1827	1523.98	27.8154	3.72957
AT3G58760.3	2017	1713.98	0	0
AT3G58760.1	1839	1535.98	146.185	19.4478
AT2G03390.1	1459	1155.98	85.397	15.0954
AT2G03390.6	1475	1171.98	4.1059	0.715883
AT2G03390.3	1546	1242.98	2.65778	0.436927
AT2G03390.2	1210	906.978	22.2617	5.01551
AT2G03390.7	1166	862.978	0	0
AT2G03390.4	1497	1193.98	5.57763	0.954567
AT2G03390.5	1476	1172.98	0	0
AT2G23093.2	1653	1349.98	0	0
AT2G23093.1	1834	1530.98	21	2.80287
AT1G62600.1	1548	1244.98	177.251	29.0925
AT1G62600.2	1253	949.978	37.7489	8.11978
AT3G54925.1	546	246.366	0	0
AT4G29550.3	1296	992.978	0	0
AT4G29550.1	1236	932.978	2	0.438038
AT4G29550.2	1382	1078.98	0	0
AT5G02280.1	661	358.464	123	70.1153
AT2G36080.2	1783	1479.98	7.38232	1.01927
AT2G36080.4	1695	1391.98	0	0
AT2G36080.1	1311	1007.98	55.3868	11.2282
AT2G36080.3	2143	1839.98	9.23083	1.02514
AT5G40830.2	1808	1504.98	0	0
AT5G40830.3	1497	1193.98	0	0
AT5G40830.1	1706	1402.98	118	17.1864
AT3G58110.1	2818	2514.98	495.764	40.2805
AT3G58110.2	2618	2314.98	0	0
AT2G46900.1	2280	1976.98	523	54.0571
AT3G13440.2	1065	761.978	0	0
AT3G13440.1	2047	1743.98	306	35.8537
AT3G13440.3	969	665.978	0	0
AT5G08370.1	1572	1268.98	80	12.8822
AT5G08370.2	1459	1155.98	0	0
AT5G02720.1	729	426.141	0	0
AT5G02720.2	987	683.978	0	0
AT3G44750.2	1057	753.978	0	0
AT3G44750.1	1418	1114.98	324.92	59.5475
AT4G13020.7	2169	1865.98	12.2917	1.34604
AT4G13020.8	1927	1623.98	4.43288	0.557775
AT4G13020.1	2261	1957.98	454.213	47.4029
AT4G13020.2	1864	1560.98	0	0
AT4G13020.4	2094	1790.98	0	0
AT4G13020.6	2169	1865.98	12.062	1.32089
AT4G13020.5	1887	1583.98	0	0
AT4G13020.3	1867	1563.98	0	0
AT1G23530.1	1139	835.978	27	6.59967
AT4G28710.1	5230	4926.98	737	30.5661
AT1G30795.1	713	410.204	0	0
AT3G30841.2	1817	1513.98	5.94361	0.802202
AT3G30841.1	1760	1456.98	81.0564	11.3681
AT2G03667.2	2158	1854.98	0	0
AT2G03667.1	2081	1777.98	39	4.4822
AT1G34770.3	1075	771.978	8.12035	2.14943
AT1G34770.6	687	384.285	0	0
AT1G34770.2	1103	799.978	3.14582	0.803543
AT1G34770.4	940	636.978	0	0
AT1G34770.5	744	441.053	14.105	6.53487
AT1G34770.1	1029	725.978	32.6288	9.18398
AT3G43240.1	2952	2648.98	274	21.1361
AT1G79620.2	3366	3062.98	5.42888	0.362176
AT1G79620.3	3364	3060.98	10.3588	0.691519
AT1G79620.5	3284	2980.98	0	0
AT1G79620.4	3380	3076.98	6.2405	0.414427
AT1G79620.1	3305	3001.98	92.9718	6.32844
AT2G24820.1	1825	1521.98	35	4.69908
AT4G33620.1	2526	2222.98	135	12.4094
AT5G49310.1	1786	1482.98	0	0
AT1G29810.1	948	644.978	74.2942	23.5377
AT1G29810.2	590	288.683	6.70581	4.74661
AT4G28930.1	528	229.468	9	8.01446
AT1G17470.2	1522	1218.98	0	0
AT1G17470.1	1602	1298.98	452	71.1033
AT1G34380.1	1380	1076.98	1.40694	0.266945
AT1G34380.3	1048	744.978	2.0867	0.572362
AT1G34380.2	1277	973.978	8.50636	1.78463
AT5G36240.1	765	462.03	0	0
AT2G20120.1	1259	955.978	17.071	3.64893
AT2G20120.2	1203	899.978	213.929	48.5725
AT5G47670.3	1182	878.978	0	0
AT5G47670.1	1053	749.978	1	0.272461
AT5G47670.2	1087	783.978	0	0
AT5G04070.1	1501	1197.98	38	6.48168
AT2G30690.2	2997	2693.98	0	0
AT2G30690.1	2896	2592.98	4	0.31522
AT1G11785.1	643	340.606	3	1.79979
AT1G27580.1	1221	917.978	0	0
AT2G43850.1	1973	1669.98	142.682	17.4587
AT2G43850.3	1703	1399.98	6.31825	0.922207
AT2G43850.2	1835	1531.98	0	0
AT4G18130.1	3912	3608.98	126	7.1341
AT1G23870.1	2973	2669.98	1614	123.523
AT3G49560.1	1227	923.978	222	49.0958
AT5G36490.1	357	89.5474	0	0
AT5G46030.2	926	622.978	1.56423	0.513075
AT5G46030.1	886	582.978	304.291	106.657
AT5G46030.3	915	611.978	3.14502	1.05013
AT5G09650.1	1181	877.978	584	135.92
AT2G43000.1	1040	736.978	156.42	43.3701
AT2G43000.2	1375	1071.98	3.58015	0.682445
AT1G52040.1	1751	1447.98	0	0
AT3G05858.1	629	326.793	11	6.87817
AT5G60860.1	1046	742.978	40	11.0011
AT5G54035.1	258	44.1906	0	0
AT1G07901.1	153	32.0065	0	0
AT4G10220.1	1203	899.978	0	0
AT3G23790.1	2716	2412.98	52	4.40355
AT4G02075.2	1476	1172.98	13.1815	2.29629
AT4G02075.3	1357	1053.98	20.0728	3.89162
AT4G02075.1	973	669.978	110.746	33.7769
AT5G36190.1	438	149.19	1	1.36966
AT1G52650.1	1398	1094.98	3	0.559847
AT1G26750.1	809	506.006	152	61.382
AT5G14980.1	984	680.978	0	0
AT5G50150.1	1846	1542.98	141	18.6729
AT2G15020.1	2088	1784.98	1	0.114478
AT3G45070.3	1093	789.978	20.6017	5.32894
AT3G45070.2	1211	907.978	46.168	10.3901
AT3G45070.1	1067	763.978	344.23	92.0707
AT4G22590.1	1763	1459.98	326	45.6273
AT5G30490.3	984	680.978	34.2627	10.2811
AT5G30490.2	1163	859.978	0	0
AT5G30490.1	1252	948.978	63.7373	13.7243
AT5G22670.1	1332	1028.98	0	0
AT4G35060.1	1123	819.978	187	46.6007
AT1G11480.2	2175	1871.98	0	0
AT1G11480.1	2312	2008.98	788	80.1501
AT3G49030.1	1332	1028.98	0	0
AT3G49030.2	1483	1179.98	0	0
AT1G12300.1	3238	2934.98	34	2.36716
AT5G47930.1	718	415.173	947	466.095
AT1G61093.1	731	428.141	0	0
AT2G37970.1	836	532.992	239	91.6284
AT3G02420.2	1674	1370.98	3.17794	0.473662
AT3G02420.1	1534	1230.98	316.822	52.5918
AT1G58190.2	3294	2990.98	81.1473	5.54388
AT1G58190.4	2864	2560.98	0	0
AT1G58190.3	3241	2937.98	16.8888	1.17464
AT1G58190.1	3168	2864.98	278.964	19.8966
AT1G09860.1	1396	1092.98	4	0.747828
AT1G13280.1	1343	1039.98	331	65.0365
AT5G15300.1	1957	1653.98	6	0.741267
AT4G34131.1	1762	1458.98	615	86.135
AT2G02130.1	707	404.225	1876	948.338
AT5G03435.2	2496	2192.98	2	0.186358
AT5G03435.1	2369	2065.98	0	0
AT3G18830.1	1997	1693.98	318	38.3595
AT2G03570.1	270	47.7196	0	0
AT4G21670.1	3900	3596.98	229	13.0092
AT1G02230.1	1436	1132.98	75	13.5267
AT5G20140.1	1363	1059.98	14	2.69888
AT5G20140.2	1416	1112.98	0	0
AT1G11630.1	1712	1408.98	39	5.65605
AT4G19440.1	3531	3227.98	48.2354	3.05343
AT4G19440.3	3555	3251.98	18.7646	1.17909
AT4G19440.2	3371	3067.98	0	0
AT4G19440.4	3552	3248.98	0	0
AT3G51890.1	1210	906.978	147	33.1187
AT1G44085.1	273	48.6175	0	0
AT1G07390.1	3267	2963.98	6.99998	0.482587
AT1G07390.4	3615	3311.98	0	0
AT1G07390.3	3418	3114.98	0	0
AT1G07390.5	3451	3147.98	0	0
AT1G07390.2	3304	3000.98	1.57996e-05	1.07581e-06
AT1G13607.1	452	160.959	0	0
AT1G08580.1	855	551.992	114	42.2012
AT2G25125.1	225	37.1138	0	0
AT1G59750.2	2472	2168.98	93.6826	8.82586
AT1G59750.3	2353	2049.98	113.79	11.3425
AT1G59750.1	2545	2241.98	174.279	15.8843
AT1G59750.4	2558	2254.98	57.248	5.18765
AT3G25950.1	1170	866.978	69	16.2628
AT5G22145.1	411	127.777	0	0
AT1G70209.1	144	32.0958	0	0
AT1G63660.1	2136	1832.98	255	28.4273
AT1G63660.2	1983	1679.98	0	0
AT2G21660.1	1165	861.978	9918.57	2351.29
AT2G21660.2	785	482.006	13.4333	5.69488
AT1G15320.2	1127	823.978	0	0
AT1G15320.1	1450	1146.98	0	0
AT1G79310.1	1675	1371.98	63	9.3831
AT5G42980.1	1035	731.978	3585	1000.79
AT1G70750.1	3211	2907.98	180	12.6484
AT5G35840.1	3802	3498.98	220	12.848
AT2G45210.1	1177	873.978	135	31.5636
AT1G29390.1	1049	745.978	47.2493	12.9426
AT1G29390.2	1103	799.978	2.75075	0.702628
AT4G16460.2	1242	938.978	0	0
AT4G16460.3	1168	864.978	0	0
AT4G16460.1	1153	849.978	0	0
AT5G50210.1	2691	2387.98	246	21.0503
AT1G17870.1	1856	1552.98	16	2.10527
AT5G38360.2	1459	1155.98	0	0
AT5G38360.1	1083	779.978	8.33826	2.18447
AT5G38360.3	1372	1068.98	42.6617	8.15498
AT1G15020.1	2139	1835.98	45.1686	5.02715
AT1G15020.2	2329	2025.98	207.831	20.9619
AT1G15020.3	2244	1940.98	0	0
AT1G23090.4	2538	2234.98	0	0
AT1G23090.1	2489	2185.98	20	1.86955
AT1G23090.3	2605	2301.98	0	0
AT1G23090.2	2690	2386.98	0	0
AT4G01790.1	680	377.334	34	18.4122
AT4G38190.1	3749	3445.98	1	0.0592981
AT1G72810.1	2515	2211.98	195.016	18.0154
AT5G45573.1	588	286.734	0	0
AT2G01755.1	588	286.734	0	0
AT2G01755.2	621	318.9	0	0
AT5G25770.2	1588	1284.98	291.052	46.2837
AT5G25770.1	1831	1527.98	215.484	28.8172
AT5G25770.3	1597	1293.98	255.464	40.3419
AT1G56610.3	2170	1866.98	0	0
AT1G56610.2	2161	1857.98	64.4038	7.08311
AT1G56610.1	2425	2121.98	6.59618	0.635192
AT4G09649.1	138	32.8879	0	0
AT2G03210.2	1900	1596.98	0	0
AT2G03210.3	1809	1505.98	0	0
AT2G03210.1	1620	1316.98	1	0.155158
AT3G45990.1	402	120.923	0	0
AT5G51470.2	1745	1441.98	1.95812	0.277481
AT5G51470.1	2031	1727.98	6.04188	0.714475
AT3G46350.1	1335	1031.98	0	0
AT5G64170.1	2537	2233.98	29.2255	2.67322
AT5G64170.2	2667	2363.98	124.775	10.7854
AT5G64170.3	2575	2271.98	0	0
AT3G24850.1	1080	776.978	3	0.788979
AT2G27630.1	4276	3972.98	2	0.102865
AT4G01590.2	1045	741.978	48.7966	13.4385
AT4G01590.3	979	675.978	16.1943	4.89534
AT4G01590.1	1067	763.978	111.009	29.6914
AT5G35970.1	3475	3171.98	126	8.11696
AT2G31390.1	1466	1162.98	1893	332.608
AT4G14315.1	495	199.027	0	0
AT2G14635.1	371	98.7012	0	0
AT1G53460.1	1519	1215.98	64	10.7549
AT5G52240.2	789	486.006	46.5906	19.5889
AT5G52240.1	1129	825.978	1020.41	252.441
AT2G23250.1	1317	1013.98	1	0.201523
AT3G62270.1	2948	2644.98	703	54.3108
AT2G04400.1	1428	1124.98	421	76.47
AT1G76420.1	1438	1134.98	0	0
AT2G29150.1	807	504.006	0	0
AT5G58090.1	1929	1625.98	273	34.3085
AT5G06950.3	1643	1339.98	2.74506e-07	4.18608e-08
AT5G06950.5	2031	1727.98	0	0
AT5G06950.1	1867	1563.98	75.9213	9.91941
AT5G06950.4	1558	1254.98	57.0787	9.29376
AT5G06950.2	1624	1320.98	0	0
AT4G35350.2	1340	1036.98	29.897	5.89129
AT4G35350.1	1317	1013.98	589.103	118.718
AT4G04930.1	1409	1105.98	9	1.66284
AT2G37900.2	2425	2121.98	0	0
AT2G37900.1	2299	1995.98	0	0
AT5G19875.1	1098	794.978	35	8.99635
AT1G19350.3	1465	1161.98	0	0
AT1G19350.4	1502	1198.98	25.4777	4.34213
AT1G19350.6	1304	1000.98	89.1067	18.1903
AT1G19350.1	2202	1898.98	35.1336	3.78056
AT1G19350.5	1468	1164.98	7.10352	1.24597
AT3G06710.1	1631	1327.98	5	0.769365
AT4G29190.1	1533	1229.98	114	18.9392
AT1G68220.1	1007	703.978	178	51.6671
AT2G33060.1	2779	2475.98	39	3.21863
AT4G17080.1	2214	1910.98	397	42.451
AT4G15700.1	767	464.03	4	1.76144
AT1G28327.1	1267	963.978	0	0
AT3G56900.1	1692	1388.98	56	8.23846
AT3G25200.1	507	209.876	0	0
AT1G15825.1	536	236.926	2	1.72493
AT3G49307.1	538	238.791	0	0
ATMG00500.1	426	139.544	0	0
AT4G12680.1	1910	1606.98	44	5.59495
AT2G19540.1	1653	1349.98	328	49.6478
AT2G40190.1	1784	1480.98	108	14.9014
AT1G59830.1	1462	1158.98	236.823	41.7543
AT1G59830.2	1357	1053.98	18.1772	3.52411
AT1G67325.2	1734	1430.98	131.106	18.7216
AT1G67325.1	1261	957.978	110.894	23.654
AT5G64310.1	946	642.978	265	84.2176
AT5G24280.3	4846	4542.98	85	3.82324
AT5G24280.1	4826	4522.98	0	0
AT5G24280.2	5050	4746.98	0	0
AT3G06360.1	817	514.006	6	2.38526
AT5G53770.1	1903	1599.98	114	14.5594
AT3G25719.1	237	39.0576	0	0
AT3G07230.1	636	333.709	71	43.4754
AT3G21352.1	582	280.85	19	13.8239
AT2G32835.1	288	53.7019	0	0
AT5G50345.1	391	112.886	0	0
AT3G02610.1	1236	932.978	4.08718	0.895169
AT3G02610.2	1444	1140.98	32.9128	5.89442
AT4G31354.2	421	135.673	3.36746	5.07181
AT4G31354.1	547	247.316	6.38204	5.27304
AT4G31354.3	331	73.9036	1.25051	3.45759
AT3G18270.1	1846	1542.98	117	15.4946
AT4G35680.1	1006	702.978	1	0.290678
AT2G28490.1	1780	1476.98	0	0
AT1G54215.1	853	549.992	5	1.85766
AT3G24200.2	2212	1908.98	10.0513	1.0759
AT3G24200.1	1892	1588.98	238.949	30.7284
AT5G46680.1	1770	1466.98	12	1.67152
