Mock_Flg22_vs_Mock,HKSynCom33_Flg22_vs_HKSynCom33,HKSynCom35_Flg22_vs_HKSynCom35,SynCom33_Flg22_vs_SynCom33,SynCom35_Flg22_vs_SynCom35,HKSynCom33_vs_Mock,HKSynCom35_vs_Mock,SynCom33_vs_Mock,SynCom35_vs_Mock,SynCom33_vs_SynCom35,HKSynCom33_vs_HKSynCom35,HKSynCom33_Flg22_vs_Mock,HKSynCom35_Flg22_vs_Mock,SynCom33_Flg22_vs_Mock,SynCom35_Flg22_vs_Mock,SynCom33_Flg22_vs_SynCom35_Flg22,HKSynCom33_Flg22_vs_HKSynCom35_Flg22,HKSynCom33_Flg22_vs_Mock_Flg22,HKSynCom35_Flg22_vs_Mock_Flg22,SynCom33_Flg22_vs_Mock_Flg22,SynCom35_Flg22_vs_Mock_Flg22,SynCom33_vs_HKSynCom33,SynCom35_vs_HKSynCom35,category,term,size
5.143124679434799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GO:0006083,acetate metabolic process,5
5.075607222435502,0,7.527937299609796,0,0,0,0,0,0,11.338385244684329,0,7.687126852660488,7.330930965230727,9.794137278765081,0,21.381984421317213,0,0,0,6.288749778832119,0,6.621541021813949,0,GO:0071555,cell wall organization,285
5.003702929213141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GO:0006536,glutamate metabolic process,6
4.929966585026666,17.090502046172308,13.581332706419918,5.023912481242114,0,0,0,14.12539144142761,5.8285892051563595,42.847832397634754,0,9.20854384387188,12.863358839348928,12.363189761647972,10.045624758851828,11.667683033869308,0,0,0,6.34613992901491,0,18.741828812649572,7.523358014501606,GO:0006538,glutamate catabolic process,6
4.817884307736181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GO:0006488,dolichol-linked oligosaccharide biosynthetic process,13
4.6499452705309405,0,6.697096224646917,0,0,0,0,5.150397210267226,0,6.372311230529918,0,6.8468732403571755,6.486989046370526,10.409860287976022,0,10.467193495421682,0,0,0,7.834041141763895,0,8.287663161462621,5.201413185911285,GO:0048829,root cap development,20
4.645580958419009,0,0,0,0,0,0,50.57188619498446,12.916127245325995,41.673072413350674,0,0,0,16.29831191093243,13.261970516632282,10.675973882490888,0,0,0,25.891531495101205,11.698621026838637,51.729605364062216,9.896393776875403,GO:0000272,polysaccharide catabolic process,17
4.328735084794754,0,0,0,0,0,0,0,0,0,0,0,0,0,4.363913778453509,0,0,0,0,0,0,0,0,GO:0009807,lignan biosynthetic process,16
0,0,5.767377822577734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GO:0006032,chitin catabolic process,19
0,0,0,0,0,0,0,0,0,11.097445258365124,0,0,0,0,0,7.2692460998352795,0,0,0,0,0,0,0,GO:0019762,glucosinolate catabolic process,27
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.9302496491571,0,0,0,0,0,0,0,GO:0055114,oxidation-reduction process,1349
0,15.273085030698416,5.2350294117279255,0,0,0,0,7.791143367507738,4.491953888033566,0,0,13.55230055539849,12.80365831176069,6.449908313783591,4.728911703634987,0,0,0,0,7.55831951145857,7.721487886427531,8.224741511558394,6.340429747023084,GO:0010102,lateral root morphogenesis,27
0,0,0,6.581885916583309,0,0,0,0,15.295856947534853,0,0,0,0,7.049842380266005,24.200400767838502,6.513059319864448,0,0,0,5.326123238302239,24.7637397588269,4.323434466938019,12.400484435925069,GO:0016998,cell wall macromolecule catabolic process,26
0,14.236328047100034,4.839027447527066,0,0,0,0,6.920363184884154,5.381294965394901,0,0,12.699836664189187,11.886740495367828,7.468980021164058,7.611099041006877,0,0,0,0,6.750092674304254,8.858401653057937,7.361893291736461,7.329179378131261,GO:0019760,glucosinolate metabolic process,41
0,0,11.51683411092138,0,0,0,0,7.869134175967665,0,10.39902331611008,0,4.51661626263215,0,6.173465085863888,0,11.93151739082921,0,0,0,0,0,10.67078662800889,0,GO:0009651,response to salt stress,699
0,0,0,0,0,0,0,0,0,5.406815835640065,0,0,0,6.199019707906333,0,0,0,0,0,0,0,0,0,GO:0005975,carbohydrate metabolic process,350
0,0,0,0,0,0,0,0,0,5.3608356090572915,0,0,0,0,0,6.023160328962275,0,0,0,0,0,6.270487370481137,0,GO:0010411,xyloglucan metabolic process,48
0,0,11.227984709044563,0,0,0,0,7.5263742872038435,0,10.088684500245218,0,4.405529785996453,0,5.7621993159419445,0,14.57141821650498,0,0,0,0,0,10.250396409910078,0,GO:0009733,response to auxin,315
0,0,0,0,0,0,0,12.111280775740335,10.728986800695138,21.636081982748443,0,0,0,0,6.407651782302396,11.493851331220746,0,0,0,0,0,8.861143632598399,12.543516827997681,GO:0006631,fatty acid metabolic process,63
0,0,0,0,0,0,0,6.216561358432196,0,13.356892156259981,0,0,0,8.943317905058834,0,12.876074125239937,0,0,0,4.643620354740637,0,12.17229950266878,0,GO:0042546,cell wall biogenesis,53
0,0,0,0,0,0,0,4.962156002755156,5.013598399672054,0,0,0,0,0,0,6.54779904838427,0,0,0,0,5.880042238724983,8.819541963339159,7.342801685026356,GO:0009407,toxin catabolic process,52
0,0,6.302981880112476,0,0,0,0,39.75497015441534,28.762046672783626,43.83674435688747,0,0,0,43.4709781723021,31.741906798370465,12.948601666449447,0,0,0,30.170960691493374,17.886166460079593,38.21755266157867,35.06921002256121,GO:0009809,lignin biosynthetic process,67
0,5.374088600339051,0,0,0,0,0,0,0,8.70382291443245,0,0,0,0,0,9.484452244815026,0,0,0,0,0,6.409723565650331,0,GO:0051707,response to other organism,63
0,0,0,0,0,0,0,0,0,0,0,5.893707875141906,0,0,0,0,0,0,0,0,0,0,0,GO:0006749,glutathione metabolic process,57
0,0,11.137650212012652,0,0,0,0,17.172740338122942,11.644863630454731,14.867840319960994,0,4.6460531696858025,0,6.221600504534788,8.701270004590937,9.001591563163483,0,0,0,6.075111152240215,10.615504016048373,18.78175215402009,10.19462694580545,GO:0009058,biosynthetic process,110
0,0,0,0,0,0,0,0,5.414256887654033,0,0,0,0,0,0,0,0,0,0,0,11.074915440604485,0,0,GO:0016042,lipid catabolic process,131
0,0,0,0,0,0,0,20.43302927385336,0,28.280020156005186,0,0,0,9.669563174033666,6.359443251244683,14.961030145419006,0,0,0,11.320555259448327,7.293052177681524,19.131349219300947,0,GO:0010200,response to chitin,152
0,0,0,0,0,0,0,0,0,11.975538365892739,0,0,0,0,0,13.092395934737908,0,0,0,0,0,0,0,GO:0009723,response to ethylene,176
0,0,0,0,0,0,0,5.9587122439022195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GO:0006952,defense response,703
0,0,0,0,0,0,0,22.571097755663025,20.63097689250882,0,0,0,0,15.16213171015402,18.898873358780442,0,0,0,0,19.117656285161974,10.438587966622203,13.659097915727019,27.986431009406566,GO:0050832,defense response to fungus,271
0,0,0,0,0,0,0,26.498816575167307,37.85834776609977,6.504986693661892,0,0,4.66466840883502,34.7169777716859,42.036875211460014,11.150652907156825,0,0,0,33.78965991481165,24.719120717229128,14.660260036263137,39.04263851555024,GO:0055085,transmembrane transport,399
0,0,0,0,0,0,0,0,5.040004656356424,0,0,0,0,4.726805322031519,5.085783659753319,0,0,0,0,0,8.486355077478029,0,0,GO:0016310,phosphorylation,514
0,0,0,0,0,0,0,0,4.817872357685966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GO:0000003,reproduction,15
0,0,5.730496771644799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.406670084386224,GO:0000024,maltose biosynthetic process,1
0,0,0,0,0,0,0,9.048097001016908,0,0,0,0,0,8.794792108121001,0,0,0,0,0,0,0,13.269323345862226,0,GO:0000025,maltose catabolic process,2
0,0,0,0,0,0,0,5.84010964901082,0,0,0,0,9.94748321822537,0,4.393295317810102,0,0,0,0,0,0,0,0,GO:0000079,regulation of cyclin-dependent protein serine/threonine kinase activity,50
0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.351717410269827,0,0,0,0,0,0,0,6.8519238562257545,GO:0000301,"retrograde transport, vesicle recycling within Golgi",3
0,0,5.133185644080859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GO:0000304,response to singlet oxygen,10
0,0,0,0,0,0,0,0,0,4.502336639790316,0,0,0,0,0,0,0,0,0,0,0,0,0,GO:0000379,tRNA-type intron splice site recognition and cleavage,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.26047318377266,0,0,0,0,0,0,0,GO:0000380,"alternative mRNA splicing, via spliceosome",16
0,0,0,0,0,0,0,18.36678394564489,5.619816120971253,18.499518443399396,0,0,0,14.432106908623755,7.817086920915178,6.751297243194694,0,0,0,17.800371329978912,6.998831761802458,19.504481394489822,0,GO:0000381,"regulation of alternative mRNA splicing, via spliceosome",71
0,0,0,0,0,0,0,0,0,0,0,0,0,4.5215048332274215,4.665060924519364,0,0,0,0,6.9816243194292875,0,0,4.495578687210693,GO:0000388,spliceosome conformational change to release U4 (or U4atac) and U1 (or U11),2
0,0,0,0,0,0,0,0,0,5.127757172066408,0,0,0,0,5.4596972247168605,0,0,0,0,0,0,0,0,GO:0000389,mRNA 3'-splice site recognition,1
0,0,5.020073336248348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GO:0000390,spliceosomal complex disassembly,5
0,0,0,0,0,0,0,0,0,0,0,0,0,5.159378917077297,5.383193394146207,0,0,0,0,0,6.457594443456339,0,5.175020067947739,GO:0000413,protein peptidyl-prolyl isomerization,47
0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.712337039561576,0,0,0,0,0,5.584655054186269,0,4.54226995783769,GO:0000466,"maturation of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",1
0,0,0,0,0,0,0,0,6.156983334279901,0,0,0,0,0,6.107375111331237,0,0,0,0,0,6.7336358174949345,0,5.943620035898577,GO:0000489,"maturation of SSU-rRNA from tetracistronic rRNA transcript (SSU-rRNA, LSU-rRNA, 4.5S-rRNA, 5S-rRNA)",2
0,0,5.644783401587113,0,0,0,0,0,0,0,0,0,5.681282241182893,0,0,0,0,0,0,0,0,0,0,GO:0000706,meiotic DNA double-strand break processing,4
0,0,0,0,0,0,0,5.966310170955436,4.44000000512654,0,0,0,0,0,0,0,0,0,0,0,0,6.263317008677012,0,GO:0001113,transcriptional open complex formation at RNA polymerase II promoter,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.617327983035072,0,0,0,0,0,0,GO:0001881,receptor recycling,5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.875029043109256,0,0,0,0,0,0,GO:0002237,response to molecule of bacterial origin,39
0,0,0,0,0,0,0,0,0,5.485115286779765,0,0,0,0,0,0,0,0,0,0,0,0,0,GO:0006007,glucose catabolic process,3
0,0,5.366575107693535,0,0,0,0,7.766491557912063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GO:0006021,inositol biosynthetic process,6
0,0,0,5.04957190229306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GO:0006085,acetyl-CoA biosynthetic process,10
0,0,0,0,0,0,0,5.455606904917022,0,8.221243637585069,0,0,0,0,0,6.492645462610581,0,0,0,0,0,4.502632514467002,5.065721932359688,GO:0006096,glycolytic process,78
0,5.226343581747825,4.726403444385258,0,0,0,0,0,0,0,0,4.943831480806636,4.670378580204727,0,0,0,0,0,0,0,0,0,0,GO:0006164,purine nucleotide biosynthetic process,15
0,0,0,5.097085956280136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GO:0006167,AMP biosynthetic process,1
0,0,0,0,0,0,0,10.68065062916207,10.700395211578327,0,0,0,0,0,14.157419935947352,5.081857146498204,0,0,0,6.770203571290466,15.869942473501762,15.263240715466424,10.428323742375014,GO:0006188,IMP biosynthetic process,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.876851924675576,0,0,0,GO:0006207,'de novo' pyrimidine nucleobase biosynthetic process,13
0,0,0,0,0,0,0,0,0,0,0,0,0,5.700666538418697,0,0,0,0,0,4.428993926047536,0,0,0,GO:0006210,thymine catabolic process,4
0,0,0,0,0,0,0,0,0,0,0,0,0,4.921744852546377,0,0,0,0,0,0,0,0,0,GO:0006212,uracil catabolic process,3
0,0,0,0,0,0,0,0,4.324524066225179,0,0,0,0,9.677787148824853,4.459387805616276,4.693199702141969,0,0,0,6.2982858919194,0,0,0,GO:0006216,cytidine catabolic process,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.367881035143402,0,0,GO:0006218,uridine catabolic process,1
0,0,0,0,0,0,0,0,0,4.3507141920795815,0,0,0,0,0,0,0,0,0,0,0,0,0,GO:0006223,uracil salvage,2
0,0,0,0,0,0,0,0,6.107638384684081,4.555245581035529,0,0,0,0,0,6.926983947611061,0,0,0,0,0,0,0,GO:0006225,UDP biosynthetic process,2
0,0,0,0,0,0,0,0,0,0,0,0,0,4.618627024031799,4.794520579841557,4.783220924273343,0,0,0,0,5.802708832783037,0,4.583222669368095,GO:0006227,dUDP biosynthetic process,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.557526237454411,0,0,GO:0006228,UTP biosynthetic process,7
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.080684817239736,0,5.901507136150485,0,GO:0006233,dTDP biosynthetic process,2
0,0,0,0,0,0,0,0,0,0,0,0,0,5.565712846720656,0,8.24246072216889,0,0,0,0,0,0,0,GO:0006264,mitochondrial DNA replication,9
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.419072606489759,4.840083862541831,0,0,0,0,0,GO:0006265,DNA topological change,16
0,0,0,0,0,0,0,0,0,0,0,0,0,8.468991517823053,0,0,0,0,0,7.5378146241136985,0,0,0,GO:0006266,DNA ligation,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.032852272783082,0,0,0,0,0,GO:0006269,"DNA replication, synthesis of RNA primer",3
0,0,0,0,0,0,0,0,0,0,0,0,0,4.884388756516299,0,0,0,0,0,4.790072965693163,0,0,0,GO:0006279,premeiotic DNA replication,1
0,0,0,0,0,0,0,5.583161855720101,0,0,0,0,0,0,0,0,8.127215367351244,0,0,0,0,0,0,GO:0006281,DNA repair,226
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.406089775869214,0,0,0,0,0,0,0,GO:0006284,base-excision repair,39
0,0,0,0,0,0,0,0,4.496497852606568,0,0,0,4.521061757925595,0,4.544928797789871,0,0,0,0,0,0,0,0,GO:0006302,double-strand break repair,45
0,0,0,0,0,0,0,0,6.404175387346667,0,0,0,0,0,6.454456379534602,0,0,0,0,0,7.2655316997539074,0,0,GO:0006376,mRNA splice site selection,5
0,0,0,0,0,0,0,14.258603584930125,7.187234010985026,7.2038106363969625,0,0,0,13.510276724943036,9.69558919621756,0,0,0,0,11.628387520930879,8.90121980952581,12.872969243513303,8.783825694751688,GO:0006378,mRNA polyadenylation,39
0,0,0,0,0,0,0,4.891712805073405,0,0,0,0,0,7.56423390392932,5.264145649268575,0,0,0,0,11.53987395151323,0,0,4.882636009878673,GO:0006383,transcription by RNA polymerase III,11
0,0,0,0,0,0,0,0,0,0,0,0,0,4.56572721644387,0,0,0,0,0,0,0,0,0,GO:0006399,tRNA metabolic process,1
0,0,0,0,0,0,0,0,0,0,0,0,0,5.57906650615206,0,0,0,0,0,0,0,0,0,GO:0006408,snRNA export from nucleus,1
0,4.942209674156308,0,0,0,0,0,5.348788137219472,0,0,0,4.429376411536274,0,0,0,0,0,0,0,5.119939264122481,4.397590498342688,5.587546264396945,0,GO:0006417,regulation of translation,77
0,0,5.348652916419528,0,0,0,0,0,0,0,0,0,5.4971400402118675,0,0,0,0,0,0,0,0,0,0,GO:0006437,tyrosyl-tRNA aminoacylation,1
0,0,0,0,0,0,0,0,0,0,0,0,0,5.3722634011857675,0,0,0,0,0,0,0,0,0,GO:0006452,translational frameshifting,4
0,0,7.921257020043633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GO:0006457,protein folding,288
0,0,5.545437186668292,0,0,0,0,0,0,0,0,0,5.70037722997325,0,0,0,0,0,0,0,0,0,0,GO:0006465,signal peptide processing,18
0,9.438058227174038,8.278110638238532,8.443581280638528,0,0,0,0,0,0,0,8.663575434259338,8.205091327951465,0,0,0,0,0,0,0,0,0,0,GO:0006471,protein ADP-ribosylation,3
0,0,0,0,0,0,0,0,5.374317176426205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GO:0006489,dolichyl diphosphate biosynthetic process,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.404791334435414,0,0,0,0,0,0,0,GO:0006497,protein lipidation,7
0,0,0,0,0,0,0,0,0,7.008280832055333,0,0,0,0,0,0,0,0,0,0,0,0,0,GO:0006534,cysteine metabolic process,1
0,0,5.189715647702562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GO:0006535,cysteine biosynthetic process from serine,26
0,0,0,0,0,0,0,0,0,7.404798525395561,0,0,0,0,4.873491078198846,7.470509480321607,0,0,0,0,0,0,0,GO:0006540,glutamate decarboxylation to succinate,3
0,0,0,0,0,0,0,0,0,4.818796114944885,0,0,0,0,0,0,0,0,0,0,0,0,0,GO:0006555,methionine metabolic process,17
0,0,0,0,0,0,0,4.458422129273668,0,0,0,0,0,8.218186087452985,0,0,0,0,0,0,0,0,0,GO:0006562,proline catabolic process,3
0,0,0,4.327093416678542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GO:0006563,L-serine metabolic process,12
0,4.673602699909777,7.47109129526472,0,0,0,0,0,0,12.212695220853705,0,0,0,0,0,5.839061095310989,0,0,0,0,0,5.762859681297516,0,GO:0006564,L-serine biosynthetic process,7
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.413712886882704,0,GO:0006565,L-serine catabolic process,11
0,0,0,0,0,0,0,31.366069180211746,0,12.596883039551305,0,0,0,28.092570702280515,6.903362313781597,0,0,0,0,22.00991805683327,7.163163241516622,30.19996404833815,5.193764318119355,GO:0006568,tryptophan metabolic process,14
0,0,0,0,0,0,0,0,0,4.858266143135949,0,0,0,4.7741422277105325,0,0,0,0,0,0,0,0,0,GO:0006569,tryptophan catabolic process,6
0,0,0,0,0,0,0,0,0,7.243843721326817,0,0,0,0,0,0,0,0,0,0,0,0,0,GO:0006570,tyrosine metabolic process,4
0,7.887436764297052,6.812545193877278,7.137343936948652,0,0,0,11.212570927601368,0,6.609516485434542,0,0,0,13.368893567845939,0,0,0,0,0,7.858345542143892,6.319954860975653,15.375575481061654,0,GO:0006571,tyrosine biosynthetic process,7
0,0,0,0,0,0,0,15.90663543825345,11.179873409533398,0,0,0,0,0,9.595462281343844,0,0,0,0,6.176256079783304,13.863374410381462,20.02564089807852,9.160849209506841,GO:0006572,tyrosine catabolic process,7
0,0,0,0,0,0,0,10.251160405541496,10.607599769301228,7.087090811467084,0,0,0,0,8.653055779952567,0,0,0,0,0,5.671383452251368,5.7220340423825835,0,GO:0006573,valine metabolic process,5
0,0,0,4.808862007324128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GO:0006592,ornithine biosynthetic process,2
0,0,0,0,0,0,0,0,6.9422075615393375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GO:0006596,polyamine biosynthetic process,14
0,0,0,0,0,0,0,0,0,6.909275674563196,0,0,0,0,0,0,0,0,0,0,0,0,0,GO:0006610,ribosomal protein import into nucleus,6
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.20124139941383,GO:0006612,protein targeting to membrane,39
0,33.31006929626765,23.995531201863635,4.854341335326929,0,0,0,25.32900021880275,30.495424510321488,0,0,29.99308117233581,33.15243051486811,37.72820337741447,31.567868865831315,8.408689178590041,0,0,0,28.12194164286842,35.24257117990973,23.153666628559826,30.773186045295482,GO:0006624,vacuolar protein processing,8
0,0,0,0,0,0,0,12.8358109582973,0,10.864520360513897,0,0,0,12.338091910774658,0,0,0,0,0,9.12617088497985,4.729355778565141,9.682939248824951,0,GO:0006625,protein targeting to peroxisome,12
0,0,4.910124159746877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GO:0006629,lipid metabolic process,143
0,0,0,0,0,0,0,4.954351051208121,0,0,0,0,0,0,4.990700859430301,0,0,0,0,0,5.847784531938134,5.357009371746198,7.007442654786638,GO:0006637,acyl-CoA metabolic process,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.433933303680471,0,4.7025219351520535,GO:0006643,membrane lipid metabolic process,4
0,0,0,0,0,0,0,0,4.565011565133645,0,0,0,0,0,4.629771164773065,0,0,0,0,0,8.937409365367525,0,0,GO:0006644,phospholipid metabolic process,27
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.894444471007306,0,0,0,0,0,0,0,GO:0006646,phosphatidylethanolamine biosynthetic process,11
0,0,0,0,0,0,0,0,0,6.065253140669546,0,0,0,0,0,0,0,0,0,0,0,0,0,GO:0006649,phospholipid transfer to membrane,1
0,0,0,0,0,0,0,0,6.7921478549451395,0,0,0,0,0,7.177017329808922,0,0,0,0,0,6.908053383363683,0,0,GO:0006655,phosphatidylglycerol biosynthetic process,8
0,0,4.774332985657118,0,0,0,0,0,5.115340384674267,0,0,0,0,0,0,0,7.747813722472135,0,0,0,4.637165503999019,0,8.776169208613053,GO:0006659,phosphatidylserine biosynthetic process,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.283367541488484,0,0,0,0,0,0,0,GO:0006661,phosphatidylinositol biosynthetic process,7
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.327219546395749,0,0,GO:0006665,sphingolipid metabolic process,14
0,0,0,5.2693795918227195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GO:0006695,cholesterol biosynthetic process,4
0,0,5.722893351433348,6.495844940939262,0,0,0,0,0,5.99105402751292,0,0,0,0,0,10.591910741271366,0,0,0,0,6.336287868309143,5.400105327641522,0,GO:0006720,isoprenoid metabolic process,1
0,0,0,0,0,0,0,5.864958020010648,0,6.634009403032888,0,0,0,4.360583661581888,0,0,0,0,0,0,0,10.461503390313988,0,GO:0006721,terpenoid metabolic process,2
0,0,0,0,0,0,0,8.218996975748087,0,0,0,0,0,5.99609393392995,0,0,0,0,0,4.620782117616776,0,4.925075757782743,0,GO:0006753,nucleoside phosphate metabolic process,11
0,0,0,0,0,0,0,0,5.1951577857340885,0,0,0,0,0,0,0,0,0,0,0,0,0,5.193114964532736,GO:0006754,ATP biosynthetic process,4
0,0,0,0,0,0,0,0,6.003563292183337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GO:0006772,thiamine metabolic process,7
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.194754380809546,0,GO:0006777,Mo-molybdopterin cofactor biosynthetic process,15
0,0,0,0,0,0,0,4.584507990771518,0,0,0,0,0,6.868808932897573,0,0,0,0,0,0,0,4.961955025379511,0,GO:0006779,porphyrin-containing compound biosynthetic process,22
0,0,0,0,0,0,0,0,9.380607825572142,0,0,0,0,6.892724587027871,15.308919832410547,0,0,0,0,0,10.995483908993524,5.162261258233489,11.931678668117058,GO:0006784,heme a biosynthetic process,1
0,0,0,0,0,0,0,0,4.431482660035562,0,0,5.918341787695548,0,5.623995436351832,5.932839332080294,0,0,0,0,8.913248395250903,6.161170738657113,0,9.941587492837654,GO:0006788,heme oxidation,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.11851281308995,0,0,0,GO:0006792,regulation of sulfur utilization,1
0,0,0,0,0,0,0,0,0,0,0,0,0,4.429914484815063,7.0578363920889755,0,0,0,0,13.344216796938538,5.065279990812525,0,4.366493033980859,GO:0006793,phosphorus metabolic process,2
0,0,0,0,0,0,0,0,6.3771596186067985,0,0,0,0,0,6.506075127756492,0,0,0,0,0,0,0,6.253859541541767,GO:0006796,phosphate-containing compound metabolic process,8
