"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0002679","GO:0002679","respiratory burst involved in defense response","16/503","121/20876",3.55698788419035e-08,1.4289278914075e-06,1.10131058628471e-06,"AT2G23320/AT4G21390/AT1G51800/AT1G51820/AT3G23250/AT1G26420/AT5G64120/AT1G66160/AT4G20830/AT3G13790/AT2G42360/AT5G66070/AT5G64660/AT1G02360/AT4G22530/AT1G61360",16
"GO:0045730","GO:0045730","respiratory burst","16/503","121/20876",3.55698788419035e-08,1.4289278914075e-06,1.10131058628471e-06,"AT2G23320/AT4G21390/AT1G51800/AT1G51820/AT3G23250/AT1G26420/AT5G64120/AT1G66160/AT4G20830/AT3G13790/AT2G42360/AT5G66070/AT5G64660/AT1G02360/AT4G22530/AT1G61360",16
"GO:0009611","GO:0009611","response to wounding","26/503","335/20876",1.86502617191938e-07,6.58410754632145e-06,5.07453692072482e-06,"AT1G76930/AT4G34050/AT3G21240/AT5G48930/AT1G51680/AT5G47910/AT3G56240/AT1G19380/AT5G54160/AT5G50200/AT3G50760/AT2G26690/AT1G60710/AT4G21390/AT1G04220/AT4G16760/AT3G23250/AT4G34710/AT5G67340/AT3G12500/AT5G51640/AT4G23190/AT4G20830/AT3G13790/AT3G44540/AT4G24380",26
"GO:0044106","GO:0044106","cellular amine metabolic process","17/503","167/20876",6.3104672497048e-07,2.08961084634605e-05,1.61051552015648e-05,"AT4G34050/AT5G53120/AT1G51680/AT2G36880/AT3G56240/AT5G56080/AT5G17990/AT5G54160/AT1G78370/AT3G13110/AT3G28940/AT2G38860/AT3G13520/AT5G24030/AT1G51800/AT4G34710/AT3G59410",17
"GO:0009963","GO:0009963","positive regulation of flavonoid biosynthetic process","12/503","103/20876",7.03763132563481e-06,0.000182196455430323,0.000140423380602725,"AT4G34050/AT3G21240/AT5G48930/AT1G51680/AT3G56240/AT5G54160/AT3G44720/AT5G65870/AT1G60710/AT3G18280/AT1G61660/AT4G05590",12
"GO:0009267","GO:0009267","cellular response to starvation","21/503","294/20876",1.0214154398893e-05,0.000253180635632136,0.000195132669703377,"AT3G44320/AT4G19690/AT1G23020/AT2G18980/AT3G56980/AT1G08670/AT1G73010/AT2G30550/AT1G55920/AT3G58810/AT2G01830/AT5G10580/AT4G23180/AT3G59220/AT1G68740/AT1G69480/AT1G73220/AT4G31240/AT2G27190/AT4G08850/AT1G32940",21
"GO:0007568","GO:0007568","aging","14/503","154/20876",2.24638357089446e-05,0.000493780539640008,0.000380569053817869,"AT3G56240/AT1G11190/AT5G39610/AT2G38860/AT2G43000/AT5G13170/AT4G35890/AT3G51430/AT5G51640/AT5G60360/AT1G73220/AT3G04070/AT5G13330/AT5G46180",14
"GO:0002252","GO:0002252","immune effector process","19/503","280/20876",5.38535631299235e-05,0.000980230645379256,0.000755488358263841,"AT1G01040/AT2G23320/AT5G37680/AT1G15310/AT4G21390/AT1G51800/AT1G51820/AT3G23250/AT1G26420/AT5G64120/AT1G66160/AT4G20830/AT3G13790/AT2G42360/AT5G66070/AT5G64660/AT1G02360/AT4G22530/AT1G61360",19
"GO:0090693","GO:0090693","plant organ senescence","9/503","72/20876",5.63737796055023e-05,0.000980230645379256,0.000755488358263841,"AT1G11190/AT5G39610/AT2G38860/AT2G43000/AT5G13170/AT4G35890/AT3G51430/AT5G51640/AT1G73220",9
"GO:1901361","GO:1901361","organic cyclic compound catabolic process","26/503","496/20876",0.000193491725300666,0.00265197482323853,0.00204394355023489,"AT4G34180/AT1G12050/AT1G23190/AT2G19570/AT5G17990/AT1G11190/AT1G78370/AT3G13110/AT3G28940/AT2G38860/AT3G52880/AT1G60710/AT2G24200/AT1G13440/AT5G67500/AT1G54100/AT1G51800/AT1G06230/AT4G24190/AT5G23540/AT4G26270/AT1G54270/AT1G68830/AT2G02390/AT5G60360/AT2G44060",26
"GO:0006888","GO:0006888","ER to Golgi vesicle-mediated transport","9/503","89/20876",0.000293511386625215,0.00371674745019974,0.00286459053536966,"AT5G13490/AT1G09560/AT5G50200/AT1G65820/AT3G02360/AT4G21120/AT1G27980/AT1G01010/AT1G77380",9
"GO:1903509","GO:1903509","liposaccharide metabolic process","10/503","118/20876",0.000575925036499208,0.00621252469927386,0.00478814869526144,"AT5G20830/AT3G43190/AT1G73010/AT5G08380/AT2G30550/AT1G68740/AT1G16340/AT1G73220/AT4G31240/AT1G32940",10
"GO:0006096","GO:0006096","glycolytic process","13/503","196/20876",0.000976169654650921,0.0098890230232028,0.00762171821892206,"AT4G34180/AT1G23190/AT3G52880/AT1G60710/AT2G24200/AT1G13440/AT5G67500/AT4G24190/AT5G23540/AT4G26270/AT1G54270/AT5G60360/AT2G44060",13
"GO:0006165","GO:0006165","nucleoside diphosphate phosphorylation","13/503","196/20876",0.000976169654650921,0.0098890230232028,0.00762171821892206,"AT4G34180/AT1G23190/AT3G52880/AT1G60710/AT2G24200/AT1G13440/AT5G67500/AT4G24190/AT5G23540/AT4G26270/AT1G54270/AT5G60360/AT2G44060",13
"GO:0006757","GO:0006757","ATP generation from ADP","13/503","196/20876",0.000976169654650921,0.0098890230232028,0.00762171821892206,"AT4G34180/AT1G23190/AT3G52880/AT1G60710/AT2G24200/AT1G13440/AT5G67500/AT4G24190/AT5G23540/AT4G26270/AT1G54270/AT5G60360/AT2G44060",13
"GO:0042866","GO:0042866","pyruvate biosynthetic process","13/503","196/20876",0.000976169654650921,0.0098890230232028,0.00762171821892206,"AT4G34180/AT1G23190/AT3G52880/AT1G60710/AT2G24200/AT1G13440/AT5G67500/AT4G24190/AT5G23540/AT4G26270/AT1G54270/AT5G60360/AT2G44060",13
