ID,cl,GeneID,Gene,Description
AT4G37940.3,6,AT4G37940,AGL21,Agamous-like MADS-box protein AGL21 [Source:UniProtKB/Swiss-Prot;Acc:Q9SZJ6]
AT4G37940.2,8,AT4G37940,AGL21,Agamous-like MADS-box protein AGL21 [Source:UniProtKB/Swiss-Prot;Acc:Q9SZJ6]
AT5G38020.1,8,AT5G38020,AT5G38020,At5g38020 [Source:UniProtKB/TrEMBL;Acc:Q84MB1]
AT5G60720.1,8,AT5G60720,AT5G60720,"Protein of unknown function, DUF547 [Source:TAIR;Acc:AT5G60720]"
AT5G44030.1,8,AT5G44030,CESA4,cellulose synthase A4 [Source:TAIR;Acc:AT5G44030]
AT1G58370.1,8,AT1G58370,RXF12,glycosyl hydrolase family 10 protein / carbohydrate-binding domain-containing protein [Source:TAIR;Acc:AT1G58370]
AT2G17120.1,7,AT2G17120,LYM2,LysM domain-containing GPI-anchored protein 2 [Source:UniProtKB/Swiss-Prot;Acc:O23006]
AT5G59700.1,8,AT5G59700,AT5G59700,Probable receptor-like protein kinase At5g59700 [Source:UniProtKB/Swiss-Prot;Acc:Q9FN92]
AT2G03200.1,8,AT2G03200,AT2G03200,At2g03200 [Source:UniProtKB/TrEMBL;Acc:Q84M99]
AT5G60490.1,7,AT5G60490,FLA12,Fasciclin-like arabinogalactan protein 12 [Source:UniProtKB/Swiss-Prot;Acc:Q8LEE9]
AT5G12870.1,8,AT5G12870,MYB46,Transcription factor MYB46 [Source:UniProtKB/Swiss-Prot;Acc:Q9LXV2]
AT4G28500.1,8,AT4G28500,NAC073,NAC domain-containing protein 73 [Source:UniProtKB/Swiss-Prot;Acc:O49459]
AT1G70500.1,8,AT1G70500,AT1G70500,Pectin lyase-like superfamily protein [Source:UniProtKB/TrEMBL;Acc:Q9CAL5]
AT5G15630.1,8,AT5G15630,COBL4,COBRA-like protein 4 [Source:UniProtKB/Swiss-Prot;Acc:Q9LFW3]
AT1G72230.1,7,AT1G72230,AT1G72230,At1g72230/T9N14_17 [Source:UniProtKB/TrEMBL;Acc:Q9C7T2]
AT1G47410.1,8,AT1G47410,AT1G47410,At1g47410 [Source:UniProtKB/TrEMBL;Acc:Q9SX76]
AT4G36360.1,8,AT4G36360,BGAL3,Beta-galactosidase 3 [Source:UniProtKB/Swiss-Prot;Acc:Q9SCV9]
AT1G17950.1,8,AT1G17950,MYB52,Transcription factor MYB52 [Source:UniProtKB/Swiss-Prot;Acc:Q6R0C4]
AT1G58070.1,7,AT1G58070,AT1G58070,At1g58070 [Source:UniProtKB/TrEMBL;Acc:Q9C6F8]
AT2G37090.1,7,AT2G37090,IRX9,Glycosyltransferases (Fragment) [Source:UniProtKB/TrEMBL;Acc:W8QNT8]
AT3G52790.1,7,AT3G52790,AT3G52790,At3g52790 [Source:UniProtKB/TrEMBL;Acc:Q9LXI6]
AT5G01360.1,8,AT5G01360,TBL3,Protein trichome birefringence-like 3 [Source:UniProtKB/Swiss-Prot;Acc:Q8LED3]
AT5G40020.1,8,AT5G40020,AT5G40020,At5g40020 [Source:UniProtKB/TrEMBL;Acc:Q9FLD4]
AT4G08160.1,8,AT4G08160,XYN3,"Endo-1,4-beta-xylanase 3 [Source:UniProtKB/Swiss-Prot;Acc:F4JG10]"
AT1G09440.1,7,AT1G09440,AT1G09440,Protein kinase superfamily protein [Source:UniProtKB/TrEMBL;Acc:F4I0Z0]
AT5G16490.1,7,AT5G16490,RIC4,CRIB domain-containing protein RIC4 [Source:UniProtKB/Swiss-Prot;Acc:Q9FFD5]
AT1G43790.1,8,AT1G43790,TED6,At1g43790 [Source:UniProtKB/TrEMBL;Acc:Q8LBX7]
AT4G27435.1,8,AT4G27435,AT4G27435,At4g27438/At4g27438 [Source:UniProtKB/TrEMBL;Acc:Q940M6]
AT3G62020.1,8,AT3G62020,GLP10,At3g62020 [Source:UniProtKB/TrEMBL;Acc:A0JQ09]
AT1G32100.1,7,AT1G32100,PRR1,Pinoresinol reductase 1 [Source:UniProtKB/Swiss-Prot;Acc:Q9FVQ6]
AT5G05940.1,8,AT5G05940,ROPGEF5,Rop guanine nucleotide exchange factor 5 [Source:UniProtKB/Swiss-Prot;Acc:F4K295]
AT5G19870.1,8,AT5G19870,AT5G19870,At5g19870 [Source:UniProtKB/TrEMBL;Acc:Q66GS4]
AT5G16600.1,7,AT5G16600,MYB43,MYB transcription factor [Source:UniProtKB/TrEMBL;Acc:Q9SPG7]
AT1G74960.1,8,AT1G74960,KAS2,"3-oxoacyl-[acyl-carrier-protein] synthase II, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q9C9P4]"
AT5G51500.1,8,AT5G51500,PME60,Probable pectinesterase/pectinesterase inhibitor 60 [Source:UniProtKB/Swiss-Prot;Acc:Q9FHN4]
AT5G67230.1,7,AT5G67230,IRX14H,"Probable beta-1,4-xylosyltransferase IRX14H [Source:UniProtKB/Swiss-Prot;Acc:Q9FH90]"
AT3G59690.1,7,AT3G59690,IQD13,IQ-domain 13 [Source:UniProtKB/TrEMBL;Acc:Q9M199]
AT5G58980.1,8,AT5G58980,NCER3,Neutral ceramidase 3 [Source:UniProtKB/Swiss-Prot;Acc:F4KHQ8]
AT2G38080.1,8,AT2G38080,IRX12,Laccase-4 [Source:UniProtKB/Swiss-Prot;Acc:O80434]
AT4G20170.1,7,AT4G20170,GALS3,"Galactan beta-1,4-galactosyltransferase GALS3 [Source:UniProtKB/Swiss-Prot;Acc:O65431]"
AT3G52900.1,8,AT3G52900,AT3G52900,RAB6-interacting golgin (DUF662) [Source:UniProtKB/TrEMBL;Acc:Q9LFA1]
AT3G05900.1,7,AT3G05900,AT3G05900,Neurofilament protein-like protein [Source:UniProtKB/TrEMBL;Acc:F4J9K9]
AT5G47530.1,7,AT5G47530,AT5G47530,Cytochrome b561 and DOMON domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A178USN6]
AT1G05560.1,8,AT1G05560,UGT1,UDP-glucosyltransferase 75B1 [Source:TAIR;Acc:AT1G05560]
AT3G50220.1,8,AT3G50220,IRX15,Protein IRREGULAR XYLEM 15 [Source:UniProtKB/Swiss-Prot;Acc:Q9SNE5]
AT4G23410.1,8,AT4G23410,TET5,TET5 [Source:UniProtKB/TrEMBL;Acc:A0A178UV00]
AT5G17420.1,7,AT5G17420,CESA7,MUR10 [Source:UniProtKB/TrEMBL;Acc:A0A384LP57]
AT2G16980.2,7,AT2G16980,AT2G16980,Major facilitator superfamily protein [Source:TAIR;Acc:AT2G16980]
AT4G02290.1,8,AT4G02290,AtGH9B13,Endoglucanase 17 [Source:UniProtKB/Swiss-Prot;Acc:O81416]
AT1G33440.1,8,AT1G33440,NPF4.4,Protein NRT1/ PTR FAMILY 4.4 [Source:UniProtKB/Swiss-Prot;Acc:Q56XQ6]
AT4G08685.1,7,AT4G08685,SAH7,SAH7 [Source:UniProtKB/TrEMBL;Acc:A0A178UVW6]
AT3G18660.2,8,AT3G18660,GUX1,UDP-glucuronate:xylan alpha-glucuronosyltransferase 1 [Source:UniProtKB/Swiss-Prot;Acc:Q9LSB1]
AT3G54260.1,8,AT3G54260,TBL36,Protein trichome birefringence-like 36 [Source:UniProtKB/Swiss-Prot;Acc:Q940H3]
AT5G03260.1,8,AT5G03260,LAC11,Laccase-11 [Source:UniProtKB/Swiss-Prot;Acc:Q8VZA1]
AT3G23090.5,7,AT3G23090,AT3G23090,TPX2 (Targeting protein for Xklp2) protein family [Source:UniProtKB/TrEMBL;Acc:A0A1I9LQY2]
