Cluster,ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
cluster3,GO:0009867,jasmonic acid mediated signaling pathway,17/221,286/20876,1.1475939008933286e-8,6.565876532968258e-7,5.444599635065341e-7,AT2G19190/AT3G23250/AT5G01540/AT5G06860/AT3G47380/AT1G19180/AT3G11840/AT1G72450/AT4G18950/AT5G07010/AT4G11330/AT2G38470/AT3G17700/AT4G34710/AT1G74360/AT4G33050/AT5G47220,17
cluster3,GO:0071395,cellular response to jasmonic acid stimulus,17/221,286/20876,1.1475939008933286e-8,6.565876532968258e-7,5.444599635065341e-7,AT2G19190/AT3G23250/AT5G01540/AT5G06860/AT3G47380/AT1G19180/AT3G11840/AT1G72450/AT4G18950/AT5G07010/AT4G11330/AT2G38470/AT3G17700/AT4G34710/AT1G74360/AT4G33050/AT5G47220,17
cluster3,GO:0035556,intracellular signal transduction,21/221,495/20876,7.68444925873154e-8,4.103495904162642e-6,3.4027280577260365e-6,AT2G19190/AT3G23250/AT1G66160/AT5G39610/AT5G01540/AT5G06860/AT3G47380/AT1G19180/AT3G11840/AT1G27730/AT2G40180/AT4G11330/AT1G32350/AT5G25190/AT1G23710/AT2G38470/AT3G56710/AT3G17700/AT1G74360/AT4G33050/AT5G47220,21
cluster3,GO:0002252,immune effector process,15/221,280/20876,3.284206560010542e-7,1.6441559091052775e-5,1.3633778548464817e-5,AT2G43620/AT3G23250/AT1G66160/AT3G11840/AT4G22530/AT1G27730/AT3G63380/AT1G23710/AT2G38470/AT1G26420/AT4G20830/AT1G02360/AT1G74360/AT4G33050/AT5G47220,15
cluster3,GO:0030968,endoplasmic reticulum unfolded protein response,12/221,185/20876,6.866767727615719e-7,2.8811025455526314e-5,2.3890869390153235e-5,AT5G01540/AT5G06860/AT1G19180/AT4G22530/AT3G63380/AT3G59700/AT1G76700/AT4G20830/AT2G42380/AT1G74360/AT3G57550/AT4G33050,12
cluster3,GO:0009751,response to salicylic acid,19/221,473/20876,7.512876892138262e-7,2.8811025455526314e-5,2.3890869390153235e-5,AT2G19190/AT3G48920/AT5G24110/AT1G76930/AT5G13330/AT5G01540/AT5G06860/AT3G47380/AT1G19180/AT3G11840/AT4G18950/AT4G11330/AT2G38470/AT3G56710/AT4G25560/AT3G17700/AT4G34710/AT1G74360/AT4G33050,19
cluster3,GO:0006986,response to unfolded protein,12/221,187/20876,7.699740006408323e-7,2.8811025455526314e-5,2.3890869390153235e-5,AT5G01540/AT5G06860/AT1G19180/AT4G22530/AT3G63380/AT3G59700/AT1G76700/AT4G20830/AT2G42380/AT1G74360/AT3G57550/AT4G33050,12
cluster3,GO:0034620,cellular response to unfolded protein,12/221,187/20876,7.699740006408323e-7,2.8811025455526314e-5,2.3890869390153235e-5,AT5G01540/AT5G06860/AT1G19180/AT4G22530/AT3G63380/AT3G59700/AT1G76700/AT4G20830/AT2G42380/AT1G74360/AT3G57550/AT4G33050,12
cluster3,GO:0035967,cellular response to topologically incorrect protein,12/221,187/20876,7.699740006408323e-7,2.8811025455526314e-5,2.3890869390153235e-5,AT5G01540/AT5G06860/AT1G19180/AT4G22530/AT3G63380/AT3G59700/AT1G76700/AT4G20830/AT2G42380/AT1G74360/AT3G57550/AT4G33050,12
cluster3,GO:0009404,toxin metabolic process,13/221,223/20876,7.913140574551548e-7,2.8811025455526314e-5,2.3890869390153235e-5,AT4G18170/AT1G69920/AT1G02930/AT2G29460/AT5G13330/AT4G23700/AT1G78360/AT5G57480/AT2G38470/AT1G02920/AT1G60430/AT1G74590/AT2G30400,13
cluster3,GO:0098754,detoxification,13/221,226/20876,9.200225386338425e-7,3.2040784932422084e-5,2.656907193949449e-5,AT4G18170/AT1G69920/AT5G22300/AT1G02930/AT2G29460/AT5G13330/AT4G23700/AT1G78360/AT5G57480/AT1G02920/AT1G60430/AT1G74590/AT2G30400,13
cluster3,GO:0035690,cellular response to drug,17/221,390/20876,9.68338449059261e-7,3.231829573735283e-5,2.6799191287561124e-5,AT2G19190/AT5G01540/AT5G06860/AT3G47380/AT1G19180/AT3G11840/AT4G18950/AT4G11330/AT2G38470/AT1G76800/AT3G56710/AT1G21140/AT3G17700/AT4G34710/AT1G74360/AT4G33050/AT5G04950,17
cluster3,GO:0034976,response to endoplasmic reticulum stress,16/221,357/20876,1.4213102951592249e-6,4.5538781856901565e-5,3.7761970368230355e-5,AT5G01540/AT5G06860/AT1G19180/AT4G22530/AT5G52870/AT3G63380/AT1G09560/AT2G29120/AT3G59700/AT1G76700/AT4G20830/AT2G42380/AT1G74360/AT3G57550/AT4G33050/AT5G38900,16
cluster3,GO:0015804,neutral amino acid transport,8/221,77/20876,1.5615583169538453e-6,4.810800814923192e-5,3.989244121448892e-5,AT2G43620/AT4G22470/AT1G66160/AT4G02330/AT3G47380/AT4G31730/AT1G78360/AT4G24380,8
cluster3,GO:0045088,regulation of innate immune response,17/221,419/20876,2.5646608262970716e-6,7.562256694076608e-5,6.27082459289354e-5,AT2G19190/AT1G51680/AT5G01540/AT5G06860/AT3G47380/AT1G19180/AT3G11840/AT4G18950/AT4G11330/AT2G38470/AT3G56710/AT4G20830/AT3G17700/AT4G34710/AT1G74360/AT4G33050/AT5G47220,17
cluster3,GO:0050776,regulation of immune response,17/221,421/20876,2.733909704804322e-6,7.562256694076608e-5,6.27082459289354e-5,AT2G19190/AT1G51680/AT5G01540/AT5G06860/AT3G47380/AT1G19180/AT3G11840/AT4G18950/AT4G11330/AT2G38470/AT3G56710/AT4G20830/AT3G17700/AT4G34710/AT1G74360/AT4G33050/AT5G47220,17
cluster3,GO:0009407,toxin catabolic process,12/221,211/20876,2.73789568200027e-6,7.562256694076608e-5,6.27082459289354e-5,AT4G18170/AT1G69920/AT1G02930/AT2G29460/AT5G13330/AT4G23700/AT1G78360/AT5G57480/AT1G02920/AT1G60430/AT1G74590/AT2G30400,12
cluster3,GO:0002682,regulation of immune system process,17/221,424/20876,3.0067078993411217e-6,8.027910091240794e-5,6.656956787664028e-5,AT2G19190/AT1G51680/AT5G01540/AT5G06860/AT3G47380/AT1G19180/AT3G11840/AT4G18950/AT4G11330/AT2G38470/AT3G56710/AT4G20830/AT3G17700/AT4G34710/AT1G74360/AT4G33050/AT5G47220,17
cluster3,GO:0000165,MAPK cascade,12/221,221/20876,4.414935803117988e-6,1.1051136182179713e-4,9.163896354498193e-5,AT2G19190/AT5G01540/AT5G06860/AT3G47380/AT1G19180/AT3G11840/AT4G11330/AT2G38470/AT3G56710/AT3G17700/AT1G74360/AT4G33050,12
cluster3,GO:0023014,signal transduction by protein phosphorylation,12/221,221/20876,4.414935803117988e-6,1.1051136182179713e-4,9.163896354498193e-5,AT2G19190/AT5G01540/AT5G06860/AT3G47380/AT1G19180/AT3G11840/AT4G11330/AT2G38470/AT3G56710/AT3G17700/AT1G74360/AT4G33050,12
cluster3,GO:0043067,regulation of programmed cell death,16/221,396/20876,5.372904559265747e-6,1.3041504702945042e-4,1.0814362924710323e-4,AT2G19190/AT1G51680/AT5G01540/AT5G06860/AT3G47380/AT1G19180/AT3G11840/AT4G18950/AT5G47910/AT4G11330/AT2G38470/AT4G20830/AT3G17700/AT4G34710/AT1G74360/AT4G33050,16
cluster3,GO:0009627,systemic acquired resistance,17/221,446/20876,5.883235294275267e-6,1.3860210207983792e-4,1.1493255327206483e-4,AT2G19190/AT1G25275/AT5G01540/AT5G06860/AT3G47380/AT1G19180/AT3G11840/AT4G11330/AT1G09560/AT4G10500/AT2G29120/AT2G38470/AT3G56710/AT3G17700/AT1G74360/AT4G33050/AT5G38900,17
cluster3,GO:0042742,defense response to bacterium,16/221,402/20876,6.493231254940455e-6,1.4860223529163726e-4,1.2322492998097527e-4,AT2G19190/AT1G02930/AT5G01540/AT3G47380/AT1G19180/AT3G11840/AT2G45220/AT2G23150/AT2G38470/AT1G02920/AT3G59700/AT3G56710/AT3G17700/AT1G74360/AT4G33050/AT5G47220,16
cluster3,GO:0010941,regulation of cell death,16/221,404/20876,6.910643595852139e-6,1.537618200077101e-4,1.2750339499949416e-4,AT2G19190/AT1G51680/AT5G01540/AT5G06860/AT3G47380/AT1G19180/AT3G11840/AT4G18950/AT5G47910/AT4G11330/AT2G38470/AT4G20830/AT3G17700/AT4G34710/AT1G74360/AT4G33050,16
cluster3,GO:0031348,negative regulation of defense response,13/221,277/20876,8.624584912078865e-6,1.8671060850203165e-4,1.5482540766776002e-4,AT2G19190/AT5G01540/AT5G06860/AT3G47380/AT1G19180/AT3G11840/AT4G11330/AT2G38470/AT3G59700/AT3G56710/AT3G17700/AT1G74360/AT4G33050,13
cluster3,GO:0010363,regulation of plant-type hypersensitive response,15/221,371/20876,1.0548446712019798e-5,2.1708871044699815e-4,1.8001573860576363e-4,AT2G19190/AT1G51680/AT5G01540/AT5G06860/AT3G47380/AT1G19180/AT3G11840/AT4G18950/AT4G11330/AT2G38470/AT4G20830/AT3G17700/AT4G34710/AT1G74360/AT4G33050,15
cluster3,GO:0009414,response to water deprivation,16/221,418/20876,1.056986230640815e-5,2.1708871044699815e-4,1.8001573860576363e-4,AT3G23250/AT1G02930/AT5G13330/AT5G39610/AT1G19180/AT4G18950/AT1G56600/AT1G27730/AT1G63720/AT1G32940/AT5G64890/AT2G18050/AT2G38470/AT5G24090/AT4G34710/AT3G05640,16
cluster3,GO:0006612,protein targeting to membrane,15/221,374/20876,1.16024576381892e-5,2.2667240410218412e-4,1.8796279254678784e-4,AT2G19190/AT1G51680/AT5G01540/AT5G06860/AT3G47380/AT1G19180/AT3G11840/AT4G18950/AT4G11330/AT2G38470/AT4G20830/AT3G17700/AT4G34710/AT1G74360/AT4G33050,15
cluster3,GO:0072593,reactive oxygen species metabolic process,15/221,374/20876,1.16024576381892e-5,2.2667240410218412e-4,1.8796279254678784e-4,AT2G19190/AT1G37130/AT3G47380/AT3G11840/AT2G23150/AT5G47910/AT4G33150/AT4G11330/AT2G38470/AT3G56710/AT5G24090/AT3G17700/AT1G74360/AT1G43850/AT4G33050,15
cluster3,GO:0072657,protein localization to membrane,15/221,377/20876,1.2749007745205401e-5,2.3748733032347735e-4,1.9693081731271992e-4,AT2G19190/AT1G51680/AT5G01540/AT5G06860/AT3G47380/AT1G19180/AT3G11840/AT4G18950/AT4G11330/AT2G38470/AT4G20830/AT3G17700/AT4G34710/AT1G74360/AT4G33050,15
cluster3,GO:0090150,establishment of protein localization to membrane,15/221,377/20876,1.2749007745205401e-5,2.3748733032347735e-4,1.9693081731271992e-4,AT2G19190/AT1G51680/AT5G01540/AT5G06860/AT3G47380/AT1G19180/AT3G11840/AT4G18950/AT4G11330/AT2G38470/AT4G20830/AT3G17700/AT4G34710/AT1G74360/AT4G33050,15
cluster3,GO:0015824,proline transport,7/221,74/20876,1.33601411399854e-5,2.3783837031008e-4,1.9722190901591498e-4,AT2G43620/AT4G22470/AT1G66160/AT4G02330/AT3G47380/AT1G78360/AT4G24380,7
cluster3,GO:0009415,response to water,16/221,426/20876,1.3361706197195505e-5,2.3783837031008e-4,1.9722190901591498e-4,AT3G23250/AT1G02930/AT5G13330/AT5G39610/AT1G19180/AT4G18950/AT1G56600/AT1G27730/AT1G63720/AT1G32940/AT5G64890/AT2G18050/AT2G38470/AT5G24090/AT4G34710/AT3G05640,16
cluster3,GO:0009738,abscisic acid-activated signaling pathway,12/221,248/20876,1.4184070169075411e-5,2.3980758380660088e-4,1.9885483327677925e-4,AT3G23250/AT5G39610/AT5G01540/AT5G06860/AT1G19180/AT4G18950/AT1G27730/AT2G40180/AT1G63720/AT5G64890/AT1G32350/AT4G34710,12
cluster3,GO:0098771,inorganic ion homeostasis,12/221,248/20876,1.4184070169075411e-5,2.3980758380660088e-4,1.9885483327677925e-4,AT1G18980/AT2G39450/AT2G33770/AT4G23700/AT2G23150/AT5G04150/AT3G63380/AT3G12750/AT3G05030/AT2G29120/AT5G22890/AT3G01260,12
cluster3,GO:0071396,cellular response to lipid,15/221,381/20876,1.4433786012535827e-5,2.3980758380660088e-4,1.9885483327677925e-4,AT3G23250/AT5G39610/AT5G01540/AT5G06860/AT1G19180/AT4G18950/AT1G27730/AT2G40180/AT1G63720/AT4G35390/AT5G64890/AT1G32350/AT5G25190/AT4G30610/AT4G34710,15
cluster3,GO:0009695,jasmonic acid biosynthetic process,9/221,136/20876,1.4845615993107743e-5,2.3980758380660088e-4,1.9885483327677925e-4,AT3G23250/AT1G19180/AT3G50760/AT1G72450/AT4G18950/AT1G27730/AT5G07010/AT4G34710/AT4G24380,9
cluster3,GO:0009595,detection of biotic stimulus,8/221,104/20876,1.496926240990018e-5,2.3980758380660088e-4,1.9885483327677925e-4,AT2G19190/AT5G01540/AT3G47380/AT3G11840/AT2G38470/AT3G17700/AT1G74360/AT4G33050,8
cluster3,GO:0009862,"systemic acquired resistance, salicylic acid mediated signaling pathway",12/221,251/20876,1.5989975966666623e-5,2.511366813588228e-4,2.0824922259993063e-4,AT2G19190/AT5G01540/AT5G06860/AT3G47380/AT1G19180/AT3G11840/AT4G11330/AT2G38470/AT3G56710/AT3G17700/AT1G74360/AT4G33050,12
cluster3,GO:0080135,regulation of cellular response to stress,15/221,385/20876,1.631320870791327e-5,2.512861572122794e-4,2.0837317195735374e-4,AT2G19190/AT1G51680/AT5G01540/AT5G06860/AT3G47380/AT1G19180/AT3G11840/AT4G18950/AT4G11330/AT2G38470/AT4G20830/AT3G17700/AT4G34710/AT1G74360/AT4G33050,15
cluster3,GO:0071407,cellular response to organic cyclic compound,15/221,393/20876,2.0734129246582134e-5,3.133591986134394e-4,2.5984579055796087e-4,AT2G19190/AT5G01540/AT5G06860/AT3G47380/AT1G19180/AT3G11840/AT4G18950/AT4G11330/AT2G38470/AT3G56710/AT4G30610/AT3G17700/AT4G34710/AT1G74360/AT4G33050,15
cluster3,GO:0008219,cell death,17/221,496/20876,2.3201893722977362e-5,3.4140854857333885e-4,2.831050583478242e-4,AT2G19190/AT1G51680/AT5G01540/AT5G06860/AT3G47380/AT1G19180/AT3G11840/AT1G61560/AT4G18950/AT5G47910/AT4G11330/AT2G38470/AT4G20830/AT3G17700/AT4G34710/AT1G74360/AT4G33050,17
cluster3,GO:0071369,cellular response to ethylene stimulus,9/221,144/20876,2.3442534546234252e-5,3.4140854857333885e-4,2.831050583478242e-4,AT3G23250/AT5G39610/AT1G27730/AT5G25190/AT1G23710/AT1G76800/AT1G21140/AT5G47220/AT5G04950,9
cluster3,GO:0012501,programmed cell death,16/221,448/20876,2.4716228960240787e-5,3.4382566083678934e-4,2.851093921913583e-4,AT2G19190/AT1G51680/AT5G01540/AT5G06860/AT3G47380/AT1G19180/AT3G11840/AT4G18950/AT5G47910/AT4G11330/AT2G38470/AT4G20830/AT3G17700/AT4G34710/AT1G74360/AT4G33050,16
cluster3,GO:0071215,cellular response to abscisic acid stimulus,12/221,263/20876,2.537720650761195e-5,3.4382566083678934e-4,2.851093921913583e-4,AT3G23250/AT5G39610/AT5G01540/AT5G06860/AT1G19180/AT4G18950/AT1G27730/AT2G40180/AT1G63720/AT5G64890/AT1G32350/AT4G34710,12
cluster3,GO:0097306,cellular response to alcohol,12/221,263/20876,2.537720650761195e-5,3.4382566083678934e-4,2.851093921913583e-4,AT3G23250/AT5G39610/AT5G01540/AT5G06860/AT1G19180/AT4G18950/AT1G27730/AT2G40180/AT1G63720/AT5G64890/AT1G32350/AT4G34710,12
cluster3,GO:0009626,plant-type hypersensitive response,15/221,400/20876,2.543992922023493e-5,3.4382566083678934e-4,2.851093921913583e-4,AT2G19190/AT1G51680/AT5G01540/AT5G06860/AT3G47380/AT1G19180/AT3G11840/AT4G18950/AT4G11330/AT2G38470/AT4G20830/AT3G17700/AT4G34710/AT1G74360/AT4G33050,15
cluster3,GO:0009863,salicylic acid mediated signaling pathway,14/221,353/20876,2.5805623399711513e-5,3.4382566083678934e-4,2.851093921913583e-4,AT2G19190/AT5G01540/AT5G06860/AT3G47380/AT1G19180/AT3G11840/AT4G18950/AT4G11330/AT2G38470/AT3G56710/AT3G17700/AT4G34710/AT1G74360/AT4G33050,14
cluster3,GO:0034050,host programmed cell death induced by symbiont,15/221,401/20876,2.6183976667970226e-5,3.4382566083678934e-4,2.851093921913583e-4,AT2G19190/AT1G51680/AT5G01540/AT5G06860/AT3G47380/AT1G19180/AT3G11840/AT4G18950/AT4G11330/AT2G38470/AT4G20830/AT3G17700/AT4G34710/AT1G74360/AT4G33050,15
cluster3,GO:0071446,cellular response to salicylic acid stimulus,14/221,355/20876,2.745682245541831e-5,3.5472443204500107e-4,2.9414694345278363e-4,AT2G19190/AT5G01540/AT5G06860/AT3G47380/AT1G19180/AT3G11840/AT4G18950/AT4G11330/AT2G38470/AT3G56710/AT3G17700/AT4G34710/AT1G74360/AT4G33050,14
cluster3,GO:0071236,cellular response to antibiotic,14/221,364/20876,3.609269152904821e-5,4.5889279229789864e-4,3.8052612121686587e-4,AT2G19190/AT5G01540/AT5G06860/AT3G47380/AT1G19180/AT3G11840/AT4G18950/AT4G11330/AT2G38470/AT3G56710/AT3G17700/AT4G34710/AT1G74360/AT4G33050,14
cluster3,GO:0048585,negative regulation of response to stimulus,14/221,367/20876,3.9458804828808817e-5,4.938516041855603e-4,4.0951489879898623e-4,AT2G19190/AT5G01540/AT5G06860/AT3G47380/AT1G19180/AT3G11840/AT4G35390/AT4G11330/AT2G38470/AT3G59700/AT3G56710/AT3G17700/AT1G74360/AT4G33050,14
cluster3,GO:0009694,jasmonic acid metabolic process,9/221,160/20876,5.368232706448544e-5,6.615314458254283e-4,5.485594878978188e-4,AT3G23250/AT1G19180/AT3G50760/AT1G72450/AT4G18950/AT1G27730/AT5G07010/AT4G34710/AT4G24380,9
cluster3,GO:0042538,hyperosmotic salinity response,9/221,161/20876,5.634581351160234e-5,6.838332821635374e-4,5.670527643671623e-4,AT3G23250/AT5G39610/AT1G19180/AT4G18950/AT1G27730/AT1G63720/AT5G64890/AT4G34710/AT3G05640,9
cluster3,GO:0009636,response to toxic substance,15/221,430/20876,5.803509005779256e-5,6.9382249457152e-4,5.753360852547856e-4,AT4G18170/AT1G69920/AT5G24110/AT5G22300/AT1G02930/AT2G29460/AT5G13330/AT4G23700/AT5G52870/AT1G78360/AT5G57480/AT1G02920/AT1G60430/AT1G74590/AT2G30400,15
cluster3,GO:0042743,hydrogen peroxide metabolic process,13/221,334/20876,6.086136389078013e-5,7.169110658311013e-4,5.944817432675273e-4,AT2G19190/AT3G47380/AT3G11840/AT5G47910/AT4G33150/AT4G11330/AT2G38470/AT3G56710/AT5G24090/AT3G17700/AT1G74360/AT1G43850/AT4G33050,13
cluster3,GO:2000377,regulation of reactive oxygen species metabolic process,10/221,205/20876,6.92841303571395e-5,8.042983828415758e-4,6.669456331861942e-4,AT2G19190/AT3G47380/AT3G11840/AT2G23150/AT4G11330/AT2G38470/AT3G56710/AT3G17700/AT1G74360/AT4G33050,10
cluster3,GO:0043069,negative regulation of programmed cell death,9/221,168/20876,7.829756759146868e-5,8.959478805823774e-4,7.429438368453645e-4,AT5G01540/AT5G06860/AT1G19180/AT3G11840/AT5G47910/AT2G38470/AT4G20830/AT1G74360/AT4G33050,9
cluster3,GO:0060548,negative regulation of cell death,9/221,172/20876,9.379153520135433e-5,0.0010581270379758424,8.774271121134852e-4,AT5G01540/AT5G06860/AT1G19180/AT3G11840/AT5G47910/AT2G38470/AT4G20830/AT1G74360/AT4G33050,9
cluster3,GO:0042537,benzene-containing compound metabolic process,11/221,261/20876,1.1219240293568788e-4,0.0012481404826595276,0.001034991319479811,AT2G19190/AT5G13330/AT3G47380/AT3G11840/AT4G22530/AT2G23600/AT4G10500/AT2G38470/AT3G56710/AT3G17700/AT4G33050,11
cluster3,GO:0051606,detection of stimulus,8/221,144/20876,1.5237705766909892e-4,0.0016719729204513457,0.0013864444612718301,AT2G19190/AT5G01540/AT3G47380/AT3G11840/AT2G38470/AT3G17700/AT1G74360/AT4G33050,8
cluster3,GO:0016999,antibiotic metabolic process,15/221,470/20876,1.5523274943555598e-4,0.0016802896256470318,0.0013933408946491582,AT2G19190/AT3G47380/AT3G11840/AT2G23600/AT5G47910/AT4G33150/AT4G11330/AT4G10500/AT2G38470/AT3G56710/AT5G24090/AT3G17700/AT1G74360/AT1G43850/AT4G33050,15
cluster3,GO:0055065,metal ion homeostasis,10/221,227/20876,1.60503545232978e-4,0.001714177863088205,0.0014214419233966192,AT1G18980/AT2G39450/AT2G23150/AT5G04150/AT3G63380/AT3G12750/AT3G05030/AT2G29120/AT5G22890/AT3G01260,10
cluster3,GO:0043900,regulation of multi-organism process,8/221,146/20876,1.6757793595632787e-4,0.001765975992577209,0.0014643943114741032,AT2G19190/AT3G47380/AT3G11840/AT1G08430/AT2G38470/AT3G59700/AT3G17700/AT4G33050,8
cluster3,GO:0010310,regulation of hydrogen peroxide metabolic process,9/221,186/20876,1.6976298555361434e-4,0.001765975992577209,0.0014643943114741032,AT2G19190/AT3G47380/AT3G11840/AT4G11330/AT2G38470/AT3G56710/AT3G17700/AT1G74360/AT4G33050,9
cluster3,GO:0009733,response to auxin,14/221,424/20876,1.816274779836674e-4,0.0018651744854476615,0.0015466523428838612,AT2G04160/AT3G23250/AT5G57090/AT5G39610/AT1G19180/AT4G18950/AT5G50760/AT5G12330/AT1G27730/AT1G19840/AT1G63720/AT5G64890/AT5G53590/AT4G34710,14
cluster3,GO:0010583,response to cyclopentenone,8/221,148/20876,1.8400545754773546e-4,0.0018656755885536217,0.0015470678709210005,AT4G18170/AT2G29460/AT5G13330/AT4G23700/AT1G78360/AT5G57480/AT1G74590/AT2G30400,8
cluster3,GO:0006875,cellular metal ion homeostasis,9/221,195/20876,2.4157583422761695e-4,0.0024187780402040145,0.002005715149968767,AT1G18980/AT2G39450/AT2G23150/AT5G04150/AT3G63380/AT3G12750/AT2G29120/AT5G22890/AT3G01260,9
cluster3,GO:0048878,chemical homeostasis,13/221,387/20876,2.613378019161343e-4,0.002584340485615106,0.002143003937739841,AT1G18980/AT2G39450/AT2G33770/AT4G23700/AT2G23150/AT5G04150/AT3G63380/AT3G12750/AT3G05030/AT5G47910/AT2G29120/AT5G22890/AT3G01260,13
cluster3,GO:0050801,ion homeostasis,12/221,343/20876,3.119439199648768e-4,0.0030471595108764182,0.0025267857958644066,AT1G18980/AT2G39450/AT2G33770/AT4G23700/AT2G23150/AT5G04150/AT3G63380/AT3G12750/AT3G05030/AT2G29120/AT5G22890/AT3G01260,12
cluster3,GO:0051193,regulation of cofactor metabolic process,9/221,208/20876,3.8838434276582053e-4,0.0037481428741617134,0.0031080598641120205,AT2G19190/AT3G47380/AT3G11840/AT4G11330/AT2G38470/AT3G56710/AT3G17700/AT1G74360/AT4G33050,9
