target_id	length	eff_length	est_counts	tpm
AT3G05560.1	840	464.53	580.803	241.869
AT5G12080.3	2694	2318.51	1.18303	0.0987075
AT5G12080.2	2805	2429.51	126.817	10.0977
AT5G12080.1	2754	2378.51	6.0514e-08	4.92171e-09
AT1G50870.1	1191	815.512	0	0
AT2G20610.2	1748	1372.51	50.5266	7.12146
AT2G20610.1	1794	1418.51	335.473	45.7499
AT5G02940.2	2792	2416.51	0	0
AT5G02940.1	2920	2544.51	24	1.82462
AT1G68430.1	945	569.512	9	3.05707
AT1G66550.2	856	480.53	0	0
AT1G66550.1	765	389.683	0	0
AT1G09380.1	1641	1265.51	3	0.458585
AT3G48840.1	757	381.697	0	0
AT3G48840.2	667	292.273	0	0
AT5G61800.1	1629	1253.51	4	0.617301
AT5G01445.1	589	216.317	4	3.57712
AT4G35500.1	1975	1599.51	75.9412	9.18449
AT4G35500.2	1638	1262.51	45.0588	6.90413
AT1G80310.1	1937	1561.51	356.62	44.18
AT2G39400.2	1307	931.512	34.4692	7.15828
AT2G39400.1	1394	1018.51	348.531	66.1973
AT4G04990.1	1217	841.512	261	59.9992
AT3G60530.1	1465	1089.51	330	58.5932
AT2G46180.1	2540	2164.51	214	19.1258
AT2G22270.1	1398	1022.51	104.99	19.863
AT2G22270.2	1174	798.512	14.01	3.39407
AT2G43660.1	471	113.622	0	0
AT2G43660.2	597	223.952	0	0
AT1G03910.2	2466	2090.51	0	0
AT1G03910.1	2565	2189.51	792	69.975
AT1G77590.1	2692	2316.51	286.552	23.9295
AT1G77590.2	2669	2293.51	10.4477	0.881224
AT1G79020.1	2134	1758.51	128	14.0809
AT5G24420.1	1321	945.512	0	0
AT5G39490.1	1701	1325.51	0	0
AT3G26922.2	1894	1518.51	0	0
AT3G26922.1	1793	1417.51	35.659	4.8664
AT3G26922.4	1661	1285.51	3.34096	0.502759
AT3G26922.5	1642	1266.51	0	0
AT3G26922.3	1711	1335.51	0	0
AT3G50450.1	926	550.512	1	0.351397
AT3G17160.1	882	506.53	238	90.8943
AT1G34315.1	819	443.53	125	54.5195
AT5G08580.2	1818	1442.51	0	0
AT5G08580.1	1736	1360.51	85	12.086
AT2G28360.1	3032	2656.51	308	22.4287
AT4G25000.1	1606	1230.51	6	0.943258
AT5G27410.4	1734	1358.51	80.4565	11.4568
AT5G27410.1	2156	1780.51	244.39	26.5524
AT5G27410.3	2229	1853.51	53.1538	5.54759
AT5G27410.2	3153	2777.51	0	0
AT5G65200.1	1982	1606.51	201	24.2034
AT5G23535.1	1015	639.512	85	25.712
AT5G23535.2	830	454.53	0	0
AT1G05230.1	3520	3144.51	0	0
AT1G05230.5	3644	3268.51	0	0
AT1G05230.12	2134	1758.51	2.6701	0.293729
AT1G05230.6	3553	3177.51	0	0
AT1G05230.2	2983	2607.51	9.50982	0.705523
AT1G05230.11	2424	2048.51	3.39428	0.320534
AT1G05230.3	2678	2302.51	34.3769	2.88822
AT1G05230.7	3526	3150.51	0	0
AT1G05230.10	2557	2181.51	0	0
AT1G05230.9	3140	2764.51	0	0
AT1G05230.4	2974	2598.51	0	0
AT1G05230.8	3231	2855.51	4.04888	0.274294
AT1G79830.1	3669	3293.51	0	0
AT1G79830.3	3588	3212.51	572.793	34.492
AT1G79830.2	3278	2902.51	1080.14	71.9899
AT1G79830.4	3547	3171.51	0	0
AT1G79830.5	3718	3342.51	20.0665	1.16135
AT5G09480.1	840	464.53	442	184.066
AT5G56480.1	409	74.2009	0	0
AT5G60820.1	1648	1272.51	118	17.9385
AT5G55820.7	5630	5254.51	82.5318	3.03846
AT5G55820.5	5831	5455.51	13.7151	0.486327
AT5G55820.8	5630	5254.51	0	0
AT5G55820.10	5271	4895.51	0	0
AT5G55820.4	5292	4916.51	0	0
AT5G55820.9	5896	5520.51	63.4032	2.22176
AT5G55820.2	5622	5246.51	0	0
AT5G55820.11	5449	5073.51	24.3497	0.928433
AT5G55820.3	5610	5234.51	2.32577e-05	8.59519e-07
AT5G55820.6	5642	5266.51	7.51578e-06	2.76068e-07
AT5G55820.1	5481	5105.51	0.000139885	5.30027e-06
AT5G44950.1	1317	941.512	0	0
AT4G31140.1	2171	1795.51	135	14.5449
AT4G35910.1	2164	1788.51	128	13.8447
AT3G56220.2	541	171.696	2.03037	2.2876
AT3G56220.1	905	529.512	11.9696	4.37291
AT2G19970.1	926	550.512	144	50.6012
AT5G54520.1	1864	1488.51	87	11.3066
AT2G04032.1	1403	1027.51	0	0
AT5G03455.1	704	328.966	120.368	70.7827
AT5G03455.2	1006	630.512	2.63157	0.807397
AT1G48140.2	563	191.673	5.84752	5.90168
AT1G48140.1	743	367.738	27.1525	14.2836
AT4G15050.1	1191	815.512	0	0
ATCG00420.1	477	117.979	3	4.91906
AT5G30360.1	420	80.1823	0	0
AT2G32600.1	1301	925.512	238	49.7462
AT2G41010.1	1250	874.512	314	69.4591
AT5G07170.2	1274	898.512	0	0
AT5G07170.1	1612	1236.51	0	0
AT5G32670.1	700	325.038	0	0
AT1G60250.1	756	380.697	0	0
AT4G09012.1	1175	799.512	7	1.69371
AT3G26355.1	64	24.5897	0	0
AT5G02710.1	1195	819.512	11.6555	2.75133
AT5G02710.2	1778	1402.51	5.30951	0.732341
AT5G02710.3	1348	972.512	1.6628	0.330759
AT4G10110.1	836	460.53	97	40.7454
AT5G13900.1	754	378.697	29	14.814
AT5G16380.1	1108	732.512	92	24.2962
AT5G40630.1	937	561.512	23	7.92381
AT1G55670.1	780	404.654	58	27.7274
AT5G66940.1	897	521.512	0	0
AT3G06520.1	1598	1222.51	5	0.791192
AT3G06520.2	1668	1292.51	0	0
AT3G52870.1	1811	1435.51	629	84.7635
AT3G02900.2	759	383.683	0	0
AT3G02900.1	852	476.53	50	20.2976
AT1G31520.1	399	69.2635	0	0
AT5G57660.1	1564	1188.51	572	93.1017
AT3G09110.1	1666	1290.51	0	0
AT4G23690.1	1139	763.512	396	100.333
AT1G05035.1	363	53.9689	0	0
AT5G45700.1	1180	804.512	29	6.97318
AT5G40410.1	1981	1605.51	4	0.481961
AT3G06580.1	2012	1636.51	557	65.8417
AT3G14920.1	2536	2160.51	395	35.3676
AT1G77610.1	1617	1241.51	208	32.4099
AT1G19170.1	1827	1451.51	111	14.7934
AT2G20740.1	1179	803.512	196.915	47.4079
AT2G20740.2	935	559.512	0	0
AT2G20740.3	815	439.547	6.08545	2.67826
AT3G26940.1	1793	1417.51	0	0
AT4G27150.1	735	359.764	0	0
AT2G26000.1	1672	1296.51	0	0
AT2G26000.2	1892	1516.51	63.7175	8.12789
AT2G26000.3	2370	1994.51	9.2825	0.900313
AT5G38743.1	183	55.4949	2	6.97175
AT4G15210.4	2461	2085.51	0	0
AT4G15210.1	2066	1690.51	0	0
AT4G15210.3	2291	1915.51	0	0
AT4G15210.2	1890	1514.51	0	0
AT1G29070.1	819	443.53	80	34.8925
AT4G27570.1	1655	1279.51	1	0.151189
AT5G65560.3	3618	3242.51	12.3747	0.738275
AT5G65560.2	3697	3321.51	22.1443	1.28971
AT5G65560.1	3623	3247.51	57.481	3.42404
AT1G04170.1	1860	1484.51	500	65.1556
AT1G04170.2	2026	1650.51	0	0
ATCG00905.1	258	48.8436	107.5	425.761
AT1G29250.1	795	419.594	94	43.3375
AT3G51050.1	2543	2167.51	434	38.7341
AT5G23060.2	1608	1232.51	3	0.470864
AT5G23060.1	1529	1153.51	0	0
AT4G14770.2	3098	2722.51	0	0
AT4G14770.1	3064	2688.51	96.8219	6.96669
AT4G14770.3	3072	2696.51	0	0
AT3G44140.1	216	56.0265	0	0
AT1G14630.2	1186	810.512	0	0
AT1G14630.1	1020	644.512	12	3.60177
AT3G21480.1	3503	3127.51	128	7.91728
AT3G58760.4	1979	1603.51	0	0
AT3G58760.5	1946	1570.51	0	0
AT3G58760.2	2050	1674.51	0	0
AT3G58760.6	1827	1451.51	11.9372	1.59092
AT3G58760.3	2017	1641.51	0	0
AT3G58760.1	1839	1463.51	132.063	17.4562
AT2G03390.1	1459	1083.51	85.3495	15.2382
AT2G03390.6	1475	1099.51	2.6737	0.470412
AT2G03390.3	1546	1170.51	0	0
AT2G03390.2	1210	834.512	25.3894	5.88553
AT2G03390.7	1166	790.512	0	0
AT2G03390.4	1497	1121.51	19.0531	3.28645
AT2G03390.5	1476	1100.51	16.5342	2.90639
AT2G23093.2	1653	1277.51	0	0
AT2G23093.1	1834	1458.51	23	3.05058
AT1G62600.1	1548	1172.51	162.959	26.886
AT1G62600.2	1253	877.512	58.0408	12.7951
AT3G54925.1	546	176.181	0	0
AT4G29550.3	1296	920.512	0	0
AT4G29550.1	1236	860.512	0	0
AT4G29550.2	1382	1006.51	5	0.960984
AT5G02280.1	661	286.347	48	32.4275
AT2G36080.2	1783	1407.51	0	0
AT2G36080.4	1695	1319.51	1.40089	0.20538
AT2G36080.1	1311	935.512	37.2167	7.69579
AT2G36080.3	2143	1767.51	7.38244	0.807984
AT5G40830.2	1808	1432.51	0	0
AT5G40830.3	1497	1121.51	0	0
AT5G40830.1	1706	1330.51	66	9.596
AT3G58110.1	2818	2442.51	811	64.2317
AT3G58110.2	2618	2242.51	0	0
AT2G46900.1	2280	1904.51	856	86.9471
AT3G13440.2	1065	689.512	0	0
AT3G13440.1	2047	1671.51	367	42.4739
AT3G13440.3	969	593.512	0	0
AT5G08370.1	1572	1196.51	10.5886	1.71193
AT5G08370.2	1459	1083.51	35.4114	6.32229
AT5G02720.1	729	353.79	0	0
AT5G02720.2	987	611.512	1.37214	0.434069
AT3G44750.2	1057	681.512	0	0
AT3G44750.1	1418	1042.51	190	35.2564
AT4G13020.7	2169	1793.51	21.4467	2.31325
AT4G13020.8	1927	1551.51	0	0
AT4G13020.1	2261	1885.51	387.896	39.7971
AT4G13020.2	1864	1488.51	0	0
AT4G13020.4	2094	1718.51	0	0
AT4G13020.6	2169	1793.51	23.0003	2.48082
AT4G13020.5	1887	1511.51	13.6569	1.74785
AT4G13020.3	1867	1491.51	0	0
AT1G23530.1	1139	763.512	48	12.1616
AT4G28710.1	5230	4854.51	1065	42.4394
AT1G30795.1	713	337.905	0	0
AT3G30841.2	1817	1441.51	0	0
AT3G30841.1	1760	1384.51	98	13.6929
AT2G03667.2	2158	1782.51	0	0
AT2G03667.1	2081	1705.51	47	5.33099
AT1G34770.3	1075	699.512	9.82573	2.71728
AT1G34770.6	687	312.108	0	0
AT1G34770.2	1103	727.512	0	0
AT1G34770.4	940	564.512	0	0
AT1G34770.5	744	368.738	2.33064	1.22271
AT1G34770.1	1029	653.512	23.8436	7.05804
AT3G43240.1	2952	2576.51	320	24.0261
AT1G79620.2	3366	2990.51	7.97836	0.516099
AT1G79620.3	3364	2988.51	0	0
AT1G79620.5	3284	2908.51	0	0
AT1G79620.4	3380	3004.51	0	0
AT1G79620.1	3305	2929.51	140.022	9.24624
AT2G24820.1	1825	1449.51	13	1.73495
AT4G33620.1	2526	2150.51	197	17.7211
AT5G49310.1	1786	1410.51	0	0
AT1G29810.1	948	572.512	51	17.2326
AT1G29810.2	590	217.285	0	0
AT4G28930.1	528	160.051	12	14.504
AT1G17470.2	1522	1146.51	12.7493	2.15117
AT1G17470.1	1602	1226.51	505.251	79.6894
AT1G34380.1	1380	1004.51	2.20543	0.42472
AT1G34380.3	1048	672.512	3.78827	1.0897
AT1G34380.2	1277	901.512	7.00631	1.50343
AT5G36240.1	765	389.683	0	0
AT2G20120.1	1259	883.512	0	0
AT2G20120.2	1203	827.512	301	70.3651
AT5G47670.3	1182	806.512	0	0
AT5G47670.1	1053	677.512	0	0
AT5G47670.2	1087	711.512	0	0
AT5G04070.1	1501	1125.51	40	6.87504
AT2G30690.2	2997	2621.51	0	0
AT2G30690.1	2896	2520.51	2	0.153499
AT1G11785.1	643	268.59	0	0
AT1G27580.1	1221	845.512	2.57527	0.589207
AT2G43850.1	1973	1597.51	161	19.4961
AT2G43850.3	1703	1327.51	0	0
AT2G43850.2	1835	1459.51	0	0
AT4G18130.1	3912	3536.51	199	10.8854
AT1G23870.1	2973	2597.51	3616	269.3
AT3G49560.1	1227	851.512	214	48.617
AT5G36490.1	357	51.8888	0	0
AT5G46030.2	926	550.512	1.44507	0.507793
AT5G46030.1	886	510.53	242.555	91.9081
AT5G46030.3	915	539.512	0	0
AT5G09650.1	1181	805.512	302	72.5271
AT2G43000.1	1040	664.512	28.781	8.37855
AT2G43000.2	1375	999.512	2.21895	0.429463
AT1G52040.1	1751	1375.51	0	0
AT3G05858.1	629	254.916	8	6.07096
AT5G60860.1	1046	670.512	15	4.32763
AT5G54035.1	258	48.8436	0	0
AT1G07901.1	153	56.0175	0	0
AT4G10220.1	1203	827.512	0	0
AT3G23790.1	2716	2340.51	84	6.94278
AT4G02075.2	1476	1100.51	7.99445	1.40527
AT4G02075.3	1357	981.512	8.80738	1.73587
AT4G02075.1	973	597.512	90.1982	29.2023
AT5G36190.1	438	90.8241	0	0
AT1G52650.1	1398	1022.51	4	0.756758
AT1G26750.1	809	433.562	98	43.726
AT5G14980.1	984	608.512	0	0
AT5G50150.1	1846	1470.51	204	26.8366
AT2G15020.1	2088	1712.51	0	0
AT3G45070.3	1093	717.512	46.3062	12.4846
AT3G45070.2	1211	835.512	42.4836	9.83636
AT3G45070.1	1067	691.512	70.2101	19.6411
AT4G22590.1	1763	1387.51	419	58.4174
AT5G30490.3	984	608.512	33.4902	10.6467
AT5G30490.2	1163	787.512	0	0
AT5G30490.1	1252	876.512	73.5098	16.2238
AT5G22670.1	1332	956.512	0	0
AT4G35060.1	1123	747.512	101	26.1378
AT1G11480.2	2175	1799.51	0	0
AT1G11480.1	2312	1936.51	1226	122.472
AT3G49030.1	1332	956.512	0	0
AT3G49030.2	1483	1107.51	0	0
AT1G12300.1	3238	2862.51	39	2.63562
AT5G47930.1	718	342.88	510	287.735
AT1G61093.1	731	355.79	0	0
AT2G37970.1	836	460.53	8	3.36045
AT3G02420.2	1674	1298.51	2.75538	0.410489
AT3G02420.1	1534	1158.51	325.245	54.3094
AT1G58190.2	3294	2918.51	30.0596	1.99245
AT1G58190.4	2864	2488.51	6.85127	0.532594
AT1G58190.3	3241	2865.51	0	0
AT1G58190.1	3168	2792.51	302.089	20.9269
AT1G09860.1	1396	1020.51	6	1.13736
AT1G13280.1	1343	967.512	389	77.7783
AT5G15300.1	1957	1581.51	6	0.733912
AT4G34131.1	1762	1386.51	1064	148.451
AT2G02130.1	707	331.941	427	248.846
AT5G03435.2	2496	2120.51	10.8863	0.993128
AT5G03435.1	2369	1993.51	6.11368	0.593266
AT3G18830.1	1997	1621.51	376	44.8573
AT2G03570.1	270	46.3893	0	0
AT4G21670.1	3900	3524.51	242	13.2826
AT1G02230.1	1436	1060.51	265	48.3388
AT5G20140.1	1363	987.512	13	2.54663
AT5G20140.2	1416	1040.51	0	0
AT1G11630.1	1712	1336.51	45	6.51336
AT4G19440.1	3531	3155.51	10.5395	0.646124
AT4G19440.3	3555	3179.51	0	0
AT4G19440.2	3371	2995.51	8.44821	0.54558
AT4G19440.4	3552	3176.51	48.0123	2.92393
AT3G51890.1	1210	834.512	322	74.6429
AT1G44085.1	273	45.8466	0	0
AT1G07390.1	3267	2891.51	0	0
AT1G07390.4	3615	3239.51	0	0
AT1G07390.3	3418	3042.51	0	0
AT1G07390.5	3451	3075.51	0	0
AT1G07390.2	3304	2928.51	14	0.924796
AT1G13607.1	452	100.041	0	0
AT1G08580.1	855	479.53	138	55.6709
AT2G25125.1	225	55.5183	0	0
AT1G59750.2	2472	2096.51	65.8329	6.0745
AT1G59750.3	2353	1977.51	132.529	12.9645
AT1G59750.1	2545	2169.51	211.993	18.9028
AT1G59750.4	2558	2182.51	76.6448	6.79346
AT3G25950.1	1170	794.512	98	23.8611
AT5G22145.1	411	75.3226	0	0
AT1G70209.1	144	51.5414	0	0
AT1G63660.1	2136	1760.51	265	29.1187
AT1G63660.2	1983	1607.51	0	0
AT2G21660.1	1165	789.512	15855.6	3884.98
AT2G21660.2	785	409.609	26.4275	12.4811
AT1G15320.2	1127	751.512	2	0.514825
AT1G15320.1	1450	1074.51	0	0
AT1G79310.1	1675	1299.51	78	11.6113
AT5G42980.1	1035	659.512	2880	844.763
AT1G70750.1	3211	2835.51	205	13.9858
AT5G35840.1	3802	3426.51	332	18.7435
AT2G45210.1	1177	801.512	131	31.6174
AT1G29390.1	1049	673.512	32	9.19115
AT1G29390.2	1103	727.512	0	0
AT4G16460.2	1242	866.512	0	0
AT4G16460.3	1168	792.512	0	0
AT4G16460.1	1153	777.512	0	0
AT5G50210.1	2691	2315.51	495	41.3546
AT1G17870.1	1856	1480.51	14	1.82928
AT5G38360.2	1459	1083.51	1.58025	0.282136
AT5G38360.1	1083	707.512	18.1043	4.95009
AT5G38360.3	1372	996.512	6.31546	1.22599
AT1G15020.1	2139	1763.51	17.0446	1.86971
AT1G15020.2	2329	1953.51	252.955	25.0492
AT1G15020.3	2244	1868.51	0	0
AT1G23090.4	2538	2162.51	0	0
AT1G23090.1	2489	2113.51	8	0.732235
AT1G23090.3	2605	2229.51	0	0
AT1G23090.2	2690	2314.51	0	0
AT4G01790.1	680	305.142	20	12.6792
AT4G38190.1	3749	3373.51	0	0
AT1G72810.1	2515	2139.51	171.642	15.5194
AT5G45573.1	588	215.365	0	0
AT2G01755.1	588	215.365	0	0
AT2G01755.2	621	247.128	0	0
AT5G25770.2	1588	1212.51	72.0467	11.4946
AT5G25770.1	1831	1455.51	409.997	54.4916
AT5G25770.3	1597	1221.51	316.957	50.1958
AT1G56610.3	2170	1794.51	0	0
AT1G56610.2	2161	1785.51	79.4639	8.60938
AT1G56610.1	2425	2049.51	26.5361	2.50468
AT4G09649.1	138	50.6338	0	0
AT2G03210.2	1900	1524.51	0	0
AT2G03210.3	1809	1433.51	0	0
AT2G03210.1	1620	1244.51	1	0.155441
AT3G45990.1	402	70.712	0	0
AT5G51470.2	1745	1369.51	0	0
AT5G51470.1	2031	1655.51	3	0.350553
AT3G46350.1	1335	959.512	0	0
AT5G64170.1	2537	2161.51	20.1676	1.80494
AT5G64170.2	2667	2291.51	77.1001	6.50875
AT5G64170.3	2575	2199.51	18.7323	1.64752
AT3G24850.1	1080	704.512	1.17865	0.32364
AT2G27630.1	4276	3900.51	0	0
AT4G01590.2	1045	669.512	34.1211	9.85892
AT4G01590.3	979	603.512	6.86049	2.19905
AT4G01590.1	1067	691.512	57.0185	15.9507
AT5G35970.1	3475	3099.51	107	6.67814
AT2G31390.1	1466	1090.51	1208	214.29
AT4G14315.1	495	132.26	0	0
AT2G14635.1	371	56.6449	0	0
AT1G53460.1	1519	1143.51	81	13.7028
AT5G52240.2	789	413.594	0	0
AT5G52240.1	1129	753.512	798	204.87
AT2G23250.1	1317	941.512	0	0
AT3G62270.1	2948	2572.51	392	29.4777
AT2G04400.1	1428	1052.51	201	36.9432
AT1G76420.1	1438	1062.51	0	0
AT2G29150.1	807	431.594	4	1.79287
AT5G58090.1	1929	1553.51	276	34.3684
AT5G06950.3	1643	1267.51	55.0548	8.4025
AT5G06950.5	2031	1655.51	4.26701	0.498605
AT5G06950.1	1867	1491.51	106.546	13.819
AT5G06950.4	1558	1182.51	8.13169	1.33027
AT5G06950.2	1624	1248.51	0	0
AT4G35350.2	1340	964.512	11.1467	2.23565
AT4G35350.1	1317	941.512	417.853	85.8545
AT4G04930.1	1409	1033.51	0	0
AT2G37900.2	2425	2049.51	0	0
AT2G37900.1	2299	1923.51	2	0.201141
AT5G19875.1	1098	722.512	47	12.584
AT1G19350.3	1465	1089.51	0	0
AT1G19350.4	1502	1126.51	78.3825	13.4601
AT1G19350.6	1304	928.512	64.2549	13.387
AT1G19350.1	2202	1826.51	67.157	7.11269
AT1G19350.5	1468	1092.51	0	0
AT3G06710.1	1631	1255.51	10	1.54079
AT4G29190.1	1533	1157.51	106	17.7152
AT1G68220.1	1007	631.512	215	65.8601
AT2G33060.1	2779	2403.51	33	2.65603
AT4G17080.1	2214	1838.51	507	53.3466
AT4G15700.1	767	391.683	0	0
AT1G28327.1	1267	891.512	0	0
AT3G56900.1	1692	1316.51	82	12.0491
AT3G25200.1	507	142.029	0	0
AT1G15825.1	536	167.193	0	0
AT3G49307.1	538	168.946	0	0
ATMG00500.1	426	83.4467	0	0
AT4G12680.1	1910	1534.51	85	10.7155
AT2G19540.1	1653	1277.51	402	60.8732
AT2G40190.1	1784	1408.51	93	12.7728
AT1G59830.1	1462	1086.51	332	59.1111
AT1G59830.2	1357	981.512	0	0
AT1G67325.2	1734	1358.51	152.479	21.7126
AT1G67325.1	1261	885.512	134.521	29.3874
AT5G64310.1	946	570.512	354	120.034
AT5G24280.3	4846	4470.51	82.9823	3.59082
AT5G24280.1	4826	4450.51	0.0177242	0.000770412
AT5G24280.2	5050	4674.51	0	0
AT3G06360.1	817	441.547	6	2.62869
AT5G53770.1	1903	1527.51	124	15.7037
AT3G25719.1	237	53.3838	0	0
AT3G07230.1	636	261.736	18	13.3038
AT3G21352.1	582	209.632	16	14.7648
AT2G32835.1	288	43.3302	0	0
AT5G50345.1	391	65.0773	0	0
AT3G02610.1	1236	860.512	0	0
AT3G02610.2	1444	1068.51	25	4.52612
AT4G31354.2	421	80.6711	0	0
AT4G31354.1	547	177.095	1	1.09234
AT4G31354.3	331	45.4456	1	4.25671
AT3G18270.1	1846	1470.51	141	18.5488
AT4G35680.1	1006	630.512	1	0.306812
AT2G28490.1	1780	1404.51	0	0
AT1G54215.1	853	477.53	1	0.405102
AT3G24200.2	2212	1836.51	4.22622	0.445168
AT3G24200.1	1892	1516.51	264.774	33.7749
AT5G46680.1	1770	1394.51	10	1.38721
AT1G13080.2	1615	1239.51	8.11381	1.26631
AT1G13080.1	1908	1532.51	587.886	74.2087
